"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdairCounty",66,18,34,121,469,173,347,95,18,92,9,55,32,45,189,458,31,230,102,127
"AdamsCounty",54,24,13,32,157,119,62,41,6,37,2,29,4,3,109,348,14,33,45,93
"AllamakeeCounty",246,4,89,157,1201,379,653,131,32,148,25,69,55,13,530,810,5,256,148,580
"AppanooseCounty",13,28,164,77,681,131,621,289,43,101,66,80,9,91,485,700,43,287,76,142
"AudubonCounty",357,0,5,82,203,149,199,71,12,51,2,30,48,24,180,297,3,42,65,113
"BentonCounty",181,29,33,353,687,349,901,273,68,217,40,92,41,140,716,759,35,293,168,387
"BlackHawkCounty",173,44,277,2483,17406,2851,9134,3146,688,2700,916,2336,801,4102,8116,10849,510,6476,2994,2873
"BooneCounty",280,1,108,697,578,393,1195,818,347,216,65,187,159,135,1003,2098,64,544,256,402
"BremerCounty",62,17,38,414,1851,457,1089,90,136,1043,91,196,48,159,1570,1782,66,556,240,413
"BuchananCounty",245,10,30,373,1386,388,886,123,66,264,19,127,6,108,642,1224,64,290,130,308
"BuenaVistaCounty",708,0,62,246,2957,480,1055,114,65,328,29,226,3,218,1416,1199,45,649,180,378
"ButlerCounty",111,7,49,148,931,226,347,102,20,142,4,121,1,19,518,556,2,102,77,228
"CalhounCounty",98,0,17,114,93,327,301,113,24,106,17,60,0,32,294,887,13,131,47,337
"CarrollCounty",259,13,66,494,1005,1371,1456,360,159,807,76,202,76,271,948,2220,83,716,311,460
"CassCounty",120,11,43,393,800,254,743,159,115,204,64,110,16,133,555,1093,43,396,291,353
"CedarCounty",200,0,20,310,640,433,620,597,57,132,20,227,11,144,755,637,84,295,128,354
"CerroGordoCounty",54,23,70,898,2586,1097,3207,661,504,825,163,542,246,1222,1704,5455,157,2159,831,1000
"CherokeeCounty",179,6,30,334,653,161,599,383,47,167,6,111,48,82,509,945,33,292,77,326
"ChickasawCounty",263,0,2,351,1277,409,434,118,20,175,18,47,123,32,393,457,51,168,116,202
"ClarkeCounty",262,3,28,32,1113,60,430,204,10,97,10,41,5,36,360,493,9,640,65,203
"ClayCounty",280,6,127,470,955,681,1230,340,184,201,68,162,167,323,704,1551,85,691,225,357
"ClaytonCounty",201,1,12,409,1040,335,679,95,76,237,26,105,108,120,720,1128,224,310,116,436
"ClintonCounty",131,113,80,1020,5116,448,2387,920,372,725,116,341,82,1598,2553,3172,273,1755,532,791
"CrawfordCounty",55,0,57,246,2213,244,745,323,64,209,18,122,1,130,735,1005,39,417,134,339
"DallasCounty",441,23,48,1322,1737,954,5720,914,216,10748,302,1577,463,1934,2849,4235,325,2924,1159,763
"DavisCounty",123,17,30,58,111,120,232,57,35,62,5,44,5,60,240,435,4,116,45,139
"DecaturCounty",77,6,17,69,83,136,160,243,25,32,4,26,31,77,621,335,7,124,32,153
"DelawareCounty",81,0,18,369,1718,507,652,176,27,229,7,146,51,110,548,1100,60,266,208,238
"DesMoinesCounty",9,45,95,1083,5059,564,2970,930,224,561,154,414,58,1572,1969,3735,509,1801,634,699
"DickinsonCounty",98,25,41,492,2089,184,1102,180,67,314,71,184,42,371,581,1047,203,1019,175,298
"DubuqueCounty",200,237,144,2278,9544,3439,6664,1960,968,4319,445,2569,678,2395,5331,8440,1522,4528,1771,1921
"EmmetCounty",159,1,2,198,817,131,409,171,66,121,10,87,38,41,573,794,26,261,66,186
"FayetteCounty",202,6,20,263,581,535,864,201,72,230,23,107,54,240,1094,1446,36,518,225,385
"FloydCounty",148,0,14,245,1055,252,638,133,93,251,27,103,42,113,433,1034,36,297,227,290
"FranklinCounty",285,3,44,335,756,257,348,38,89,111,28,73,254,32,351,499,35,188,95,187
"FremontCounty",78,0,0,35,642,166,276,63,17,75,12,49,0,16,329,322,3,141,43,156
"GreeneCounty",87,0,40,122,602,199,378,48,29,149,5,100,0,63,316,412,3,180,87,128
"GrundyCounty",327,0,49,490,357,275,380,106,18,224,33,84,18,95,495,507,31,142,112,187
"GuthrieCounty",290,0,17,195,166,147,277,51,55,223,30,81,3,24,521,480,61,136,95,256
"HamiltonCounty",504,2,22,291,738,833,669,105,91,206,15,159,15,136,538,712,18,318,92,412
"HancockCounty",146,7,61,133,3379,249,314,412,48,73,29,62,2,10,361,726,15,153,376,164
"HardinCounty",335,49,25,507,606,824,907,140,140,270,35,182,154,94,961,1001,62,369,159,619
"HarrisonCounty",93,0,41,121,424,419,479,128,59,134,26,124,0,125,571,957,15,348,98,271
"HenryCounty",111,2,83,365,2004,278,882,1226,72,196,60,173,116,223,966,1087,49,451,222,567
"HowardCounty",183,0,37,239,1244,242,366,94,48,155,7,58,0,43,380,563,25,181,66,197
"HumboldtCounty",91,14,103,210,1084,243,424,162,57,137,10,91,19,24,317,442,7,186,65,159
"IdaCounty",94,0,22,204,1321,197,325,108,18,237,20,35,1,32,266,475,22,103,61,141
"IowaCounty",270,4,22,249,5063,220,1264,88,27,98,27,123,18,173,590,839,69,442,157,313
"JacksonCounty",98,0,21,253,802,316,830,330,87,226,22,92,2,35,697,860,51,553,179,271
"JasperCounty",97,35,56,615,2301,531,1546,249,153,237,61,388,103,396,1222,1514,78,783,400,808
"JeffersonCounty",45,14,17,254,977,367,875,163,142,736,42,475,63,176,1006,808,46,527,312,313
"JohnsonCounty",119,91,85,2626,5557,1321,8861,4934,2706,2266,714,2453,328,3688,17744,18151,522,7448,1752,2700
"JonesCounty",104,43,69,413,1000,314,952,142,67,223,19,160,3,121,734,829,54,453,156,301
"KeokukCounty",154,10,4,122,160,281,208,136,18,105,7,47,37,16,256,298,5,88,65,185
"KossuthCounty",148,0,52,357,1404,539,744,141,98,481,49,242,9,104,593,890,112,445,155,332
"LeeCounty",131,11,95,1161,4251,426,1944,423,122,370,81,258,6,931,1309,2420,48,1004,474,1000
"LinnCounty",162,116,1557,6557,20178,5168,14832,7187,5100,8482,2253,4484,1115,8868,11514,15893,1779,9014,4158,4204
"LouisaCounty",46,23,82,65,1360,239,228,98,33,87,7,35,6,199,585,340,4,86,85,183
"LucasCounty",22,0,18,89,161,50,449,809,22,88,2,48,3,14,248,556,15,86,41,149
"LyonCounty",419,9,33,197,614,335,390,97,194,155,3,151,0,94,459,397,11,747,118,225
"MadisonCounty",147,38,0,243,308,176,542,65,31,129,23,115,134,36,472,490,24,193,142,222
"MahaskaCounty",169,1,43,425,2117,442,1110,215,118,177,31,182,51,379,1152,1333,120,600,208,275
"MarionCounty",100,85,43,580,7230,461,1385,261,100,311,62,353,17,338,1942,2164,133,1001,352,513
"MarshallCounty",235,15,148,550,5790,503,2093,382,194,348,113,432,102,868,1894,2937,120,928,644,668
"MillsCounty",32,9,27,174,236,193,317,135,57,141,50,109,0,125,499,1605,31,231,100,236
"MitchellCounty",104,48,33,343,730,176,320,51,28,134,12,65,0,50,291,546,57,165,105,201
"MononaCounty",100,0,12,111,90,168,371,20,17,104,11,43,1,54,303,748,204,174,60,189
"MonroeCounty",41,11,30,104,874,105,272,37,35,64,7,78,24,48,201,399,4,279,43,153
"MontgomeryCounty",263,5,31,184,649,228,484,64,239,144,30,66,1,89,375,735,22,252,204,177
"MuscatineCounty",77,61,436,829,7768,605,2131,1038,81,477,214,1128,597,1504,1745,2089,106,1122,625,721
"OBrienCounty",186,0,13,222,600,561,673,382,69,191,54,168,1,156,631,1426,31,457,197,246
