"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"OsceolaCounty",554,2,28,112,326,147,149,115,20,82,2,27,0,0,176,266,10,72,39,132
"PageCounty",48,7,26,173,1255,229,747,63,88,166,36,127,170,307,451,1551,19,371,105,499
"PaloAltoCounty",183,0,33,163,402,115,395,48,58,138,6,47,72,27,608,773,7,492,99,195
"PlymouthCounty",266,22,68,433,2782,476,996,1431,87,293,64,129,576,165,866,1233,88,835,339,311
"PocahontasCounty",160,52,9,101,493,210,232,482,53,86,2,56,0,14,279,320,26,109,27,195
"PolkCounty",288,112,740,14252,16768,17487,32477,9407,6745,35177,3885,16114,7356,16487,19017,38002,4071,21735,10371,14349
"PottawattamieCounty",413,52,384,2025,4921,1529,5649,1385,390,831,361,793,103,1263,3545,5071,234,6092,992,1491
"PoweshiekCounty",413,13,46,583,2075,558,847,148,74,720,21,121,9,331,1463,1138,36,588,108,289
"RinggoldCounty",99,2,13,96,31,78,155,19,6,35,7,44,0,13,207,394,9,95,41,116
"SacCounty",104,51,8,113,472,390,342,168,55,151,4,75,1,40,364,521,18,196,64,219
"ScottCounty",128,17,255,4918,11617,4342,12434,2788,1048,2502,842,2865,2121,7625,6959,13299,1156,9180,3625,2751
"ShelbyCounty",100,0,75,201,389,376,509,1092,341,282,16,200,153,92,431,940,60,206,124,225
"SiouxCounty",1396,56,41,1195,5129,1274,1620,457,160,605,132,483,125,364,2447,2821,75,1057,370,502
"StoryCounty",671,107,48,2201,4252,1051,4566,871,700,814,557,1944,390,1991,9717,5331,629,4305,931,4024
"TamaCounty",163,0,22,184,351,209,524,165,40,122,22,72,7,56,619,479,23,1017,97,639
"TaylorCounty",110,0,12,77,456,86,138,167,1,42,14,35,0,12,245,294,0,43,53,146
"UnionCounty",133,10,101,147,1637,380,702,80,69,132,31,83,7,432,624,908,24,330,182,253
"VanBurenCounty",60,35,3,37,807,90,196,95,20,71,4,20,9,14,286,294,3,64,21,121
"WapelloCounty",26,12,176,746,3595,389,2379,707,174,372,102,227,72,617,1920,2077,161,1225,447,668
"WarrenCounty",55,1,12,870,480,508,1649,141,213,306,98,257,32,323,2086,1165,133,794,295,516
"WashingtonCounty",251,4,29,787,1107,385,1046,162,88,214,28,199,31,137,889,1301,44,1127,229,378
"WayneCounty",10,1,1,44,596,101,202,25,15,51,1,46,16,15,233,434,5,62,51,142
"WebsterCounty",61,75,62,972,2361,866,2399,1262,431,440,96,416,117,540,2047,2724,93,1483,546,1071
"WinnebagoCounty",276,0,16,259,626,165,512,184,68,172,9,62,2,49,744,452,24,294,150,231
"WinneshiekCounty",245,234,29,537,1346,377,1055,249,76,319,23,343,47,320,2217,1271,103,656,314,318
"WoodburyCounty",228,10,367,3356,5461,2455,7799,1693,652,1246,466,1107,488,3421,4689,6865,1012,4847,1952,2216
"WorthCounty",18,23,36,128,340,144,155,47,25,56,5,19,1,10,151,131,443,152,89,145
"WrightCounty",386,15,21,215,1600,356,501,68,161,179,13,165,0,81,529,915,12,236,149,309
