"SCTG","Payload","N"
1,12.2468285097997,2
2,9.65033638129359,15
3,6.572002349007,49
4,12.1758626385859,23
5,15.3568767024241,7
6,3.87894557664929,16
7,12.2660141791105,50
8,10.2941785681165,9
9,12.5303662811142,0
10,12.7559630168912,2
11,14.7601763932821,7
12,15.8777428976372,88
13,14.57148120894,5
14,19.7343283246373,1
15,21.9759244651015,1
16,14.0428921341034,0
17,24.3515448152176,6
18,13.5390882413741,31
19,9.3205966594687,6
20,14.6935220971178,4
21,5.12434471305138,0
22,9.93234871988097,5
23,12.2174191704086,5
24,9.66549316294252,2
25,11.4255602809316,12
26,6.70854017242138,31
27,16.5382555630002,3
28,13.1552492378572,7
29,5.51350467372506,5
30,10.307661585523,5
31,12.4232253819239,44
32,6.13345316640869,13
33,2.56268412409403,55
34,8.08139441706452,30
35,6.91185118160956,7
36,4.36764877990722,23
37,17.1134794135312,3
38,4.51852664992441,1
39,4.1695579806186,11
40,6.04484966888379,210
41,7.43535534870105,62
43,12.2185169214891,33
99,10.8934974922361,2
