"FAFZone","AlbanyCounty","AlleganyCounty","BronxCounty","BroomeCounty","CattaraugusCounty","CayugaCounty","ChautauquaCounty","ChemungCounty","ChenangoCounty","ClintonCounty","ColumbiaCounty","CortlandCounty","DelawareCounty","DutchessCounty","ErieCounty","EssexCounty","FranklinCounty","FultonCounty","GeneseeCounty","GreeneCounty","HamiltonCounty","HerkimerCounty","JeffersonCounty","KingsCounty","LewisCounty","LivingstonCounty","MadisonCounty","MonroeCounty","MontgomeryCounty","NassauCounty","NewYorkCounty","NiagaraCounty","OneidaCounty","OnondagaCounty","OntarioCounty","OrangeCounty","OrleansCounty","OswegoCounty","OtsegoCounty","PutnamCounty","QueensCounty","RensselaerCounty","RichmondCounty","RocklandCounty","StLawrenceCounty","SaratogaCounty","SchenectadyCounty","SchoharieCounty","SchuylerCounty","SenecaCounty","SteubenCounty","SuffolkCounty","SullivanCounty","TiogaCounty","TompkinsCounty","UlsterCounty","WarrenCounty","WashingtonCounty","WayneCounty","WestchesterCounty","WyomingCounty","YatesCounty"
"172",1016.34444444444,771.522222222222,957.844444444444,911.277777777778,730.744444444444,866.044444444444,693.766666666667,851.377777777778,944.677777777778,1109.64444444444,1049.04444444444,906.677777777778,975.5,1004.67777777778,733.777777777778,1062.83333333333,1055.07777777778,991.977777777778,772.644444444445,1036.73333333333,997.144444444444,950.822222222222,948,951.588888888889,964.655555555556,792.844444444444,911.522222222222,804.477777777778,977.344444444444,972.911111111111,948.894444444444,758.222222222222,921.744444444445,880.977777777778,823.877777777778,964.744444444445,787.777777777778,889.522222222222,978.077777777778,1009.44444444444,957.222222222222,1033.28888888889,944.711111111111,965.622222222222,1005.84444444444,1012.24444444444,1002.37777777778,1000.07777777778,853.744444444444,849.777777777778,817.144444444445,1000.54444444444,956.111111111111,893.622222222222,881.644444444445,990.122222222222,1046.74444444444,1055.47777777778,851.822222222222,976.244444444445,769.233333333333,838.977777777778
"179",972.555,727.72375,927.191875,867.4925,686.961875,822.25625,649.981875,807.583125,900.90125,1065.865625,1008.509375,862.89625,931.70625,969.025,689.9925,1019.045,1011.29125,948.1925,728.865,992.276875,953.365,907.0325,904.20625,922.88,920.871875,749.074375,867.72375,760.6925,933.574375,943.5675,918.641875,714.4325,877.95625,837.19875,780.09875,929.090625,743.9925,845.7325,934.29125,973.78,928.504375,989.50875,916.2925,933.50125,962.045,968.45625,958.59875,956.281875,809.961875,805.99625,773.365,971.21875,920.43625,849.82125,837.855,954.45,1002.960625,1011.6925,808.02125,944.143125,725.44375,795.1925
"181",794.44,549.6,778.14,689.38,508.84,644.14,471.88,629.46,722.8,887.74,835.14,684.79,753.6,804.88,511.88,840.94,833.18,770.08,550.74,808.79,775.24,728.94,726.1,781.39,742.74,570.94,689.6,582.58,755.44,801.7,774.29,536.32,699.84,659.08,602,764.94,565.88,667.62,756.18,809.64,788.52,811.4,776.24,780.9,783.94,790.34,780.5,778.16,631.84,627.88,595.24,829.34,756.3,671.72,659.74,790.32,824.84,833.58,629.9,791.54,547.34,617.08
"182",787.372222222222,542.533333333333,729.555555555556,682.3,501.783333333333,637.083333333333,464.8,622.4,715.7,880.688888888889,820.083333333333,677.705555555556,746.511111111111,775.7,504.8,833.855555555555,826.1,763,543.688888888889,807.755555555556,768.188888888889,721.85,719.011111111111,723.275,735.688888888889,563.888888888889,682.533333333333,575.5,748.388888888889,744.577777777778,720.605555555556,529.244444444444,692.777777777778,652,594.905555555556,735.783333333333,558.8,660.544444444444,749.1,780.472222222222,728.894444444445,804.316666666667,716.377777777778,737.288888888889,776.855555555555,783.277777777778,773.405555555556,771.1,624.783333333333,620.805555555556,588.188888888889,772.252777777778,727.111111111111,664.622222222222,652.666666666667,761.122222222222,817.783333333333,826.5,622.822222222222,747.95,540.255555555556,610
"183",686.0625,441.225,660.6125,581.025,400.4875,535.775,363.5,521.1,614.425,779.3875,726.425,576.425,645.225,687.35,403.525,732.5375,724.825,661.725,442.3875,708.825,666.8875,620.5375,617.725,663.825,634.3875,462.5875,581.225,474.2,647.0875,684.15,656.7625,427.9375,591.475,550.725,493.625,647.4,457.525,559.2375,647.825,692.1,670.95,703.025,658.75,663.35,675.5375,681.975,672.125,669.8,523.475,519.525,486.8875,711.8125,638.75,563.325,551.3625,672.75,716.475,725.225,521.525,674.0125,438.9625,508.7
"189",805.404098360656,560.573770491804,755.987704918032,700.346721311475,519.817213114755,655.100819672132,482.836885245901,640.438524590164,733.753278688524,898.714754098361,841.351639344263,695.754918032786,764.565573770491,798.136885245902,522.846721311475,851.889344262295,844.145081967214,781.046721311475,561.715573770492,827.877049180328,786.214754098361,739.882786885245,737.065573770491,753.027868852459,753.727049180327,581.928688524591,700.573770491804,593.546721311475,766.428688524591,774.072131147541,749.120491803278,547.281147540984,710.802459016393,670.054918032786,612.953278688525,758.203278688525,576.846721311475,678.581147540983,767.145081967214,802.892622950819,759.077049180328,822.363934426229,746.654918032787,762.180327868852,794.889344262295,801.302459016393,791.453278688525,789.136885245902,642.813114754098,638.854918032786,606.214754098361,801.715573770491,749.554098360655,682.677049180327,670.705737704918,783.566393442622,835.813114754098,844.546721311475,640.873770491803,772.81475409836,558.297540983606,628.046721311475
"190",1168.08131313132,923.25303030303,1151.80454545454,1063.01565656566,882.491414141414,1017.78333333334,845.509595959596,1003.11161616162,1096.42828282828,1261.39141414141,1208.79040404041,1058.42727272727,1127.24444444444,1178.52727272727,885.514646464646,1214.57323232324,1206.81767676768,1143.71666666666,924.392424242424,1182.66666666667,1148.89242424243,1102.56212121213,1099.74343434343,1155.02373737374,1116.4005050505,944.598484848485,1063.25404040405,956.215656565656,1129.0994949495,1175.34292929292,1147.94191919192,909.962121212121,1073.48030303031,1032.7303030303,975.630303030303,1138.59040404041,939.515656565657,1041.26515151516,1129.81767676768,1183.28333333334,1162.15404040405,1185.04494949494,1149.94595959596,1154.55303030304,1157.57323232324,1163.98030303031,1154.13181818182,1151.80757575758,1005.49141414141,1001.52676767677,968.892424242424,1202.99242424242,1129.94545454545,1045.35404040405,1033.38333333334,1163.95404040404,1198.49242424242,1207.21666666666,1003.55505050506,1165.18939393939,920.975252525252,990.715656565656
"201",1307.06666666667,1062.22222222222,1248.58888888889,1201.98888888889,1021.47777777778,1156.77777777778,984.488888888889,1142.08888888889,1235.41111111111,1400.37777777778,1339.77777777778,1197.40555555556,1266.21111111111,1295.41111111111,1024.48888888889,1353.55555555556,1345.8,1282.7,1063.37777777778,1327.45555555556,1287.87777777778,1241.53333333333,1238.71111111111,1242.29444444444,1255.37777777778,1083.58888888889,1202.22222222222,1095.2,1268.08888888889,1263.61111111111,1239.62777777778,1048.94444444444,1212.46666666667,1171.71111111111,1114.6,1255.47777777778,1078.48888888889,1180.23333333333,1268.8,1300.16666666667,1247.92222222222,1324.01111111111,1235.41111111111,1256.32222222222,1296.55555555556,1302.96666666667,1293.1,1290.78888888889,1144.47777777778,1140.5,1107.87777777778,1291.27777777778,1246.81111111111,1184.32222222222,1172.36666666667,1280.82222222222,1337.47777777778,1346.2,1142.51111111111,1266.97777777778,1059.95555555556,1129.7
"202",1473.65,1228.81666666667,1415.2,1368.61666666667,1188.06666666667,1323.36666666667,1151.11666666667,1308.7,1402.01666666667,1566.96666666667,1506.36666666667,1364.01666666667,1432.81666666667,1462.01666666667,1191.11666666667,1520.15,1512.41666666667,1449.31666666667,1229.96666666667,1494.05,1454.46666666667,1408.11666666667,1405.31666666667,1408.88333333333,1421.96666666667,1250.2,1368.81666666667,1261.81666666667,1434.7,1430.21666666667,1406.21666666667,1215.53333333333,1379.05,1338.31666666667,1281.21666666667,1422.06666666667,1245.11666666667,1346.83333333333,1435.41666666667,1466.76666666667,1414.51666666667,1490.61666666667,1402.01666666667,1422.91666666667,1463.15,1469.55,1459.71666666667,1457.41666666667,1311.06666666667,1307.11666666667,1274.46666666667,1457.86666666667,1413.41666666667,1350.91666666667,1338.96666666667,1447.41666666667,1504.06666666667,1512.81666666667,1309.11666666667,1433.56666666667,1226.55,1296.31666666667
"209",1510.87388888889,1266.04055555555,1456.42388888888,1405.81722222223,1225.28277777777,1360.57388888888,1188.30944444445,1345.90611111112,1439.22833333333,1604.18166666667,1544.17388888888,1401.22555555556,1470.03166666666,1501.07277777778,1228.31722222223,1557.365,1549.61388888888,1486.51444444444,1267.18166666667,1530.60666666667,1491.68166666667,1445.35611111111,1442.53166666666,1448.83166666667,1459.19722222222,1287.39277777777,1406.04055555555,1299.01444444444,1471.89277777777,1470.77166666667,1447.21,1252.755,1416.27277777777,1375.52388888888,1318.42388888888,1461.12722222223,1282.31722222223,1384.055,1472.61388888888,1505.81833333333,1454.84722222222,1527.83611111111,1442.01166666666,1463.63388888888,1500.365,1506.77277777777,1496.92388888888,1494.60388888889,1348.28277777777,1344.32611111112,1311.68166666667,1498.41777777778,1452.47944444445,1388.145,1376.17166666666,1486.49055555556,1541.28277777777,1550.01444444444,1346.34611111112,1474.27055555555,1263.765,1333.51444444444
"211",739.2875,494.4875,676.0375,634.25,453.6875,588.9875,416.725,574.325,667.6625,832.6,770.275,629.6625,698.475,725.9375,456.75,785.7875,778.0375,714.95,495.6,757.9625,720.1,673.7875,670.975,669.7625,687.6125,515.8125,634.4875,527.45,700.3125,691.1125,667.08125,481.1875,644.6875,603.9625,546.875,685.975,510.75,612.4875,701.0375,730.0875,675.4125,756.275,662.9125,683.8125,728.7875,735.1875,725.375,723.025,576.7,572.7625,540.1,718.73125,677.1125,616.5875,604.5875,711.3625,769.7,778.45,574.7875,694.425,492.1875,561.95
"212",823.536363636364,578.718181818182,762.1,718.463636363636,537.936363636364,673.236363636364,500.954545454545,658.563636363636,751.9,916.845454545454,854.727272727273,713.9,783.709090909091,810.372727272727,540.963636363636,870.036363636364,862.272727272727,799.163636363636,579.845454545455,842.418181818182,804.345454545454,758.036363636364,755.218181818182,755.840909090909,771.845454545454,600.054545454546,718.718181818182,611.663636363636,784.554545454546,777.168181818182,753.145454545455,565.418181818182,728.936363636364,688.181818181818,631.118181818182,770.418181818182,594.963636363636,696.727272727273,785.272727272727,814.345454545454,761.472727272727,840.518181818182,748.963636363636,769.872727272727,813.036363636364,819.436363636364,809.618181818182,807.263636363636,660.936363636364,656.990909090909,624.345454545455,804.795454545455,764.554545454546,700.818181818182,688.836363636364,795.8,853.936363636364,862.663636363636,659.018181818182,780.490909090909,576.436363636364,646.163636363636
"219",865.641584158416,629.553465346535,784.091584158416,763.417326732673,588.8,724.308910891089,551.813861386139,702.587128712871,796.829207920792,968.878217821782,874.537128712871,768.093564356436,812.244059405941,830.178712871287,591.824752475248,922.058415841584,913.227722772277,849.526732673267,630.69702970297,862.219801980198,855.056435643564,808.267326732673,806.151485148515,777.810891089109,822.959405940594,650.905940594059,769.325742574257,662.523762376238,835.079207920792,799.126237623762,775.129702970297,616.268316831683,780.082178217822,739.281188118812,681.934653465347,790.240099009901,645.824752475248,747.89900990099,830.217326732673,832.033168316832,783.437128712871,880.24801980198,770.927227722772,791.837128712871,863.983168316832,870.451485148515,860.773267326733,856.179702970297,705.180693069307,707.834653465347,674.570297029703,826.780198019802,790.896534653465,732.121287128713,732.717821782178,815.596534653465,904.30495049505,910.519801980198,709.852475247525,802.479702970297,627.279207920792,696.396534653465
"221",1466.43333333333,1315.98888888889,1364.22222222222,1365.52222222222,1275.24444444444,1410.54444444444,1238.25555555556,1350.44444444444,1398.93333333333,1628.61111111111,1451.81111111111,1401.53333333333,1396.71111111111,1407.43333333333,1278.25555555556,1581.77777777778,1609.23333333333,1496.83333333333,1317.14444444444,1439.48888888889,1537.41111111111,1475.51111111111,1502.13333333333,1357.93888888889,1519.73333333333,1337.35555555556,1448.85555555556,1348.96666666667,1483.63333333333,1379.23333333333,1355.26111111111,1302.7,1479,1435.83333333333,1368.36666666667,1367.51111111111,1332.25555555556,1433.98888888889,1432.33333333333,1407.53333333333,1363.55555555556,1476.13333333333,1351.03333333333,1371.94444444444,1559.98888888889,1495.53333333333,1486.33333333333,1463.03333333333,1363.46111111111,1394.26666666667,1361.64444444444,1406.91111111111,1374.03333333333,1353.75555555556,1373.6,1392.85555555556,1527.71111111111,1527.02222222222,1396.26666666667,1382.61111111111,1313.72222222222,1383.46666666667
"222",1621.9,1472.3,1519.6,1520.95,1431.5,1566.8,1394.5,1505.9,1554.35,1784,1607.2,1556.95,1552.1,1562.85,1434.55,1737.2,1770.35,1652.2,1473.4,1594.9,1692.8,1630.9,1663.3,1513.35,1675.1,1493.6,1604.3,1505.2,1639.05,1534.7,1510.65,1459,1634.4,1591.25,1524.65,1522.9,1488.55,1590.3,1587.7,1563,1519,1631.55,1506.5,1527.4,1721.1,1651,1641.75,1618.45,1518.85,1550.55,1517.9,1562.3,1529.5,1509.2,1529,1548.3,1683.1,1682.45,1552.6,1538,1470,1539.7
"223",1429.31,1279.45,1327.07,1328.39,1238.69,1373.98,1201.72,1313.31,1361.81,1591.45,1414.67,1364.41,1359.53,1370.31,1241.74,1544.63,1576.08,1459.7,1280.59,1402.32,1500.26,1438.38,1469,1320.775,1482.6,1300.81,1411.71,1312.44,1446.5,1342.11,1318.115,1266.16,1441.84,1398.71,1331.84,1330.35,1295.74,1397.46,1395.2,1370.41,1326.41,1439.01,1313.91,1334.81,1526.82,1458.41,1449.21,1425.91,1326.305,1357.74,1325.09,1369.755,1336.91,1316.61,1336.43,1355.71,1490.56,1489.89,1359.75,1345.45,1277.16,1346.94
"229",1495.67790697674,1290.32093023256,1393.44186046512,1394.75813953488,1249.56046511627,1384.85581395348,1212.58604651162,1364.73255813953,1428.17093023256,1641.8976744186,1481.03488372093,1427.13139534884,1425.92441860465,1436.67093023256,1252.58837209303,1595.07209302326,1577.59534883721,1512.74418604651,1291.46046511627,1468.71162790698,1517.65465116279,1470.22558139534,1470.51860465116,1387.16162790698,1488.24186046511,1311.67441860465,1451.57209302326,1323.28837209302,1499.28255813954,1408.47558139535,1384.48604651163,1277.02906976744,1445.98604651163,1405.83604651162,1342.6976744186,1396.73255813954,1306.58837209303,1408.33023255813,1461.55813953488,1436.77441860465,1392.79069767441,1505.37790697675,1380.27441860465,1401.18837209302,1528.34883720931,1520.55348837209,1512.43953488372,1492.26976744186,1364.80697674418,1368.59767441861,1335.96046511627,1436.13604651162,1403.27441860465,1378.81511627907,1389.7023255814,1422.09069767441,1553.95,1555.04069767442,1370.62325581395,1411.83488372093,1288.03837209302,1357.78837209302
"230",368.24375,640.48125,402.03125,493.453125,687.028125,528.290625,700.653125,553.878125,478.803125,328.74375,357.821875,514.165625,465.565625,378.70625,642.196875,350.65,366.225,406.096875,607.015625,385.66875,387.109375,442.028125,508.0875,423.74375,495.228125,609.328125,469.065625,582.234375,401.546875,422.6125,412.13125,652.871875,459.896875,501.446875,564.340625,416.49375,619.746875,510.303125,454.259375,374.95,410.53125,357.521875,432.91875,407.825,395.675,378.190625,375.640625,407.790625,550.528125,549.640625,596.334375,450.275,438.70625,523.475,527.790625,409.146875,328.659375,340.121875,554.046875,395.06875,624.478125,567.553125
"241",337.128571428571,297.557142857143,207.014285714286,260.371428571429,322.228571428571,332.771428571429,334.1,262.114285714286,293.771428571429,499.271428571429,322.471428571429,296.371428571429,291.642857142857,279.771428571429,369.778571428571,452.442857142857,506,387.228571428571,345.321428571429,310.142857142857,429.657142857143,370.328571428571,402.685714285714,197.885714285714,414.571428571429,316.478571428571,343.7,348.085714285714,375.985714285714,223.078571428571,198.064285714286,391.521428571429,373.814285714286,330.671428571429,330.471428571429,247.342857142857,364.821428571429,366.814285714286,327.171428571429,269.671428571429,207.385714285714,346.842857142857,183.985714285714,222.428571428571,460.5,366.242857142857,355.042857142857,352.057142857143,276.028571428571,308.285714285714,279.421428571429,250.714285714286,254.714285714286,281.014285714286,304.757142857143,273.514285714286,398.371428571429,397.728571428571,336.128571428571,225.171428571429,339.821428571429,300.514285714286
"242",380.2,325.63,252.32,300.5,336.9,372.9,348.76,292.7,333.9,542.34,365.54,336.5,331.62,322.16,385.44,495.52,543.36,431.78,373.39,353.22,472.34,410.46,442.8,243.77,454.68,344.54,383.8,373.45,418.6,268.18,243.35,409.88,413.94,370.8,359.65,293.74,392.89,406.94,367.28,311.52,252.48,389.9,229.32,265.44,500.62,409.3,396.26,398,305.69,337.87,307.49,295.8,300.3,312.86,335.46,319.1,441.44,440.78,364.65,268.7,367.87,329.35
"249",371.891666666667,342.891666666667,245.441666666667,301.158333333333,356.679166666667,360.475,368.4125,307.441666666667,334.566666666667,534.05,357.241666666667,337.158333333333,332.9,314.091666666667,406.766666666667,487.2125,530.3875,416.191666666667,393.4125,344.9125,455.666666666667,411.133333333333,435.15,237.008333333333,447.033333333333,368.291666666667,376.158333333333,406.045833333333,407.666666666667,261.225,236.483333333333,427.404166666666,406.291666666667,363.15,379.316666666666,282.545833333333,413.154166666666,395.891666666667,367.958333333333,305.341666666667,245.529166666666,381.591666666667,224.85,258.208333333333,492.970833333334,401,386.991666666667,379.208333333333,323.091666666666,355.604166666667,331.258333333333,288.729166666667,292.725,310.258333333333,333.591666666667,311.533333333333,433.133333333333,432.483333333333,387.254166666666,261.95,387.783333333333,350.6125
"251",184.5375,461.95,204.225,314.925,508.475,351.875,524.25,375.35,300.2625,312.1875,170.45,335.625,287.025,186.5,465.775,284.2,341.8,231.325,430.5875,200.8625,278.475,265.6,367.1375,225.925,324.225,432.9,290.525,405.825,225.15,224.8125,214.325,476.45,283.475,325.025,387.9375,224.275,443.35,336.775,275.725,182.725,212.725,179.65,235.1125,210.025,373.625,208.85,198.05,229.2625,371.975,373.2375,417.8,252.4625,246.5,344.95,349.2625,224.35,237.7,205.3,377.625,197.2625,448.075,391.1375
"259",140.833333333333,416.95,184.833333333333,269.933333333333,463.516666666667,306.166666666667,478.533333333333,330.366666666667,255.266666666667,292.083333333333,130.466666666667,290.65,242.033333333333,152.5,420.066666666667,248.05,305.65,185.616666666667,384.883333333333,161.583333333333,232.8,219.9,321.433333333333,206.55,278.516666666667,387.216666666667,245.533333333333,360.116666666667,179.433333333333,205.383333333333,194.858333333334,430.75,237.783333333333,279.316666666667,342.216666666667,199.666666666667,397.633333333333,291.083333333333,230.733333333333,156.75,193.3,133.083333333333,215.683333333333,189.133333333333,328.1,162.483333333333,152.233333333333,184.266666666667,327.016666666667,327.533333333333,372.816666666667,233.083333333333,216.366666666667,299.95,304.266666666667,185.05,192.766666666667,168.466666666667,331.933333333333,176.416666666667,402.366666666667,345.433333333333
"261",658,413.13,641.7,552.9,372.4,507.7,335.4,493,586.31,751.3,698.7,548.31,617.13,668.41,375.4,704.5,696.7,633.6,414.3,672.33,638.8,592.44,589.63,644.935,606.3,434.5,553.13,446.1,619,665.23,637.85,399.85,563.4,522.61,465.51,628.5,429.4,531.15,619.7,673.2,652.03,674.93,639.82,644.43,647.5,653.9,644.02,641.7,495.4,491.4,458.8,692.9,619.82,535.23,523.3,653.83,688.4,697.1,493.43,655.1,410.88,480.6
"262",774.4,529.575,758.1,669.3125,488.8,624.1,451.8,609.4125,702.725,867.7,815.1,664.7375,733.5625,784.8375,491.8125,820.9,813.1125,750.025,530.7,788.74375,755.2,708.8875,706.0625,761.34375,722.7,550.9,669.5625,562.525,735.4,781.6375,754.25,516.2875,679.8,639.0375,581.925,744.9,545.8125,647.5875,736.1125,789.6,768.4875,791.3625,756.2625,760.8875,763.9,770.3,760.425,758.1,611.8,607.8375,575.2,809.3,736.2625,651.6875,639.7,770.2625,804.8,813.525,609.8875,771.5,527.2875,597.025
"269",862.614615384615,617.783846153847,846.342307692307,757.557692307692,577.028461538461,712.313076923077,540.05,697.653076923077,790.962307692307,955.923846153846,903.33,752.965384615384,821.777692307692,873.065384615385,580.056153846154,909.105384615385,901.354615384615,838.25923076923,618.925384615384,876.994615384615,843.423846153846,797.096153846154,794.277692307692,849.553846153846,810.943076923076,639.143846153846,757.783846153847,650.75923076923,823.642307692307,869.876153846154,842.476923076923,604.491538461539,768.013076923077,727.263846153846,670.162307692307,833.133076923077,634.056153846154,735.794615384616,824.354615384615,877.813076923077,856.683846153846,879.57923076923,844.468461538461,849.080769230769,852.105384615385,858.513076923077,848.662307692307,846.351538461538,700.028461538461,696.065384615385,663.423846153846,897.53,824.468461538461,739.882307692307,727.913076923077,858.483846153847,893.03,901.75923076923,698.082307692307,859.725384615384,615.503846153846,685.25923076923
"271",1259.37894736842,1014.53684210526,1243.11578947368,1154.33157894737,973.8,1109.07894736842,936.821052631579,1094.42105263158,1187.73684210526,1352.71052631579,1300.10526315789,1149.73421052632,1218.53684210526,1269.83157894737,976.826315789474,1305.85789473684,1298.12631578947,1235.03157894737,1015.71052631579,1274.03947368421,1240.21052631579,1193.84736842105,1191.03684210526,1246.31052631579,1207.71578947368,1035.91578947368,1154.53684210526,1047.53157894737,1220.41578947368,1266.63684210526,1239.25789473684,1001.25263157895,1164.77894736842,1124.03684210526,1066.93157894737,1229.9,1030.83157894737,1132.54210526316,1221.12631578947,1274.57894736842,1253.43684210526,1276.33684210526,1241.23684210526,1245.83684210526,1248.85789473684,1255.27894736842,1245.43157894737,1243.12105263158,1096.80526315789,1092.83157894737,1060.20526315789,1294.30526315789,1221.23684210526,1136.63684210526,1124.68421052632,1255.23684210526,1289.80526315789,1298.53157894737,1094.83684210526,1256.50526315789,1012.26315789474,1082.03157894737
"279",1358.46911764706,1113.63235294118,1342.18529411765,1253.4,1072.87352941176,1208.16470588235,1035.89264705882,1193.49264705882,1286.80882352941,1451.77794117647,1399.17794117647,1248.81176470589,1317.625,1368.91323529412,1075.9,1404.95882352941,1397.2,1334.10294117647,1114.77941176471,1373.05661764706,1339.27794117647,1292.94411764706,1290.125,1345.40735294117,1306.78529411765,1134.98235294118,1253.63382352941,1146.60294117647,1319.48088235294,1365.725,1338.32573529412,1100.34705882353,1263.86764705882,1223.11764705882,1166.01617647059,1328.975,1129.9,1231.64852941176,1320.2,1373.66470588235,1352.53382352941,1375.425,1340.32352941176,1344.93676470588,1347.95882352941,1354.36764705882,1344.51617647059,1342.18970588235,1195.87205882353,1191.91323529412,1159.27941176471,1393.37352941176,1320.32352941176,1235.73676470588,1223.76470588235,1354.33823529412,1388.87352941176,1397.60294117647,1193.93676470588,1355.57941176471,1111.35882352941,1181.10294117647
"280",1286.78780487804,1092.72560975609,1188.1506097561,1189.4762195122,1051.96768292683,1187.40609756098,1014.99390243903,1153.78780487805,1222.88414634146,1424.09573170731,1275.73597560976,1208.61768292683,1220.6256097561,1231.38414634146,1055.00304878049,1377.27073170732,1380.67073170732,1298.18048780488,1093.86768292683,1263.41646341464,1318.18719512195,1266.03536585366,1273.58170731707,1181.86585365853,1290.81463414634,1114.08170731707,1233.05365853658,1125.70914634146,1284.39451219512,1203.18780487804,1179.18658536585,1079.43475609756,1249.31951219512,1207.58719512195,1145.11280487805,1191.43597560975,1109.00426829268,1211.01524390244,1256.27012195122,1231.48841463415,1187.49573170732,1300.08841463415,1174.98841463415,1195.89451219512,1331.40609756098,1306.3512195122,1297.50304878049,1286.98353658537,1160.8237804878,1171.01585365854,1138.22804878049,1230.83902439024,1197.98841463415,1173.20182926829,1180.38841463415,1216.79573170732,1339.91219512195,1342.21280487805,1173.02743902439,1206.54085365854,1090.44268292683,1160.06951219512
"291",1269.7,1024.88461538462,1210.67692307692,1164.64615384615,984.107692307692,1119.4,947.138461538461,1104.73846153846,1198.06153846154,1363.01538461538,1303.02307692308,1160.05384615384,1228.86153846154,1257.5,987.146153846154,1316.2,1308.44615384615,1245.34615384615,1026.02307692308,1289.53846153846,1250.51538461538,1204.2,1201.36153846154,1204.38846153846,1218.03846153846,1046.23076923077,1164.88461538462,1057.84615384615,1230.73076923077,1225.71153846153,1201.70384615385,1011.6,1175.1,1134.34615384615,1077.26153846154,1217.55384615385,1041.14615384615,1142.89230769231,1231.44615384615,1262.23846153846,1210.02692307692,1286.67692307692,1197.51538461538,1218.41538461538,1259.2,1265.6,1255.76153846154,1253.44615384615,1107.11538461538,1103.16153846154,1070.51538461538,1253.35384615385,1208.90769230769,1146.97692307692,1135,1242.91538461538,1300.11538461538,1308.84615384615,1105.19230769231,1229.05384615385,1022.6,1092.34615384615
"292",1064.525,819.725,1006.05,959.4625,778.9375,914.225,741.95,899.55,992.8625,1157.8375,1097.225,954.875,1023.6875,1052.8625,781.9625,1111.025,1103.2625,1040.1625,820.825,1084.925,1045.3375,999.025,996.1875,999.775,1012.8375,841.05,959.725,852.6625,1025.55,1021.0875,997.08125,806.425,969.925,929.175,872.0625,1012.9375,835.9625,937.725,1026.2625,1057.625,1005.41875,1081.5,992.8875,1013.8125,1054.025,1060.425,1050.5625,1048.25,901.9375,897.975,865.325,1048.7375,1004.2875,941.8125,929.825,1038.3125,1094.9375,1103.6625,900.0125,1024.4375,817.425,887.1625
"299",1193.89787234043,949.072340425532,1137.33085106383,1088.83936170213,908.310638297872,1043.59893617021,871.331914893617,1028.93191489362,1122.25106382979,1287.2085106383,1227.54787234043,1084.25,1153.06276595745,1184.83617021277,911.33829787234,1240.38829787234,1232.6414893617,1169.54042553191,950.210638297872,1213.61861702127,1174.7085106383,1128.37765957447,1125.56276595745,1131.27819148936,1142.22234042553,970.422340425532,1089.07234042553,982.042553191489,1154.92234042553,1152.39521276595,1128.1079787234,935.774468085106,1099.29787234043,1058.55106382979,1001.45106382979,1144.89787234043,965.33829787234,1067.07765957447,1155.6414893617,1189.58723404255,1136.91968085107,1210.86382978723,1124.09042553191,1144.54361702128,1183.38829787234,1189.79893617021,1179.95212765957,1177.62978723404,1031.31063829787,1027.35106382979,994.709574468085,1180.04680851063,1136.24574468085,1071.1670212766,1059.20319148936,1170.25319148936,1224.31170212766,1233.04042553191,1029.37021276596,1155.18723404255,946.788297872341,1016.54255319149
"300",2161.275,1916.44642857143,2144.98928571429,2056.20178571429,1875.68214285714,2010.96964285714,1838.69285714286,1996.29464285714,2089.61428571429,2254.58392857143,2201.98214285714,2051.61964285714,2120.42857142857,2171.71785714286,1878.70357142857,2207.7625,2200.00178571429,2136.90714285714,1917.58571428571,2175.80982142857,2142.08392857143,2095.75178571429,2092.92857142857,2148.2125,2109.59107142857,1937.79107142857,2056.44642857143,1949.40714285714,2122.29107142857,2168.53214285714,2141.13392857143,1903.15,2066.67678571429,2025.9125,1968.81785714286,2131.78214285714,1932.70357142857,2034.45178571429,2123.00178571429,2176.46964285714,2155.34642857143,2178.23214285714,2143.13392857143,2147.74107142857,2150.7625,2157.17678571429,2147.31964285714,2144.99464285714,1998.68214285714,1994.71785714286,1962.08571428571,2196.18392857143,2123.13392857143,2038.54642857143,2026.575,2157.14464285714,2191.68392857143,2200.40714285714,1996.74107142857,2158.38035714286,1914.1625,1983.90714285714
"311",1289.31666666667,1044.51666666667,1273.03333333333,1184.28333333333,1003.73333333333,1139.01666666667,966.766666666667,1124.36666666667,1217.68333333333,1382.63333333333,1330.01666666667,1179.7,1248.51666666667,1299.78333333333,1006.78333333333,1335.81666666667,1328.08333333333,1264.98333333333,1045.63333333333,1304.11666666667,1270.13333333333,1223.81666666667,1221.01666666667,1276.26666666667,1237.65,1065.86666666667,1184.51666666667,1077.48333333333,1250.36666666667,1296.61666666667,1269.18333333333,1031.21666666667,1194.71666666667,1154.01666666667,1096.91666666667,1259.83333333333,1060.78333333333,1162.51666666667,1251.08333333333,1304.51666666667,1283.41666666667,1306.31666666667,1271.21666666667,1275.81666666667,1278.81666666667,1285.21666666667,1275.41666666667,1273.08333333333,1126.73333333333,1122.78333333333,1090.13333333333,1324.23333333333,1251.21666666667,1166.61666666667,1154.61666666667,1285.21666666667,1319.73333333333,1328.48333333333,1124.81666666667,1286.41666666667,1042.21666666667,1111.98333333333
