"County","Metropolitan","Town","Rural"
"AlbanyCounty",0.8864,0.0167,0.097
"AlleganyCounty",0,0.2126,0.7874
"BronxCounty",1,0,0
"BroomeCounty",0.7394,0,0.2606
"CattaraugusCounty",0,0.3825,0.6175
"CayugaCounty",0,0.4422,0.5578
"ChautauquaCounty",0,0.5614,0.4386
"ChemungCounty",0.7582,0,0.2418
"ChenangoCounty",0,0.1659,0.8341
"ClintonCounty",0,0.3584,0.6416
"ColumbiaCounty",0,0.267,0.733
"CortlandCounty",0,0.5573,0.4427
"DelawareCounty",0,0.2164,0.7836
"DutchessCounty",0.7134,0.0326,0.254
"ErieCounty",0.883,0.0229,0.094
"EssexCounty",0,0.2514,0.7486
"FranklinCounty",0,0.3732,0.6268
"FultonCounty",0,0.4963,0.5037
"GeneseeCounty",0,0.4011,0.5989
"GreeneCounty",0.0028,0.2657,0.7314
"HamiltonCounty",0,0,1
"HerkimerCounty",0.0208,0.4611,0.5181
"JeffersonCounty",0.4976,0.0219,0.4805
"KingsCounty",1,0,0
"LewisCounty",0,0.1315,0.8685
"LivingstonCounty",0,0.4535,0.5465
"MadisonCounty",0.0039,0.4066,0.5895
"MonroeCounty",0.9048,0.0307,0.0645
"MontgomeryCounty",0,0.5906,0.4094
"NassauCounty",0.9981,0,0.0019
"NewYorkCounty",1,0,0
"NiagaraCounty",0.5745,0.2011,0.2244
"OneidaCounty",0.4938,0.1764,0.3298
"OnondagaCounty",0.8666,0.0075,0.1259
"OntarioCounty",0.3238,0.2015,0.4747
"OrangeCounty",0.6139,0.1627,0.2234
"OrleansCounty",0,0.3912,0.6088
"OswegoCounty",0.0599,0.3225,0.6175
"OtsegoCounty",0,0.2943,0.7057
"PutnamCounty",0.7616,0.0329,0.2055
"QueensCounty",1,0,0
"RensselaerCounty",0.6723,0.0225,0.3051
"RichmondCounty",1,0,0
"RocklandCounty",0.9928,0,0.0072
"StLawrenceCounty",0,0.3801,0.6199
"SaratogaCounty",0.6863,0.0141,0.2996
"SchenectadyCounty",0.9184,0,0.0816
"SchoharieCounty",0,0.1715,0.8285
"SchuylerCounty",0,0.1885,0.8115
"SenecaCounty",0,0.4134,0.5866
"SteubenCounty",0.0064,0.3899,0.6037
"SuffolkCounty",0.9572,0.0168,0.026
"SullivanCounty",0,0.2583,0.7417
"TiogaCounty",0.1434,0.2,0.6566
"TompkinsCounty",0.5283,0.0382,0.4334
"UlsterCounty",0.4875,0.0521,0.4604
"WarrenCounty",0.6068,0.054,0.3393
"WashingtonCounty",0.2371,0.0839,0.679
"WayneCounty",0.1297,0.2633,0.607
"WestchesterCounty",0.9644,0.0028,0.0327
"WyomingCounty",0,0.3592,0.6408
"YatesCounty",0,0.2878,0.7122
