"County","FIPS","StateFIPS","CountyFIPS"
"AlbanyCounty",36001,36,1
"AlleganyCounty",36003,36,3
"BronxCounty",36005,36,5
"BroomeCounty",36007,36,7
"CattaraugusCounty",36009,36,9
"CayugaCounty",36011,36,11
"ChautauquaCounty",36013,36,13
"ChemungCounty",36015,36,15
"ChenangoCounty",36017,36,17
"ClintonCounty",36019,36,19
"ColumbiaCounty",36021,36,21
"CortlandCounty",36023,36,23
"DelawareCounty",36025,36,25
"DutchessCounty",36027,36,27
"ErieCounty",36029,36,29
"EssexCounty",36031,36,31
"FranklinCounty",36033,36,33
"FultonCounty",36035,36,35
"GeneseeCounty",36037,36,37
"GreeneCounty",36039,36,39
"HamiltonCounty",36041,36,41
"HerkimerCounty",36043,36,43
"JeffersonCounty",36045,36,45
"KingsCounty",36047,36,47
"LewisCounty",36049,36,49
"LivingstonCounty",36051,36,51
"MadisonCounty",36053,36,53
"MonroeCounty",36055,36,55
"MontgomeryCounty",36057,36,57
"NassauCounty",36059,36,59
"NewYorkCounty",36061,36,61
"NiagaraCounty",36063,36,63
"OneidaCounty",36065,36,65
"OnondagaCounty",36067,36,67
"OntarioCounty",36069,36,69
"OrangeCounty",36071,36,71
"OrleansCounty",36073,36,73
"OswegoCounty",36075,36,75
"OtsegoCounty",36077,36,77
"PutnamCounty",36079,36,79
"QueensCounty",36081,36,81
"RensselaerCounty",36083,36,83
"RichmondCounty",36085,36,85
"RocklandCounty",36087,36,87
"StLawrenceCounty",36089,36,89
"SaratogaCounty",36091,36,91
"SchenectadyCounty",36093,36,93
"SchoharieCounty",36095,36,95
"SchuylerCounty",36097,36,97
"SenecaCounty",36099,36,99
"SteubenCounty",36101,36,101
"SuffolkCounty",36103,36,103
"SullivanCounty",36105,36,105
"TiogaCounty",36107,36,107
"TompkinsCounty",36109,36,109
"UlsterCounty",36111,36,111
"WarrenCounty",36113,36,113
"WashingtonCounty",36115,36,115
"WayneCounty",36117,36,117
"WestchesterCounty",36119,36,119
"WyomingCounty",36121,36,121
"YatesCounty",36123,36,123
