,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.207298589250321
0-0-0-0-0-2,0,0,0,0,0,0.311764020053632
0-0-0-0-1-0,0,0,0,0,0.117721748594232,0
0-0-0-0-1-1,0,0,0,0,0.0785416288771993,0.0504838521627609
0-0-0-0-1-2,0,0,0,0,0.00743696716851079,0.0101434067855894
0-0-0-0-2-0,0,0,0,0,0.194268093596953,0
0-0-0-0-2-1,0,0,0,0,0.0155994921095592,0.00489681706890521
0-0-0-0-2-2,0,0,0,0,0.00326500997641937,0.00268159029963857
0-0-0-1-0-0,0,0,0,0.0972096394274325,0,0
0-0-0-1-0-1,0,0,0,0.0184363109258924,0,0.0474524892153434
0-0-0-1-0-2,0,0,0,0.0140423989853234,0,0.0735688469161712
0-0-0-1-1-0,0,0,0,0.0223319441927885,0.0894249954652639,0
0-0-0-1-1-1,0,0,0,0.00480159449175575,0.0192272809722474,0.012358633554856
0-0-0-1-1-2,0,0,0,0.000679470918644682,0.00272084164701614,0.00384749912556838
0-0-0-1-2-0,0,0,0,0.00357854683819533,0.0286595320152367,0
0-0-0-1-2-1,0,0,0,0.000588874796158724,0.00471612552149465,0.00151568147370876
0-0-0-1-2-2,0,0,0,0.000135894183728936,0.00108833665880646,0.000699545295557887
0-0-0-2-0-0,0,0,0,0.1490306214894,0,0
0-0-0-2-0-1,0,0,0,0.0134535241891647,0,0.0160895417978314
0-0-0-2-0-2,0,0,0,0.0102826599021562,0,0.0242509035793401
0-0-0-2-1-0,0,0,0,0.00688530530893278,0.0125158715762743,0
0-0-0-2-1-1,0,0,0,0.00339735459322341,0.00598585162343552,0.00384749912556838
0-0-0-2-1-2,0,0,0,0.000543576734915746,0.000906947215672048,0.00128249970852279
0-0-0-2-2-0,0,0,0,0.00185722051096213,0.00743696716851079,0
0-0-0-2-2-1,0,0,0,0.000226490306214894,0.00108833665880646,0.000233181765185962
0-0-1-0-0-0,0,0,0.133636028960609,0,0,0
0-0-1-0-0-1,0,0,0.00392686219167996,0,0,0.0037309082429754
0-0-1-0-0-2,0,0,0.00380414774818996,0,0,0.0074618164859508
0-0-1-0-1-0,0,0,0.00785372438335992,0,0.0116089243606022,0
0-0-1-0-1-1,0,0,0.00454043440912995,0,0.00671140939597315,0.00431386265594031
0-0-1-0-1-2,0,0,0.000613572217449994,0,0.000906947215672048,0.00116590882592981
0-0-1-0-2-0,0,0,0.0125168732359799,0,0.0370034463994196,0
0-0-1-0-2-1,0,0,0.000736286660939993,0,0.00217667331761291,0.000699545295557887
0-0-1-0-2-2,0,0,0.000245428886979998,0,0.000906947215672048,0.000466363530371925
0-0-1-1-0-0,0,0,0.0465087740827095,0.017167965211089,0,0
0-0-1-1-0-1,0,0,0.00429500552214996,0.00158543214350426,0,0.00408068089075434
0-0-1-1-0-2,0,0,0.00220885998281998,0.000815365102373618,0,0.00454704442112627
0-0-1-1-1-0,0,0,0.0127623021229599,0.0047109983692698,0.0188645020859786,0
0-0-1-1-1-1,0,0,0.00245428886979998,0.000905961224859576,0.00362778886268819,0.00233181765185962
0-0-1-1-1-2,0,0,0.000613572217449994,0.000226490306214894,0.000906947215672048,0.00116590882592981
0-0-1-1-2-0,0,0,0.00319057553073997,0.00117774959231745,0.0094322510429893,0
0-0-1-1-2-1,0,0,0.000245428886979998,9.05961224859576e-05,0.000725557772537638,0.000233181765185962
0-0-1-1-2-2,0,0,0.000122714443489999,4.52980612429788e-05,0.000362778886268819,0.000233181765185962
0-0-1-2-0-0,0,0,0.0233157442630998,0.0184816089871353,0,0
0-0-1-2-0-1,0,0,0.00269971775677997,0.00244609530712086,0,0.00256499941704559
0-0-1-2-0-2,0,0,0.00171800220885998,0.00144953795977532,0,0.00361431736038242
0-0-1-2-1-0,0,0,0.00171800220885998,0.0014948360210183,0.00253945220388173,0
0-0-1-2-1-1,0,0,0.000859001104429991,0.000679470918644682,0.00126972610194087,0.000816136178150869
0-0-1-2-1-2,0,0,0.000245428886979998,0.000317086428700852,0.000362778886268819,0.00093272706074385
0-0-1-2-2-0,0,0,0.00134985887838999,0.000996557347345534,0.00417195719209142,0
0-0-1-2-2-1,0,0,0.000122714443489999,9.05961224859576e-05,0.000362778886268819,0.000116590882592981
0-0-1-2-2-2,0,0,0.000122714443489999,9.05961224859576e-05,0.000362778886268819,0.000233181765185962
0-0-2-0-0-0,0,0,0.127500306786109,0,0,0
0-0-2-0-0-1,0,0,0.00233157442630998,0,0,0.00104931794333683
0-0-2-0-0-2,0,0,0.00147257332187999,0,0,0.00116590882592981
0-0-2-0-1-0,0,0,0.00392686219167996,0,0.00253945220388173,0
0-0-2-0-1-1,0,0,0.00380414774818996,0,0.00272084164701614,0.00174886323889472
0-0-2-0-2-0,0,0,0.0134985887838999,0,0.0174133865409033,0
0-0-2-0-2-1,0,0,0.00110442999140999,0,0.00145111554507528,0.000466363530371925
0-0-2-1-0-0,0,0,0.0208614553932998,0.00303497010327958,0,0
0-0-2-1-0-1,0,0,0.00306786108724997,0.000452980612429788,0,0.00116590882592981
0-0-2-1-0-2,0,0,0.000490857773959995,9.05961224859576e-05,0,0.000466363530371925
0-0-2-1-1-0,0,0,0.0130077310099399,0.00226490306214894,0.00906947215672048,0
0-0-2-1-1-1,0,0,0.00208614553932998,0.00036238448994383,0.00145111554507528,0.00093272706074385
0-0-2-1-1-2,0,0,0.00184071665234998,0.000226490306214894,0.000906947215672048,0.00128249970852279
0-0-2-1-2-0,0,0,0.00196343109583998,0.000317086428700852,0.00253945220388173,0
0-0-2-1-2-1,0,0,0.000245428886979998,4.52980612429788e-05,0.000362778886268819,0.000116590882592981
0-0-2-1-2-2,0,0,0.000613572217449994,9.05961224859576e-05,0.00145111554507528,0.000699545295557887
0-0-2-2-0-0,0,0,0.0279788931157197,0.0100108715346983,0,0
0-0-2-2-0-1,0,0,0.00282243220026997,0.00113245153107447,0,0.00128249970852279
0-0-2-2-0-2,0,0,0.00233157442630998,0.000951259286102555,0,0.00163227235630174
0-0-2-2-1-0,0,0,0.00134985887838999,0.000452980612429788,0.000906947215672048,0
0-0-2-2-1-1,0,0,0.000736286660939993,0.000271788367457873,0.000544168329403229,0.000349772647778944
0-0-2-2-1-2,0,0,0.000245428886979998,9.05961224859576e-05,0.00018138944313441,0.000233181765185962
0-0-2-2-2-1,0,0,0.000368143330469996,0.000181192244971915,0.000362778886268819,0.000116590882592981
0-1-0-0-0-0,0,0.0608860459606728,0,0,0,0
0-1-0-0-0-1,0,0.00213219616204691,0,0,0,0.00104931794333683
0-1-0-0-0-2,0,0.00355366027007818,0,0,0,0.0037309082429754
0-1-0-0-1-0,0,0.0045013030087657,0,0,0.00344639941955378,0
0-1-0-0-1-1,0,0.00236910684671879,0,0,0.0018138944313441,0.00116590882592981
0-1-0-0-2-0,0,0.00307983890073442,0,0,0.00471612552149465,0
0-1-0-0-2-1,0,0.000710732054015636,0,0,0.00108833665880646,0.000349772647778944
0-1-0-1-0-0,0,0.037194977493485,0,0.00711179561514767,0,0
0-1-0-1-0-1,0,0.00307983890073442,0,0.000588874796158724,0,0.00151568147370876
0-1-0-1-0-2,0,0.0033167495854063,0,0.000634172857401703,0,0.00338113559519646
0-1-0-1-1-0,0,0.0120824449182658,0,0.00231020112339192,0.00925086159985489,0
0-1-0-1-1-1,0,0.00189528547737503,0,0.00036238448994383,0.00145111554507528,0.00093272706074385
0-1-0-1-1-2,0,0.000473821369343757,0,9.05961224859576e-05,0.000362778886268819,0.000466363530371925
0-1-0-1-2-0,0,0.00165837479270315,0,0.000317086428700852,0.00253945220388173,0
0-1-0-2-0-0,0,0.0736792229329543,0,0.0286736727668056,0,0
0-1-0-2-0-1,0,0.00615967780146885,0,0.00244609530712086,0,0.00303136294741751
0-1-0-2-0-2,0,0.00189528547737503,0,0.000815365102373618,0,0.0018654541214877
0-1-0-2-1-0,0,0.00118455342335939,0,0.000452980612429788,0.000906947215672048,0
0-1-0-2-1-1,0,0.00189528547737503,0,0.000724768979887661,0.00145111554507528,0.00093272706074385
0-1-0-2-2-0,0,0.000236910684671879,0,9.05961224859576e-05,0.000362778886268819,0
0-1-0-2-2-1,0,0.000236910684671879,0,9.05961224859576e-05,0.000544168329403229,0.000116590882592981
0-1-0-2-2-2,0,0.000236910684671879,0,9.05961224859576e-05,0.000362778886268819,0.000233181765185962
0-1-1-0-0-0,0,0.00995024875621891,0.00515400662657995,0,0,0
0-1-1-0-0-1,0,0.000947642738687515,0.000490857773959995,0,0,0.000466363530371925
0-1-1-0-0-2,0,0.000236910684671879,0.000122714443489999,0,0,0.000233181765185962
0-1-1-0-1-0,0,0.00142146410803127,0.000736286660939993,0,0.00108833665880646,0
0-1-1-0-1-1,0,0.000710732054015636,0.000368143330469996,0,0.000544168329403229,0.000349772647778944
0-1-1-0-1-2,0,0.000236910684671879,0.000122714443489999,0,0.00018138944313441,0.000233181765185962
0-1-1-0-2-0,0,0.00355366027007818,0.00184071665234998,0,0.00544168329403229,0
0-1-1-0-2-1,0,0.000236910684671879,0.000122714443489999,0,0.000362778886268819,0.000116590882592981
0-1-1-0-2-2,0,0.000236910684671879,0.000122714443489999,0,0.000725557772537638,0.000349772647778944
0-1-1-1-0-0,0,0.0104240701255627,0.00539943551355995,0.00199311469469107,0,0
0-1-1-1-0-1,0,0.00260601753139067,0.00134985887838999,0.000498278673672767,0,0.00128249970852279
0-1-1-1-0-2,0,0.00142146410803127,0.000736286660939993,0.000271788367457873,0,0.00139909059111577
0-1-1-1-1-0,0,0.00758114190950012,0.00392686219167996,0.00144953795977532,0.00580446218030111,0
0-1-1-1-1-1,0,0.00165837479270315,0.000859001104429991,0.000317086428700852,0.00126972610194087,0.000816136178150869
0-1-1-1-1-2,0,0.000236910684671879,0.000122714443489999,4.52980612429788e-05,0.00018138944313441,0.000233181765185962
0-1-1-2-0-0,0,0.0267709073679223,0.0138667321143699,0.0103279579633992,0,0
0-1-1-2-0-1,0,0.00236910684671879,0.00122714443489999,0.000951259286102555,0,0.00116590882592981
0-1-1-2-0-2,0,0.00118455342335939,0.000613572217449994,0.000452980612429788,0,0.00163227235630174
