"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,6,3
2,0.473499644401482,0.526500355598518,1,0
3,0.891898968062709,0.108101031937291,48,4
4,0.329426802845101,0.670573197154899,1,2
5,0.0763722238391646,0.923627776160835,8,1
6,0.32668251045002,0.67331748954998,11,2
7,0.527430488236958,0.472569511763042,36,16
8,0.859847192148683,0.140152807851317,11,2
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,1,1
11,0.532061763030145,0.467938236969855,0,0
12,0.383914355110398,0.616085644889602,34,35
13,0.557310915161833,0.442689084838167,6,4
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.266544210497459,0.733455789502541,5,7
18,0.567782261044548,0.432217738955452,8,4
19,0.903250484495675,0.0967495155043252,13,1
20,0.153884141884506,0.846115858115494,5,4
21,0.48565728180227,0.51434271819773,2,0
22,0.634547071721447,0.365452928278553,4,0
23,0.220262195048898,0.779737804951102,3,1
24,0.143309869173441,0.856690130826559,1,1
25,0.172627570488467,0.827372429511533,1,1
26,0.469954030686719,0.530045969313282,10,9
27,0.0664638925860683,0.933536107413932,2,1
28,0.13006920545436,0.86993079454564,1,0
29,0.499509853805331,0.500490146194669,2,3
30,0.122154702334916,0.877845297665084,8,0
31,0.788181539601689,0.211818460398311,52,13
32,0.111509729259209,0.888490270740792,4,1
33,0.824048109059782,0.175951890940218,26,2
34,0.127340887860915,0.872659112139085,6,13
35,0.267488635666556,0.732511364333444,6,0
36,1,0,12,0
37,0.0687078468861626,0.931292153113837,0,4
38,0.301345390186715,0.698654609813286,0,0
39,0.187779510082017,0.812220489917983,3,4
40,0.55564363514492,0.44435636485508,105,35
41,0.941594493706001,0.0584055062939985,27,2
43,0.30939401267538,0.69060598732462,10,20
99,0.956706986076323,0.0432930139236767,21,1
