"SCTG","PctEmpty","N"
1,0.265100239443508,10
2,0.409262159847782,2
3,0.407039004225723,58
4,0.40062253072999,4
5,0.268501219086172,12
6,0.47473868877134,14
7,0.290430410061123,55
8,0.149339073736796,16
9,0.220797674677544,0
10,0.345868222703136,2
11,0.406653723247503,0
12,0.395132245766048,77
13,0.223460214150391,10
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,0
17,0.484296227938475,12
18,0.296181717158379,13
19,0.275874404337343,15
20,0.184204013140675,10
21,0.163003296356002,2
22,0.381398011930285,5
23,0.329297413853261,4
24,0.259173648542417,2
25,0.430737531709114,2
26,0.311072781893814,22
27,0.207833893632727,3
28,0.216947168869503,3
29,0.142965266998763,5
30,0.150707615637309,8
31,0.393491975565591,66
32,0.217604044021483,7
33,0.160240680593639,29
34,0.383370153047739,21
35,0.159588441529491,6
36,0.479670872634619,14
37,0.179037995207116,5
38,0.253528170079209,1
39,0.198651658784435,9
40,0.141126523637104,164
41,0.222988504579359,32
43,0.255098097829738,56
99,0.458669863183566,22
