Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,AlbanySchenectady,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,AlbanySchenectady,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,AlbanySchenectady,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,AlbanySchenectady,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,AlbanySchenectady,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Elmira,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Elmira,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Elmira,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Elmira,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Elmira,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Ithaca,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Ithaca,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Ithaca,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Ithaca,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Ithaca,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,NewYorkNewark,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,NewYorkNewark,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,NewYorkNewark,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,NewYorkNewark,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,NewYorkNewark,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Utica,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Utica,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Utica,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Utica,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Utica,0,0,0,0,0,0,0,0,0,0,0,0,0
