Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,AlbanySchenectady,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,AlbanySchenectady,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,AlbanySchenectady,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,AlbanySchenectady,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Binghamton,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Binghamton,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Buffalo,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Buffalo,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Elmira,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Elmira,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Elmira,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Elmira,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Ithaca,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Ithaca,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Ithaca,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Ithaca,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,NewYorkNewark,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,NewYorkNewark,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,NewYorkNewark,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,NewYorkNewark,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Rochester,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Rochester,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Syracuse,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Syracuse,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Utica,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Utica,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Utica,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Utica,0,0,0,0,0,0,0,0,0,0,0,0,0
