"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"LenaweeCounty",355,0,89,744,5922,673,3495,368,270,935,177,536,43,1129,3851,3150,250,2133,1000,2018
"LivingstonCounty",126,34,59,3124,9145,2152,7524,1263,469,2305,1038,4577,127,3093,1012,5771,908,6586,2366,2320
"LuceCounty",42,4,1,90,20,44,185,21,11,76,24,17,0,29,102,436,15,136,41,364
"MackinacCounty",61,70,9,222,64,104,316,72,27,84,38,44,0,60,200,344,336,614,67,323
"MacombCounty",403,89,298,13211,69796,12292,42638,8229,2747,6660,3817,14025,4805,18264,21666,41110,2345,27531,10408,9164
"ManisteeCounty",52,32,31,235,856,361,841,125,55,126,31,163,6,138,469,1045,22,1259,237,916
"MarquetteCounty",145,1702,275,1197,942,688,3401,569,595,1030,338,954,73,576,2670,5718,226,3094,858,1454
"MasonCounty",179,252,26,498,1923,139,1026,361,171,194,129,211,7,473,901,1220,96,917,405,706
"MecostaCounty",95,37,87,192,1766,134,1809,278,211,227,130,194,10,453,3357,1861,147,981,432,440
"MenomineeCounty",124,6,21,217,1997,274,663,148,48,160,52,100,4,130,658,808,50,1377,333,687
"MidlandCounty",31,6,226,2344,5795,690,3415,281,598,858,322,1131,3285,3338,2788,5959,660,2354,1810,1126
"MissaukeeCounty",503,6,5,137,523,131,309,223,24,119,4,56,90,40,325,458,4,118,108,160
"MonroeCounty",284,5,1397,2358,7642,1729,5796,1917,506,803,238,1908,617,2362,4138,5858,483,3725,1221,1473
"MontcalmCounty",380,15,93,601,2324,428,1869,379,293,403,64,233,15,595,1768,2827,64,1108,389,1145
"MontmorencyCounty",42,49,22,106,578,110,174,14,14,143,11,22,1,22,101,329,55,114,54,162
"MuskegonCounty",434,59,140,2040,12954,1672,8104,934,790,1065,243,1173,125,2782,4161,12107,683,5772,1762,2462
"NewaygoCounty",420,2,82,331,2274,178,1316,187,91,633,54,417,6,308,1476,1476,75,821,457,474
"OaklandCounty",292,138,894,20795,64812,39433,78850,9211,18190,37161,16069,106263,14430,64693,37436,100354,7989,54139,23495,12877
"OceanaCounty",370,24,17,261,1410,399,577,190,13,116,23,82,4,72,524,223,47,480,128,513
"OgemawCounty",145,21,5,201,255,377,988,116,46,127,50,115,2,117,308,1278,18,600,193,1608
"OntonagonCounty",30,0,49,116,15,13,272,20,14,66,8,17,0,24,145,231,1,134,38,114
"OsceolaCounty",95,42,39,766,1378,48,439,104,10,99,13,113,0,50,462,890,1,255,162,298
"OscodaCounty",9,1,0,103,283,19,209,39,3,35,6,30,2,21,133,165,2,163,54,133
"OtsegoCounty",50,228,48,389,844,343,1666,213,21,132,108,202,4,202,490,1530,231,1208,354,395
"OttawaCounty",3750,66,429,4351,37374,4700,8961,2189,931,2442,796,3671,339,9642,12483,9201,771,7993,3579,2525
"PresqueIsleCounty",120,134,76,121,176,34,296,209,44,120,10,33,0,60,191,265,38,358,117,203
"RoscommonCounty",0,35,5,221,516,123,1001,56,48,130,48,70,46,56,600,600,8,939,139,387
"SaginawCounty",221,88,562,2448,11028,2455,10553,1654,1363,2579,747,2826,387,8807,4566,16212,737,7717,2596,1902
"StClairCounty",63,6,912,1742,7798,1401,6005,1183,414,1176,446,1284,25,1333,3952,7383,442,3866,1192,2992
"StJosephCounty",438,1,23,470,9541,527,2271,572,133,345,105,502,17,787,1542,2177,66,950,1210,658
"SanilacCounty",446,72,9,339,2371,658,1662,183,74,403,34,177,6,164,1398,1522,16,648,206,577
"SchoolcraftCounty",90,93,7,134,211,28,370,66,17,144,3,93,0,16,119,506,24,214,90,402
"ShiawasseeCounty",87,17,64,535,2182,512,2175,405,230,420,110,634,27,609,1962,2314,144,1244,535,793
"TuscolaCounty",241,15,24,468,1564,540,1354,270,173,330,52,272,8,371,1277,2057,78,472,346,669
"VanBurenCounty",873,4,788,670,2475,505,1922,328,171,297,111,1649,679,742,2439,2453,128,1846,491,1042
"WashtenawCounty",179,11,587,3572,13494,5176,14999,3713,4685,4239,2300,15388,950,10278,50954,42843,2074,14421,5079,5488
"WayneCounty",331,727,5657,16597,81594,29949,72700,35776,9172,23924,7764,54893,30867,44322,34932,108660,8797,61488,22265,32012
"WexfordCounty",61,37,88,210,3206,205,1464,419,269,241,90,256,21,1258,1141,1379,75,1105,395,756
