"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"BeaverheadCounty",283,62,36,171,46,180,423,13,34,103,92,85,1,44,457,521,32,425,121,204
"BigHornCounty",131,555,67,51,17,34,299,80,26,59,16,81,0,20,768,312,151,202,35,1514
"BlaineCounty",78,12,15,36,26,93,137,9,19,34,5,25,0,22,418,277,6,44,59,129
"BroadwaterCounty",46,46,3,75,328,58,167,37,2,35,2,45,1,16,123,131,29,137,34,70
"CarbonCounty",82,43,29,150,54,68,251,38,33,60,26,108,0,55,346,313,209,422,69,152
"CarterCounty",2,0,9,5,0,5,34,1,2,0,0,5,0,0,11,51,1,23,0,58
"CascadeCounty",134,82,180,2181,1247,1477,5318,930,584,1669,410,1422,177,1687,2626,6476,833,3974,1349,1930
"ChouteauCounty",78,1,14,41,28,73,137,13,9,48,4,19,0,3,144,205,20,101,25,99
"CusterCounty",119,318,26,261,88,284,936,229,88,318,45,119,30,192,553,1028,134,657,174,639
"DanielsCounty",10,24,0,32,9,52,47,6,98,39,0,16,0,0,73,233,0,39,29,52
"DawsonCounty",20,161,67,190,65,246,564,266,108,104,38,96,16,34,357,747,57,447,147,307
"DeerLodgeCounty",1,1,11,127,110,8,267,41,27,66,12,125,1,32,199,1321,267,297,48,316
"FallonCounty",40,407,4,205,12,48,161,140,9,63,8,13,0,25,165,145,8,80,58,123
"FergusCounty",82,10,43,295,325,208,441,43,73,126,45,85,15,63,420,888,42,463,171,440
"FlatheadCounty",261,281,230,2759,2740,1125,5412,823,381,1924,651,1523,183,2013,3039,6130,1303,4962,1406,1394
"GallatinCounty",568,230,113,4141,2612,1599,6784,1299,470,1294,793,3843,208,1615,6878,4890,2081,5836,1900,1651
"GarfieldCounty",17,0,0,7,0,15,29,10,5,24,0,1,0,0,50,3,0,24,2,76
"GlacierCounty",31,184,68,54,23,81,475,68,64,65,71,76,0,16,849,288,249,272,75,1325
"GoldenValleyCounty",8,46,0,3,14,0,2,1,0,3,0,1,0,0,108,7,0,26,0,25
"GraniteCounty",46,8,0,17,54,11,94,26,8,18,1,42,3,19,99,53,2,128,17,123
"HillCounty",38,22,119,297,49,302,1029,171,256,221,85,193,0,93,1127,1187,69,698,305,643
"JeffersonCounty",27,241,7,217,154,31,141,47,11,45,3,53,2,72,348,579,24,218,63,235
"JudithBasinCounty",77,0,3,33,0,27,9,10,1,30,3,9,0,2,77,16,0,27,6,45
"LakeCounty",149,28,166,338,674,135,1075,74,165,233,67,270,20,114,1280,1114,91,800,242,364
"LewisandClarkCounty",212,231,126,2019,800,708,4004,528,594,1846,325,2152,82,1244,3383,5850,620,2999,1891,7122
"LibertyCounty",40,1,2,12,1,39,41,9,4,15,7,8,0,0,74,128,4,24,25,64
"LincolnCounty",97,76,23,328,204,50,620,159,86,104,72,101,0,115,557,903,188,478,187,456
"McConeCounty",5,1,28,21,0,97,60,34,26,22,0,10,0,2,64,55,0,21,20,110
