"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"MadisonCounty",136,122,5,314,99,26,216,47,17,79,28,90,0,37,231,251,23,1353,56,203
"MeagherCounty",102,3,1,15,5,8,67,14,4,19,1,10,0,1,70,84,12,69,9,57
"MineralCounty",21,0,4,48,260,1,226,7,2,23,0,20,0,12,188,142,17,119,5,133
"MissoulaCounty",452,73,173,2672,2061,2075,8098,1847,1212,1992,799,3127,342,4017,6245,10229,1411,6195,2784,2946
"MusselshellCounty",31,417,2,50,23,57,92,8,12,20,6,29,0,10,132,165,0,41,95,144
"ParkCounty",157,7,34,288,372,48,629,52,83,149,75,217,34,64,470,644,123,1101,379,282
"PetroleumCounty",6,6,0,0,0,0,4,9,1,0,0,0,0,0,43,0,0,4,0,4
"PhillipsCounty",23,21,27,39,21,29,165,40,12,48,1,36,1,7,156,171,12,160,51,139
"PonderaCounty",24,32,21,121,31,158,248,26,34,59,14,43,0,37,232,326,32,128,77,98
"PowderRiverCounty",19,26,0,24,5,2,82,5,4,3,1,11,0,0,83,47,13,58,32,58
"PowellCounty",118,1,11,46,257,10,149,23,13,46,7,42,0,27,190,256,47,155,22,953
"PrairieCounty",13,0,5,17,6,5,18,1,4,11,1,16,0,0,40,45,0,16,9,46
"RavalliCounty",170,9,53,630,817,325,1281,260,105,390,148,651,2,686,1279,1755,379,841,472,558
"RichlandCounty",106,1004,96,633,402,328,660,649,43,151,220,199,4,68,407,675,145,473,175,309
"RooseveltCounty",30,60,30,105,57,87,474,154,57,90,64,43,5,61,602,366,47,292,59,1096
"RosebudCounty",68,454,414,370,16,12,327,21,49,55,91,16,3,64,853,260,80,220,68,824
"SandersCounty",81,79,46,120,187,33,278,61,26,59,16,58,0,20,333,481,12,322,96,212
"SheridanCounty",30,92,36,54,5,104,160,36,26,76,0,30,0,4,137,252,20,160,38,168
"SilverBowCounty",48,405,787,613,675,487,2197,393,148,324,161,726,307,381,1422,3830,420,1995,555,890
"StillwaterCounty",48,1138,15,167,304,66,266,11,10,47,21,97,89,53,258,248,45,185,61,114
"SweetGrassCounty",50,393,0,85,60,10,128,14,19,41,10,20,3,12,125,141,20,131,47,17
"TetonCounty",82,0,54,61,22,153,156,43,53,80,8,57,0,5,287,242,30,122,58,129
"TooleCounty",11,157,24,55,19,107,173,155,35,44,24,70,0,147,186,241,22,222,33,277
"TreasureCounty",71,49,9,4,0,14,2,7,3,6,0,6,0,0,27,4,4,9,0,34
"ValleyCounty",56,20,39,132,32,206,302,240,114,108,1,89,3,33,407,722,25,298,75,274
"WheatlandCounty",104,0,13,18,78,3,29,18,7,21,2,6,1,1,84,71,12,34,7,45
"WibauxCounty",10,31,9,1,4,14,13,29,5,15,0,5,0,0,48,41,38,7,0,55
"YellowstoneCounty",299,545,443,4921,3505,6122,11245,3240,1332,3195,1095,5029,606,3434,5633,12833,1848,8441,3459,3935
"WilliamsCounty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
