Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
