"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"BakerCounty",182,11,149,183,517,99,758,101,95,121,28,181,55,127,365,862,78,565,248,420
"BentonCounty",1033,14,76,984,2887,436,2965,451,709,540,376,2178,681,1091,8529,5693,525,3406,1348,1169
"ClackamasCounty",3689,39,460,10389,17269,10664,18710,4578,2117,5138,2142,8651,1807,7303,10478,20021,2103,12111,6199,4603
"ClatsopCounty",471,11,41,753,1844,209,1946,305,163,251,306,278,51,397,1053,2149,371,3578,590,806
"ColumbiaCounty",287,64,164,550,1418,160,1134,420,53,239,130,310,29,358,1141,1116,92,1007,467,489
"CoosCounty",971,30,119,767,1666,322,2528,776,240,436,239,454,167,1579,1525,4480,193,2790,585,1444
"CrookCounty",463,18,15,291,779,714,478,370,72,75,33,119,20,151,428,483,51,555,229,473
"CurryCounty",229,25,71,347,634,54,835,136,89,114,95,129,103,72,334,987,73,873,167,218
"DeschutesCounty",648,45,424,4683,4349,1784,8647,1361,1757,1920,1234,3457,346,4222,4584,10461,2499,8128,2463,2607
"DouglasCounty",1757,142,253,1298,4569,596,3800,1409,282,815,388,815,552,2136,2669,5699,275,3441,1163,2482
"GilliamCounty",46,0,8,64,11,9,60,34,7,17,6,4,12,142,67,90,2,36,20,109
"GrantCounty",164,1,29,94,151,36,208,33,47,41,6,77,0,82,185,356,54,151,75,228
"HarneyCounty",164,0,24,101,6,43,305,26,21,29,16,64,0,43,252,451,17,205,51,412
"HoodRiverCounty",2346,0,94,328,1328,469,1138,199,190,119,66,733,80,226,825,1724,642,1290,377,270
"JacksonCounty",1991,106,338,3651,7404,2428,12521,2962,1487,2249,1094,2305,1319,3644,5353,15082,1650,8651,2696,3588
"JeffersonCounty",483,8,96,99,1068,157,467,60,39,88,54,87,5,100,620,498,64,641,180,1203
"JosephineCounty",406,26,114,877,2552,994,3513,289,272,710,373,632,233,1226,1856,4519,266,2503,1088,807
"KlamathCounty",1059,20,170,827,1931,772,2887,535,220,412,180,547,622,1205,2331,3821,466,1823,745,1126
"LakeCounty",331,24,18,83,140,36,236,66,27,24,17,42,1,81,215,296,5,176,45,372
"LaneCounty",2050,229,705,6137,13502,6137,17733,3431,3550,3747,2423,6045,2431,8479,17395,24147,2613,13744,5257,3827
"LincolnCounty",309,28,149,644,977,149,2395,308,179,226,293,375,16,638,874,1931,877,3903,543,1329
"LinnCounty",2230,22,148,2526,6807,1591,4078,2407,444,872,348,848,249,2115,4368,5250,343,2591,1444,2159
"MalheurCounty",886,106,134,352,849,683,2496,456,214,357,85,212,52,197,1235,2161,52,1119,349,1671
"MarionCounty",8598,265,301,9047,9474,3801,15362,3514,1166,4587,1828,4314,1308,7233,10570,21840,1579,10039,4752,18709
"MorrowCounty",1094,6,208,137,1203,116,194,96,139,55,18,27,28,135,436,254,27,129,58,152
"MultnomahCounty",1419,15,2700,21613,34065,23249,42165,22038,12049,20030,9412,37019,18185,24398,48463,67925,8156,44614,19018,14018
"PolkCounty",1315,7,79,829,2038,341,1407,338,71,222,181,337,318,507,2393,2896,232,2354,635,1074
"ShermanCounty",11,0,3,55,7,87,47,120,7,6,0,0,0,5,64,38,20,120,17,88
"TillamookCounty",773,0,173,402,1271,124,831,257,89,110,121,152,48,316,689,979,124,1274,380,456
"UmatillaCounty",2846,33,223,1145,3178,877,3126,1878,220,472,224,770,116,1128,2211,3887,231,3202,809,2834
"UnionCounty",434,8,37,580,1408,256,1315,240,118,210,87,390,42,204,1171,1579,88,808,348,610
"WallowaCounty",157,0,23,136,134,95,269,73,11,75,61,74,1,17,170,468,26,172,94,232
"WascoCounty",1044,12,188,380,747,172,1311,173,197,170,119,227,70,235,820,1978,96,1089,350,420
"WashingtonCounty",3040,268,847,14286,43031,14310,29989,4712,8141,11662,3394,14607,12150,24506,17676,29232,4067,18917,8408,6216
"WheelerCounty",65,0,0,1,0,15,32,5,3,1,0,8,0,8,69,57,1,12,3,63
"YamhillCounty",2956,67,151,1445,6346,710,3168,673,229,747,244,808,154,853,3761,4390,480,2681,1096,1529
