"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdamsCounty",1566,87,122,1482,6760,543,3298,1589,445,560,162,898,232,441,3678,4425,671,4029,1220,747
"AlleghenyCounty",101,2508,4253,28283,37095,25642,76268,22150,13084,49442,9376,61740,30929,39560,63764,130783,13447,59339,25089,18745
"ArmstrongCounty",107,1146,190,809,2220,564,2396,883,127,465,198,452,62,202,1660,3290,154,1078,754,702
"BeaverCounty",27,269,2078,2852,7671,1501,6983,2529,326,999,471,2383,391,2393,5459,10836,477,4277,2085,1890
"BedfordCounty",132,62,148,1265,2015,483,2189,1790,105,285,23,217,164,523,1271,1945,125,1509,495,318
"BerksCounty",2656,238,1016,7010,32154,8053,19764,5561,1426,4496,1778,7908,5553,10388,15312,28471,1799,11847,5139,4509
"BlairCounty",258,248,333,2400,7800,2541,7978,3336,851,1011,365,2306,959,3136,4038,13431,433,4328,2072,1402
"BradfordCounty",216,1415,128,999,3945,615,2585,1276,256,534,446,626,390,528,1719,5450,115,1386,522,994
"BucksCounty",387,221,805,15534,27058,16237,36772,6848,5069,8402,2687,16538,3885,14969,19839,44129,5801,19920,9789,3266
"ButlerCounty",184,743,368,4359,11811,4952,10860,3201,1239,2127,573,3681,4078,3707,5553,12438,594,6930,3013,1637
"CambriaCounty",92,367,382,1837,3831,1945,6745,2111,772,2269,437,2586,395,2508,5585,13817,371,3962,1995,1998
"CameronCounty",4,15,9,53,936,48,103,23,15,20,3,17,35,4,139,161,12,114,60,110
"CarbonCounty",43,25,82,455,1760,339,1990,638,928,366,86,266,45,217,1798,3682,841,1586,459,635
"CentreCounty",143,263,240,3071,3740,949,6861,1394,1192,1102,1049,3339,876,1764,18851,8097,513,6201,1913,2843
"ChesterCounty",5537,176,530,10303,20920,14023,25628,6808,5825,18467,3892,28762,8424,11829,20032,32198,3625,14747,9777,4359
"ClarionCounty",97,644,133,688,1401,361,1626,350,114,360,65,245,65,267,2015,2810,20,1179,634,497
"ClearfieldCounty",71,587,374,746,2850,870,4484,3202,288,771,246,1031,154,850,2385,6879,114,2107,1443,1559
"ClintonCounty",132,414,83,732,2714,345,1616,502,104,173,155,204,15,493,1254,1427,53,1130,453,460
"ColumbiaCounty",143,39,79,975,4684,426,3347,1118,435,671,188,763,1432,592,2903,3204,253,2492,590,602
"CrawfordCounty",307,339,165,953,7610,591,3011,706,294,560,212,701,126,833,2819,5488,228,2598,1215,1306
"CumberlandCounty",261,109,101,4203,9361,4609,15027,12656,2229,22183,1310,8165,4801,10300,9242,15572,959,9954,5073,4295
"DauphinCounty",543,80,1109,5997,11621,7438,15194,8166,2773,12779,1518,7712,4023,10437,10112,27517,6951,13912,6267,26533
"DelawareCounty",127,110,875,10680,14534,7650,25310,11467,2998,13149,3003,11869,6611,16868,26616,42196,4190,17388,8898,6434
"ElkCounty",41,134,82,424,6706,250,1316,447,121,215,66,411,67,288,786,2055,83,654,401,366
"ErieCounty",356,156,635,3963,21020,3681,14278,2854,1392,5315,959,3612,618,5413,11587,23980,2589,10615,5143,3469
"FayetteCounty",55,974,343,1670,3718,1243,5568,1668,423,522,329,1339,312,1813,3019,7012,576,4148,1173,1615
"ForestCounty",16,111,2,81,189,21,66,75,11,19,6,4,1,11,112,416,0,110,14,400
"FranklinCounty",721,97,188,2026,10081,1570,6343,5632,447,1059,257,1746,445,2814,3837,8584,846,4032,1937,1293
"FultonCounty",74,190,29,307,2136,82,328,123,29,80,18,27,0,42,367,521,7,198,157,136
"GreeneCounty",17,4653,208,1498,374,331,1314,432,79,306,185,589,105,116,1344,1474,29,606,467,1066
"HuntingdonCounty",219,91,128,641,1254,316,1323,310,85,376,44,215,26,212,1563,2149,121,857,438,1662
"IndianaCounty",351,3313,977,1603,2000,1833,4163,926,342,1069,212,1181,968,815,3788,4468,179,2531,1355,1157
"JeffersonCounty",103,856,62,737,3317,321,1545,607,135,255,120,420,80,312,1124,3422,66,950,447,425
"JuniataCounty",129,4,27,429,2342,189,566,295,30,239,25,58,24,127,340,634,39,445,175,112
"LackawannaCounty",91,116,232,3633,9168,4116,12002,4426,1572,5441,558,3958,1362,5449,8118,19668,1026,7900,3227,3158
"LancasterCounty",2434,403,354,15163,38132,13608,29729,9782,3202,6242,1915,9353,4590,10119,15602,37522,3563,18622,7312,3535
"LawrenceCounty",55,131,220,1757,4153,1026,3427,919,413,1166,289,955,471,1824,3087,5770,252,1995,1011,1055
"LebanonCounty",332,20,193,1744,8712,1693,6466,3676,776,863,320,1202,352,2659,4031,8941,397,3255,1448,1735
"LehighCounty",389,223,786,6344,16796,8880,20472,11502,2874,6437,1822,8414,9527,13178,13338,40428,2373,13108,5362,4187
"LuzerneCounty",20,498,1373,4783,15332,6808,17435,11263,2850,5096,901,4419,2297,9140,10312,24844,1462,12220,3734,4780
"LycomingCounty",145,1874,192,2450,8092,2536,6245,1639,470,1427,611,2187,361,2810,4483,8081,241,4244,1978,1863
"McKeanCounty",90,1054,94,639,3559,435,1392,414,125,293,54,269,72,571,1408,2838,57,970,467,829
"MercerCounty",128,268,171,1484,8202,1563,6648,1903,388,1994,390,902,566,2069,3141,9856,453,3968,1345,1643
"MifflinCounty",46,8,68,611,3746,537,2018,705,180,414,54,238,53,381,1237,3076,39,1324,397,372
"MonroeCounty",34,41,76,1626,4362,1104,7998,2205,307,1011,409,1396,175,1951,5876,6335,1258,7597,1773,1206
