Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Logan,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
SaltLakeCityWestValleyCity,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
SaltLakeCityWestValleyCity,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
SaltLakeCityWestValleyCity,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
SaltLakeCityWestValleyCity,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
StGeorge,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
StGeorge,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
StGeorge,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
StGeorge,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
