Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,Logan,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Logan,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Logan,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Logan,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,SaltLakeCityWestValleyCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,SaltLakeCityWestValleyCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,SaltLakeCityWestValleyCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,SaltLakeCityWestValleyCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,StGeorge,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,StGeorge,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,StGeorge,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,StGeorge,0,0,0,0,0,0,0,0,0,0,0,0,0
