Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Salisbury,0,0,0,0,0,0,0,0,0,0,0,0,0
