"SCTG","PctEmpty","N"
1,0.404712182455824,4
2,0.409262159847782,6
3,0.299592383584964,41
4,0.40062253072999,7
5,0.199516035193507,6
6,0.208888514572777,15
7,0.315408434434743,46
8,0.375184989483686,19
9,0.220797674677544,0
10,0.345868222703136,1
11,0.477806534161129,10
12,0.457354932823768,102
13,0.382289317879428,8
14,0.330631811974,2
15,0.394477968299597,0
16,0.411406611770122,1
17,0.430112131928913,10
18,0.285809924831304,43
19,0.307658966212607,5
20,0.319153846071907,2
21,0.163003296356002,2
22,0.381398011930285,1
23,0.329297413853261,3
24,0.259173648542417,3
25,0.430737531709114,5
26,0.400482605456005,35
27,0.207833893632727,2
28,0.216947168869503,3
29,0.142965266998763,2
30,0.150707615637309,4
31,0.422335332211385,60
32,0.390731272134894,19
33,0.1794684733183,63
34,0.276286641971921,42
35,0.159588441529491,4
36,0.324171247825569,34
37,0.179037995207116,5
38,0.253528170079209,1
39,0.317851352719744,22
40,0.190929048560349,242
41,0.305596390837747,85
43,0.125325775373429,20
99,0.377666020609811,8
