"FAFZone","AlamedaCounty","AlpineCounty","AmadorCounty","ButteCounty","CalaverasCounty","ColusaCounty","ContraCostaCounty","DelNorteCounty","ElDoradoCounty","FresnoCounty","GlennCounty","HumboldtCounty","ImperialCounty","InyoCounty","KernCounty","KingsCounty","LakeCounty","LassenCounty","LosAngelesCounty","MaderaCounty","MarinCounty","MariposaCounty","MendocinoCounty","MercedCounty","ModocCounty","MonoCounty","MontereyCounty","NapaCounty","NevadaCounty","OrangeCounty","PlacerCounty","PlumasCounty","RiversideCounty","SacramentoCounty","SanBenitoCounty","SanBernardinoCounty","SanDiegoCounty","SanFranciscoCounty","SanJoaquinCounty","SanLuisObispoCounty","SanMateoCounty","SantaBarbaraCounty","SantaClaraCounty","SantaCruzCounty","ShastaCounty","SierraCounty","SiskiyouCounty","SolanoCounty","SonomaCounty","StanislausCounty","SutterCounty","TehamaCounty","TrinityCounty","TulareCounty","TuolumneCounty","VenturaCounty","YoloCounty","YubaCounty"
"91",3030.03333333333,2862.7,2919.6,2954.8,2950.33333333333,2989.93333333333,3002.2,3211.96666666667,2893.83333333333,3041.2,2989.83333333333,3152.66666666667,2828.6,2891.13333333333,2907.23333333333,3018.83333333333,3033.96666666667,2913.53333333333,2915.46666666667,3065.6,3024.1,3036.2,3091.1,3041.46666666667,2969.9,2918.2,3134.43333333333,2998.16666666667,2877.1,2912.9,2897.9,2884.3,2898.83333333333,2935.3,3097.9,2838.6,2945.8,3022.6,2978.61666666666,3037.1,3048.8,3017.3,3055.46666666667,3082.3,3000.9,2873,3043.7,2979.73333333333,3032.4,3007.43333333333,2932.83333333333,3001.7,3056.23333333334,2993.4,2979.13333333333,2948.1,2951.4,2914.3
"92",2993.73333333333,2826.43333333333,2883.26666666667,2918.43333333333,2914.03333333333,2953.63333333333,2965.86666666667,3175.63333333333,2857.53333333333,3004.86666666667,2953.53333333333,3116.38333333333,2786.43333333333,2854.83333333333,2870.93333333333,2982.53333333333,2997.63333333333,2877.23333333333,2879.13333333333,3029.33333333333,2987.76666666667,2999.9,3054.76666666667,3005.13333333333,2933.56666666667,2881.93333333333,3098.13333333333,2961.83333333333,2840.73333333333,2876.63333333333,2861.56666666667,2847.96666666667,2856.66666666667,2899,3061.56666666667,2802.23333333333,2903.63333333333,2986.33333333333,2942.33333333333,3000.73333333333,3012.46666666667,2981,3019.13333333333,3045.96666666667,2964.6,2836.73333333333,3007.36666666667,2943.43333333333,2996.06666666667,2971.13333333333,2896.53333333333,2965.43333333333,3019.88333333333,2957.06666666667,2942.83333333333,2911.8,2915.06666666667,2877.96666666667
"99",3054.35,2887.05,2943.9,2979.05,2974.65,3014.25,3026.45,3236.25,2918.15,3065.45,3014.15,3177,2845.35,2915.45,2931.55,3043.15,3058.25,2937.85,2939.75,3089.95,3048.35,3060.55,3115.35,3065.75,2994.15,2942.55,3158.75,3022.45,2901.35,2937.25,2922.15,2908.55,2915.6,2959.6,3122.15,2862.85,2962.55,3046.95,3002.95,3061.35,3073.1,3041.6,3079.75,3106.6,3025.25,2897.35,3067.95,3004.05,3056.65,3031.75,2957.15,3026.05,3080.5,3017.65,3003.45,2972.4,2975.65,2938.55
"101",2892.175,2724.875,2781.725,2816.875,2812.45,2852.075,2864.275,3074.075,2755.975,2856.725,2851.975,3014.8,2630.725,2737.875,2722.775,2834.375,2896.075,2775.65,2728.675,2881.125,2886.225,2898.325,2953.225,2903.575,2832.025,2780.375,2936.775,2860.275,2739.175,2726.15,2759.975,2746.425,2700.95,2797.425,2930.525,2651.775,2747.925,2884.725,2840.75,2852.575,2910.925,2830.525,2917.575,2944.425,2863.025,2735.125,2905.825,2841.875,2894.525,2869.575,2794.95,2863.875,2918.325,2808.875,2841.275,2761.325,2813.475,2776.375
"109",2924.9,2757.6,2814.5,2849.6,2845.2,2884.8,2897.1,3106.8,2788.7,2877.9,2884.7,3047.55,2651.9,2759,2743.9,2855.5,2928.8,2808.4,2749.8,2902.3,2919,2931.1,2986,2936.3,2864.8,2813.1,2957.9,2893,2771.9,2747.3,2792.8,2779.2,2722.1,2830.2,2951.7,2672.9,2769.1,2917.5,2873.5,2873.8,2943.7,2851.7,2950.3,2977.2,2895.8,2767.9,2938.6,2874.6,2927.3,2902.3,2827.7,2896.6,2951.05,2830.1,2874,2782.5,2846.3,2809.2
"111",2829.7,2662.4,2719.2,2754.4,2750,2789.6,2801.8,3011.6,2693.5,2782.6,2789.5,2952.35,2556.6,2663.8,2648.7,2760.3,2833.6,2713.2,2654.6,2807.1,2823.7,2835.9,2890.7,2841.1,2769.5,2717.9,2862.7,2797.8,2676.7,2652.1,2697.5,2683.9,2626.9,2734.9,2856.4,2577.7,2673.8,2822.3,2778.3,2778.5,2848.4,2756.4,2855.1,2881.9,2800.6,2672.6,2843.3,2779.4,2832,2807.1,2732.5,2801.4,2855.85,2734.8,2778.8,2687.2,2751,2713.9
"121",2719.48333333333,2813.9,2738.2,2820.4,2728.61666666667,2802.98333333333,2725.3,3084.05,2768.9,2571.9,2838.78333333333,3015.175,2247.4,2501.76666666667,2437.98333333333,2549.6,2847,2864.7,2428.18333333333,2596.35,2754.11666666667,2653.55,2877.83333333333,2637.86666666667,2921.08333333333,2597.83333333333,2651.98333333333,2763,2828.23333333333,2414.36666666667,2785.75,2835.46666666667,2359.48333333333,2733.25,2645.75,2398,2346.45,2742.15,2695.43333333333,2567.8,2729.11666666667,2553.15,2699.9,2700.63333333333,2913.23333333333,2824.18333333333,2987.38333333333,2747.58333333333,2791.33333333333,2659.68333333333,2780.98333333333,2871.66666666667,2959.45,2524.1,2711.18333333333,2483.75,2763.7,2806.68333333333
"122",2949.68571428571,3045.07142857143,2968.4,3050.6,2958.82857142857,3033.18571428571,2955.5,3314.25,2999.08571428571,2802.12857142857,3068.97142857143,3245.36428571428,2477.62857142857,2731.95714285714,2668.18571428571,2779.8,3077.2,3095.87142857143,2658.38571428571,2826.52857142857,2984.31428571429,2883.74285714286,3108.02857142857,2868.07142857143,3152.22857142857,2828.02857142857,2882.18571428571,2993.2,3059.4,2644.57142857143,3004.27142857143,3066.62857142857,2589.65714285714,2963.42857142857,2875.92857142857,2628.2,2576.62857142857,2972.34285714286,2925.62857142857,2798,2959.31428571429,2783.32857142857,2930.08571428571,2930.82857142857,3143.42857142857,3055.34285714286,3217.02857142857,2977.77142857143,3021.52857142857,2889.88571428571,3011.15714285714,3101.87142857143,3189.65,2754.3,2941.38571428571,2713.92857142857,2993.91428571429,3026.1
"123",2792.1,2887.5,2810.82857142857,2893.02857142857,2801.28571428571,2875.6,2797.94285714286,3156.67142857143,2841.51428571429,2644.57142857143,2911.4,3087.8,2320.07142857143,2574.38571428571,2510.6,2622.2,2919.62857142857,2938.3,2500.81428571429,2668.98571428571,2826.77142857143,2726.18571428571,2950.48571428571,2710.5,2994.68571428571,2670.48571428571,2724.6,2835.62857142857,2901.82857142857,2487,2846.68571428571,2909.08571428571,2432.1,2805.88571428571,2718.38571428571,2470.62857142857,2419.08571428571,2814.78571428571,2768.08571428571,2640.44285714286,2801.77142857143,2625.78571428571,2772.51428571429,2773.28571428571,2985.88571428571,2897.78571428571,3059.48571428571,2820.2,2863.98571428571,2732.3,2853.6,2944.3,3032.07857142857,2596.75714285714,2783.8,2556.38571428571,2836.35714285714,2868.52857142857
"124",2786.3,2814.025,2805.025,2887.225,2795.425,2869.8,2792.125,3150.875,2835.725,2638.725,2905.6,3081.975,2314.225,2568.575,2504.8,2616.425,2913.825,2961.85,2495.025,2663.15,2820.925,2720.35,2944.625,2704.675,3018.2,2664.625,2718.8,2829.825,2925.4,2481.175,2840.875,2932.6,2426.275,2800.05,2712.55,2464.825,2413.25,2808.975,2762.225,2634.625,2795.925,2619.925,2766.725,2767.425,2980.025,2921.35,3053.625,2814.4,2858.125,2726.5,2847.775,2938.475,3026.275,2590.925,2778,2550.55,2830.525,2862.725
"129",2676.61279069768,2721.28488372093,2695.34069767442,2777.54069767442,2685.76860465116,2760.11279069768,2682.44534883721,3041.19069767442,2726.02906976744,2529.0523255814,2795.91046511628,2972.3023255814,2204.5523255814,2458.90232558139,2395.11279069768,2506.72441860465,2804.14069767442,2822.25930232558,2385.32674418605,2553.49302325581,2711.25697674418,2610.69418604651,2834.96627906977,2595.0011627907,2878.63604651163,2554.96627906977,2609.11279069768,2720.14069767442,2776.40581395349,2371.5011627907,2732.59069767441,2793.02906976744,2316.60348837209,2690.38488372093,2602.88488372093,2355.14069767442,2303.58488372093,2699.29302325582,2652.58023255814,2524.94534883721,2686.25697674418,2510.28720930233,2657.02906976744,2657.77790697674,2870.38023255814,2781.7488372093,2943.81511627907,2704.70581395349,2748.46627906977,2616.81279069768,2738.10348837209,2828.80348837209,2916.59069767442,2481.25,2668.31279069768,2440.88488372093,2720.85,2754.30581395349
"131",2488.48717948718,2480.22051282051,2508.45512820513,2568.99102564102,2497.62564102565,2578.42948717949,2494.32051282051,2825.7782051282,2509.03846153846,2340.92051282051,2598.58076923077,2766.01923076923,2068.39487179488,2270.76923076924,2206.98717948718,2318.5923076923,2622.45128205129,2531.02051282051,2212.62564102565,2365.36153846154,2523.12307692308,2422.5641025641,2650.05384615384,2406.87435897435,2587.39102564103,2366.83076923077,2420.98717948718,2532.00128205128,2494.54230769231,2208.70512820513,2515.36153846154,2501.77564102564,2176.82051282051,2507.22307692308,2414.75897435898,2136.00128205128,2167.43205128205,2511.16410256411,2464.43717948718,2336.82051282051,2498.12307692308,2314.75897435898,2468.88974358975,2469.64102564102,2619.94358974359,2490.51025641025,2661.18461538461,2516.58205128206,2560.33076923077,2428.68461538461,2541.44358974359,2615.12051282051,2674.3,2293.11794871795,2480.18461538461,2245.55769230769,2539.46538461539,2530.95897435897
"132",2701.75,2696.9,2720.45,2788.95,2710.86666666667,2785.25,2707.56666666667,3046.15,2728.05,2554.16666666667,2821.03333333333,2997.4,2277.26666666667,2484,2420.25,2531.85,2829.25,2747.7,2426.15,2578.58333333333,2736.36666666667,2635.78333333333,2860.06666666667,2620.1,2804.06666666667,2580.06666666667,2634.25,2745.25,2711.25,2423.6,2732.06666666667,2718.46666666667,2389.3,2715.46666666667,2627.96666666667,2349.25,2376.26666666667,2724.38333333333,2677.66666666667,2550.06666666667,2711.36666666667,2527.96666666667,2682.15,2682.86666666667,2835.08333333333,2707.2,2877.86666666667,2729.81666666667,2773.56666666667,2641.93333333333,2767,2835.9,2890.4,2506.35,2693.43333333333,2458.76666666667,2745.96666666667,2748.46666666667
