"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,0,2
2,0.473499644401482,0.526500355598518,1,4
3,0.153346210946256,0.846653789053744,15,33
4,0.329426802845101,0.670573197154899,1,6
5,0.192818430751301,0.807181569248699,5,5
6,0.321797362294414,0.678202637705585,10,7
7,0.197672056479977,0.802327943520023,17,33
8,0.156649135985781,0.843350864014219,3,7
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,1,2
11,0.17600886741022,0.82399113258978,5,12
12,0.121017811132691,0.878982188867309,6,25
13,0.574043705293349,0.425956294706651,0,3
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,1
17,0.0512840369554983,0.948715963044502,1,3
18,0.595712731390873,0.404287268609127,2,4
19,0.458896381705954,0.541103618294046,3,6
20,0.266280211768845,0.733719788231155,4,8
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,5,4
23,0.220262195048898,0.779737804951102,1,6
24,0.143309869173441,0.856690130826559,2,3
25,0.172627570488467,0.827372429511533,0,7
26,0.234084744883283,0.765915255116717,16,20
27,0.0664638925860683,0.933536107413932,2,2
28,0.13006920545436,0.86993079454564,1,3
29,0.499509853805331,0.500490146194669,3,1
30,0.122154702334916,0.877845297665084,3,4
31,0.598329738694306,0.401670261305694,50,24
32,0.306709401583007,0.693290598416993,6,6
33,0.639984328970667,0.360015671029333,40,10
34,0.176353290792127,0.823646709207873,6,18
35,0.267488635666556,0.732511364333444,3,4
36,0.55299840120908,0.44700159879092,12,11
37,0.0687078468861626,0.931292153113837,0,2
38,0.301345390186715,0.698654609813286,2,0
39,0.28111713922094,0.71888286077906,8,4
40,0.356280393617048,0.643719606382952,126,114
41,0.502291297004933,0.497708702995067,40,15
43,0.106868751201587,0.893131248798413,9,73
99,0.646446399835973,0.353553600164027,2,5
