"County","Metropolitan","Town","Rural"
"AlamedaCounty",0.9961,0,0.0039
"AlpineCounty",0,0,1
"AmadorCounty",0,0.3958,0.6042
"ButteCounty",0.4463,0.3647,0.189
"CalaverasCounty",0,0.2459,0.7541
"ColusaCounty",0,0.6828,0.3172
"ContraCostaCounty",0.9787,0.0134,0.0079
"DelNorteCounty",0,0.6633,0.3367
"ElDoradoCounty",0.3392,0.3138,0.347
"FresnoCounty",0.7036,0.1884,0.1081
"GlennCounty",0,0.5913,0.4087
"HumboldtCounty",0,0.7024,0.2976
"ImperialCounty",0.6227,0.2031,0.1742
"InyoCounty",0,0.5357,0.4643
"KernCounty",0.6888,0.2091,0.1021
"KingsCounty",0.5748,0.3166,0.1085
"LakeCounty",0,0.6689,0.3311
"LassenCounty",0,0.2947,0.7053
"LosAngelesCounty",0.9924,0.0016,0.0061
"MaderaCounty",0.5198,0.151,0.3292
"MarinCounty",0.9348,0,0.0652
"MariposaCounty",0,0,1
"MendocinoCounty",0,0.5477,0.4523
"MercedCounty",0.6324,0.2249,0.1427
"ModocCounty",0,0.3004,0.6996
"MonoCounty",0,0.5417,0.4583
"MontereyCounty",0.7375,0.1644,0.0982
"NapaCounty",0.7574,0.1085,0.134
"NevadaCounty",0,0.5787,0.4213
"OrangeCounty",0.9986,0,0.0014
"PlacerCounty",0.731,0.1311,0.1379
"PlumasCounty",0,0.2598,0.7402
"RiversideCounty",0.9238,0.03,0.0462
"SacramentoCounty",0.958,0.0213,0.0206
"SanBenitoCounty",0,0.76,0.24
"SanBernardinoCounty",0.8806,0.072,0.0473
"SanDiegoCounty",0.9579,0.0092,0.033
"SanFranciscoCounty",1,0,0
"SanJoaquinCounty",0.8908,0.0245,0.0847
"SanLuisObispoCounty",0.6541,0.1799,0.166
"SanMateoCounty",0.9523,0.0288,0.0189
"SantaBarbaraCounty",0.8909,0.059,0.0502
"SantaClaraCounty",0.9892,0,0.0108
"SantaCruzCounty",0.8796,0,0.1204
"ShastaCounty",0.6643,0.0428,0.2929
"SierraCounty",0.0028,0,0.9972
"SiskiyouCounty",0,0.3417,0.6583
"SolanoCounty",0.901,0.0618,0.0372
"SonomaCounty",0.7694,0.107,0.1235
"StanislausCounty",0.8422,0.078,0.0798
"SutterCounty",0.7618,0.0902,0.148
"TehamaCounty",0,0.4851,0.5149
"TrinityCounty",0,0,1
"TulareCounty",0.6552,0.19,0.1548
"TuolumneCounty",0,0.5103,0.4897
"VenturaCounty",0.9143,0.0544,0.0312
"YoloCounty",0.8791,0.0516,0.0693
"YubaCounty",0.6174,0.1204,0.2622
