"County","FIPS","StateFIPS","CountyFIPS"
"AlamedaCounty",6001,6,1
"AlpineCounty",6003,6,3
"AmadorCounty",6005,6,5
"ButteCounty",6007,6,7
"CalaverasCounty",6009,6,9
"ColusaCounty",6011,6,11
"ContraCostaCounty",6013,6,13
"DelNorteCounty",6015,6,15
"ElDoradoCounty",6017,6,17
"FresnoCounty",6019,6,19
"GlennCounty",6021,6,21
"HumboldtCounty",6023,6,23
"ImperialCounty",6025,6,25
"InyoCounty",6027,6,27
"KernCounty",6029,6,29
"KingsCounty",6031,6,31
"LakeCounty",6033,6,33
"LassenCounty",6035,6,35
"LosAngelesCounty",6037,6,37
"MaderaCounty",6039,6,39
"MarinCounty",6041,6,41
"MariposaCounty",6043,6,43
"MendocinoCounty",6045,6,45
"MercedCounty",6047,6,47
"ModocCounty",6049,6,49
"MonoCounty",6051,6,51
"MontereyCounty",6053,6,53
"NapaCounty",6055,6,55
"NevadaCounty",6057,6,57
"OrangeCounty",6059,6,59
"PlacerCounty",6061,6,61
"PlumasCounty",6063,6,63
"RiversideCounty",6065,6,65
"SacramentoCounty",6067,6,67
"SanBenitoCounty",6069,6,69
"SanBernardinoCounty",6071,6,71
"SanDiegoCounty",6073,6,73
"SanFranciscoCounty",6075,6,75
"SanJoaquinCounty",6077,6,77
"SanLuisObispoCounty",6079,6,79
"SanMateoCounty",6081,6,81
"SantaBarbaraCounty",6083,6,83
"SantaClaraCounty",6085,6,85
"SantaCruzCounty",6087,6,87
"ShastaCounty",6089,6,89
"SierraCounty",6091,6,91
"SiskiyouCounty",6093,6,93
"SolanoCounty",6095,6,95
"SonomaCounty",6097,6,97
"StanislausCounty",6099,6,99
"SutterCounty",6101,6,101
"TehamaCounty",6103,6,103
"TrinityCounty",6105,6,105
"TulareCounty",6107,6,107
"TuolumneCounty",6109,6,109
"VenturaCounty",6111,6,111
"YoloCounty",6113,6,113
"YubaCounty",6115,6,115
