"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AndersonCounty",22,88,374,2113,11684,819,3341,367,156,1063,228,10530,91,2971,2267,4561,210,3104,650,1336
"BedfordCounty",46,4,172,723,6840,683,1510,1199,128,322,85,223,260,1140,1559,1020,86,928,203,528
"BentonCounty",3,28,58,151,752,101,633,182,18,197,10,46,6,78,443,511,5,298,102,208
"BledsoeCounty",116,0,9,105,46,27,89,6,68,67,17,26,1,13,344,129,0,81,27,1035
"BlountCounty",57,20,82,3214,7418,1784,5923,1691,399,2029,437,1092,1192,3114,3918,6217,343,4717,1216,1422
"BradleyCounty",171,23,251,1895,9571,912,4530,2166,320,994,264,847,398,3822,4282,4765,165,3894,1302,1209
"CampbellCounty",22,25,151,459,1530,124,1229,140,55,298,110,154,38,121,854,1780,114,628,168,688
"CannonCounty",8,12,12,94,240,116,188,138,18,17,6,51,0,48,325,296,6,158,67,159
"CarrollCounty",57,3,100,215,697,269,759,30,142,337,52,116,2,697,1686,1521,16,521,169,414
"CarterCounty",4,8,52,719,1522,338,1851,56,68,359,76,224,112,224,2035,1513,56,1373,250,486
"CheathamCounty",7,0,47,556,1846,74,995,397,25,157,63,157,284,374,993,448,123,692,100,334
"ChesterCounty",5,0,31,179,502,41,394,40,39,108,19,44,5,158,798,683,2,311,58,199
"ClaiborneCounty",31,221,72,215,2036,151,716,433,35,343,47,83,31,108,1587,1191,44,653,163,294
"ClayCounty",9,7,17,52,246,39,135,19,0,22,27,51,1,31,258,292,23,97,28,171
"CockeCounty",39,22,136,259,1560,115,1310,93,42,196,78,97,19,74,1028,831,99,919,169,232
"CoffeeCounty",101,1,224,879,4012,753,4033,265,130,710,233,2507,247,2797,1831,2760,105,1884,389,1061
"CrockettCounty",97,0,42,208,1320,207,254,76,39,80,11,42,1,42,497,517,7,156,26,203
"CumberlandCounty",294,99,97,691,2551,335,2473,1056,346,446,250,280,30,1182,1269,2692,143,1580,688,737
"DavidsonCounty",221,143,1450,17154,19840,25341,46587,21326,12629,21361,9083,29774,7687,39016,32468,73851,7753,46731,16484,42222
"DecaturCounty",25,45,13,183,501,146,385,67,49,92,7,55,1,175,281,1278,7,138,32,252
"DeKalbCounty",558,1,90,199,1645,390,470,21,118,50,17,70,6,61,606,495,77,332,67,228
"DicksonCounty",33,21,203,766,3727,656,2270,171,100,447,67,229,73,1275,1073,2006,88,1196,328,725
"DyerCounty",67,0,96,726,3874,514,1767,213,81,496,167,237,25,1063,1651,1741,45,1062,253,610
"FayetteCounty",127,4,83,850,2228,125,849,185,21,207,72,186,149,731,830,526,15,501,130,369
"FentressCounty",110,2,22,120,310,1238,667,154,28,179,7,46,5,16,63,654,13,227,74,71
"FranklinCounty",83,68,125,335,2830,153,1294,104,62,289,58,217,3,439,1998,1425,71,708,246,579
"GibsonCounty",113,5,254,607,2464,354,2286,998,173,420,115,186,19,245,1420,1803,47,979,300,684
"GilesCounty",19,13,119,384,3056,467,1170,138,153,231,64,173,15,622,1118,884,20,579,118,361
