"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"GraingerCounty",78,8,12,218,1122,58,342,177,11,66,9,42,6,35,641,176,16,127,66,263
"GreeneCounty",55,17,200,609,5619,655,3523,1195,171,793,127,392,209,830,2169,4801,201,1699,374,778
"GrundyCounty",59,9,38,48,242,8,197,11,20,71,6,12,15,44,506,385,3,38,31,162
"HamblenCounty",36,8,193,995,9039,1422,3991,914,139,462,223,405,188,2515,2492,3674,95,2244,900,709
"HamiltonCounty",47,106,1130,7971,23426,7704,19443,19154,3058,9336,2532,8206,3492,13488,11786,29160,2243,17844,6158,5244
"HancockCounty",1,0,13,27,42,23,105,4,0,13,3,1,0,25,186,139,6,36,21,189
"HardemanCounty",70,0,64,140,2062,119,530,161,38,246,13,106,2,1000,674,1177,11,291,88,728
"HardinCounty",54,17,102,358,2011,126,1133,96,69,239,36,215,5,51,730,1184,65,731,147,305
"HawkinsCounty",48,65,205,324,3636,291,1245,234,83,214,61,141,55,1062,1583,1452,123,946,237,516
"HaywoodCounty",191,0,119,140,1172,210,531,81,66,124,104,45,2,190,658,405,17,295,130,403
"HendersonCounty",14,3,114,255,1583,605,1077,520,38,428,31,132,3,216,770,808,74,655,131,343
"HenryCounty",286,80,116,385,2188,495,1463,208,85,337,128,205,121,417,901,1590,71,840,295,407
"HickmanCounty",5,0,67,235,602,70,298,51,17,67,12,48,0,66,3,535,5,242,93,627
"HoustonCounty",3,0,5,76,229,1,146,4,13,41,6,25,2,11,245,425,0,90,13,158
"HumphreysCounty",7,0,42,302,1480,183,679,305,28,96,14,394,1,168,626,571,33,367,146,130
"JacksonCounty",0,0,17,107,212,61,93,2,98,10,5,44,0,15,361,132,2,83,24,138
"JeffersonCounty",68,413,134,439,1801,351,1777,1448,57,315,118,421,8,319,1524,1274,100,1371,195,953
"JohnsonCounty",6,4,68,211,531,18,337,425,35,117,45,69,1,28,413,478,36,244,78,755
"KnoxCounty",277,78,1349,9588,11549,12955,31448,8802,5288,9755,3145,11345,3720,22469,25040,34721,2642,25184,7925,5184
"LakeCounty",62,0,22,19,30,49,126,1,3,13,18,14,0,20,274,288,0,121,11,820
"LauderdaleCounty",177,0,120,135,1195,418,611,160,21,190,76,49,12,79,32,608,12,274,85,1154
"LawrenceCounty",40,8,132,380,2053,519,1539,574,116,227,39,201,25,171,1196,1204,34,1099,148,576
"LewisCounty",55,2,6,105,297,34,465,19,22,25,14,37,35,107,402,471,52,211,38,166
"LincolnCounty",88,4,133,264,2393,323,1269,257,91,243,91,163,7,499,1035,962,22,818,150,422
"LoudonCounty",745,15,250,813,2398,560,1830,874,51,376,97,375,11,710,1231,1282,125,1320,460,551
"McMinnCounty",57,28,174,642,5672,540,2108,199,125,562,167,315,14,1148,618,1889,112,1411,262,515
"McNairyCounty",268,0,94,221,1143,168,738,207,36,100,38,64,1,138,638,755,5,429,106,275
"MaconCounty",36,0,67,129,727,394,924,47,111,245,40,61,1,59,749,549,14,255,86,369
"MadisonCounty",120,11,142,2455,8097,2959,6633,1425,553,1119,473,1151,134,4497,4771,12743,420,4417,890,2321
"MarionCounty",3,27,96,219,1536,232,1086,186,30,198,32,89,1,139,748,669,16,1139,179,313
"MarshallCounty",53,35,103,302,2446,181,1256,143,74,181,47,115,9,806,700,638,6,559,148,438
"MauryCounty",40,2,234,914,4778,1315,3558,850,434,1784,484,582,284,2364,2484,4964,257,2618,808,1236
"MeigsCounty",13,2,61,48,770,10,146,39,3,48,27,19,20,24,359,110,11,100,14,114
"MonroeCounty",69,6,117,227,4793,148,1610,375,58,342,39,287,132,454,1143,1344,125,1249,236,545
"MontgomeryCounty",17,330,671,1915,4203,1408,7392,563,1006,1210,645,1630,295,2565,5625,6024,256,7328,1100,2028
"MooreCounty",5,5,6,83,676,12,74,0,0,4,2,20,4,111,553,151,0,43,7,76
"MorganCounty",19,11,30,88,215,19,245,133,30,40,1,120,58,141,440,261,29,69,39,1002
"ObionCounty",45,7,64,450,1732,510,1576,196,120,434,84,366,81,432,761,1037,115,939,199,382
"OvertonCounty",106,88,40,263,863,222,436,32,49,144,21,65,7,46,787,651,16,320,80,318
"PerryCounty",9,22,4,69,519,16,189,39,16,54,4,14,0,7,212,432,0,68,29,138
"PickettCounty",14,0,7,51,76,91,103,2,7,43,0,9,0,5,117,191,30,81,19,102
"PolkCounty",28,21,13,63,213,16,310,31,7,51,8,32,1,44,324,311,101,289,19,145
"PutnamCounty",37,19,67,1673,4739,1318,4538,1318,390,1008,205,744,93,2249,3272,6128,109,3389,708,1426
"RheaCounty",23,4,29,275,3318,85,1096,30,44,230,55,156,1,370,1157,1025,41,737,114,401
"RoaneCounty",23,6,160,455,1146,197,1812,341,61,199,64,318,57,421,2290,2141,101,1160,275,1122
"RobertsonCounty",164,11,177,1029,7350,1199,2517,1190,79,427,177,283,16,1109,1723,1778,98,1543,386,651
"RutherfordCounty",60,48,588,4035,24690,5182,13237,4626,3010,3555,1165,2557,863,8681,9976,12684,676,10655,2050,2974
"ScottCounty",18,42,123,252,1444,50,580,54,14,141,19,106,4,32,895,715,56,338,129,270
"SequatchieCounty",9,55,20,115,199,80,320,78,5,176,62,35,9,133,400,486,9,265,41,160
"SevierCounty",4,32,221,1043,1365,612,7453,281,149,879,1167,938,686,1243,2182,2046,4729,12755,888,1874
"ShelbyCounty",240,34,2746,15757,33843,28382,56296,50464,5629,15590,8200,18775,6292,54753,37406,71053,4528,41804,13509,20915
"SmithCounty",5,431,95,296,1070,91,534,110,13,123,40,93,1,83,572,451,6,413,90,304
"StewartCounty",26,0,26,305,420,36,220,18,5,45,7,38,0,22,345,138,13,143,58,162
"SullivanCounty",14,20,211,5754,12268,2920,8461,2846,1423,1591,445,1872,832,2316,4723,13060,606,6356,1715,2223
"SumnerCounty",75,12,135,2645,6518,2446,6316,1527,409,1386,591,2431,606,3057,6081,5866,506,4558,1257,1891
"TiptonCounty",87,17,118,712,1556,402,1440,157,32,263,61,216,114,431,1330,1072,62,998,397,582
"TrousdaleCounty",14,0,14,51,187,40,168,34,17,72,4,42,0,35,265,225,1,152,59,124
"UnicoiCounty",56,12,78,218,1724,53,439,12,32,92,15,55,44,347,407,505,56,419,64,211
"UnionCounty",0,15,11,125,396,97,326,85,9,29,6,28,9,55,417,145,29,179,54,194
"VanBurenCounty",37,0,0,47,200,3,32,0,0,11,0,3,3,5,151,93,0,2,8,122
"WarrenCounty",513,0,190,535,3341,533,1520,264,198,306,75,161,44,972,1102,1617,60,787,175,546
"WashingtonCounty",4,15,244,1720,4314,1902,8211,459,1454,2885,620,2023,1025,3994,6547,13284,383,6821,1224,2003
"WayneCounty",78,23,27,89,387,32,375,30,13,195,6,23,1,407,629,985,4,193,59,374
"WeakleyCounty",63,152,71,201,1400,344,1063,325,145,948,66,105,82,634,2177,1396,10,785,489,746
"WhiteCounty",31,15,87,192,1759,498,781,265,37,107,29,96,31,276,706,714,27,449,144,374
"WilliamsonCounty",162,36,228,4993,2938,4027,14435,993,3483,9876,1658,13913,5804,7168,7989,16641,2027,9858,3462,2809
"WilsonCounty",0,48,221,2012,3551,2369,5093,2812,275,1104,542,1319,715,1671,3724,3662,348,4219,1033,1301
