Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
