County,Metropolitan,Town
AitkinCounty,1,1
AnokaCounty,1,1
BeckerCounty,1,1
BeltramiCounty,1,1
BentonCounty,1,1
BigStoneCounty,1,1
BlueEarthCounty,1,1
BrownCounty,1,1
CarltonCounty,1,1
CarverCounty,1,1
CassCounty,1,1
ChippewaCounty,1,1
ChisagoCounty,1,1
ClayCounty,1,1
ClearwaterCounty,1,1
CookCounty,1,1
CottonwoodCounty,1,1
CrowWingCounty,1,1
DakotaCounty,1,1
DodgeCounty,1,1
DouglasCounty,1,1
FaribaultCounty,1,1
FillmoreCounty,1,1
FreebornCounty,1,1
GoodhueCounty,1,1
GrantCounty,1,1
HennepinCounty,1,1
HoustonCounty,1,1
HubbardCounty,1,1
IsantiCounty,1,1
ItascaCounty,1,1
JacksonCounty,1,1
KanabecCounty,1,1
KandiyohiCounty,1,1
KittsonCounty,1,1
KoochichingCounty,1,1
LacquiParleCounty,1,1
LakeCounty,1,1
LakeoftheWoodsCounty,1,1
LeSueurCounty,1,1
LincolnCounty,1,1
LyonCounty,1,1
MahnomenCounty,1,1
MarshallCounty,1,1
MartinCounty,1,1
McLeodCounty,1,1
MeekerCounty,1,1
MilleLacsCounty,1,1
MorrisonCounty,1,1
MowerCounty,1,1
MurrayCounty,1,1
NicolletCounty,1,1
NoblesCounty,1,1
NormanCounty,1,1
OlmstedCounty,1,1
OtterTailCounty,1,1
PenningtonCounty,1,1
PineCounty,1,1
PipestoneCounty,1,1
PolkCounty,1,1
PopeCounty,1,1
RamseyCounty,1,1
RedLakeCounty,1,1
RedwoodCounty,1,1
RenvilleCounty,1,1
RiceCounty,1,1
RockCounty,1,1
RoseauCounty,1,1
ScottCounty,1,1
SherburneCounty,1,1
SibleyCounty,1,1
StLouisCounty,1,1
StearnsCounty,1,1
SteeleCounty,1,1
StevensCounty,1,1
SwiftCounty,1,1
ToddCounty,1,1
TraverseCounty,1,1
WabashaCounty,1,1
WadenaCounty,1,1
WasecaCounty,1,1
WashingtonCounty,1,1
WatonwanCounty,1,1
WilkinCounty,1,1
WinonaCounty,1,1
WrightCounty,1,1
YellowMedicineCounty,1,1
