Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Fargo,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,GrandForks,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,LaCrosse,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,MinneapolisStPaul,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
