Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,Casper,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Casper,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Casper,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Casper,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Casper,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Cheyenne,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Cheyenne,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Cheyenne,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Cheyenne,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Cheyenne,0,0,0,0,0,0,0,0,0,0,0,0,0
