"County","Density"
"AleutiansEastBorough",0.4
"AleutiansWestCensusArea",1.3
"AnchorageMunicipality",7.5
"BethelCensusArea",0.3
"BristolBayBorough",2
"DenaliBorough",0.1
"DillinghamCensusArea",0.3
"FairbanksNorthStarBorough",4.1
"HainesBorough",1.1
"HoonahAngoonCensusArea",0.3
"JuneauCityandBorough",2.5
"KenaiPeninsulaBorough",2.7
"KetchikanGatewayBorough",0.6
"KodiakIslandBorough",0.7
"LakeandPeninsulaBorough",0.1
"MatanuskaSusitnaBorough",1.8
"NomeCensusArea",0.3
"NorthSlopeBorough",0.1
"NorthwestArcticBorough",0.1
"PetersburgCensusArea",1.2
"PrinceofWalesHyderCensusArea",1.4
"SitkaCityandBorough",0.6
"SkagwayMunicipality",2.1
"SoutheastFairbanksCensusArea",0.3
"ValdezCordovaCensusArea",0.3
"WadeHamptonCensusArea",0.4
"WrangellCityandBorough",0.9
"YakutatCityandBorough",0.1
"YukonKoyukukCensusArea",0
