"FAFZone","AleutiansEastBorough","AleutiansWestCensusArea","AnchorageMunicipality","BethelCensusArea","BristolBayBorough","DenaliBorough","DillinghamCensusArea","FairbanksNorthStarBorough","HainesBorough","HoonahAngoonCensusArea","JuneauCityandBorough","KenaiPeninsulaBorough","KetchikanGatewayBorough","KodiakIslandBorough","LakeandPeninsulaBorough","MatanuskaSusitnaBorough","NomeCensusArea","NorthSlopeBorough","NorthwestArcticBorough","PetersburgCensusArea","PrinceofWalesHyderCensusArea","SitkaCityandBorough","SkagwayMunicipality","SoutheastFairbanksCensusArea","ValdezCordovaCensusArea","WadeHamptonCensusArea","WrangellCityandBorough","YakutatCityandBorough","YukonKoyukukCensusArea"
"422",,,1890.93333333333,,,1884.71111111111,,1769.23333333333,1515.65555555556,1586.9,1593.74444444444,2057.04444444444,1543.63333333333,2288.8,,1866.97777777778,,2501.16666666667,,1773.03333333333,1592.04444444444,1682.04444444444,1545.65555555556,1614.71111111111,1758.72222222222,,1773.03333333333,,1979.81111111111
"423",,,2139.7,,,2133.46,,2018,1764.46,1835.66,1842.52,2305.86,1792.4,2537.56,,2115.76,,2749.96,,2021.8,1840.82,1930.82,1794.46,1863.46,2007.5,,2021.8,,2228.56
"429",,,2016.9085106383,,,2010.67659574468,,1895.21063829787,1641.65319148936,1712.86595744681,1719.72553191489,2183.04680851064,1669.6085106383,2414.76170212766,,1992.95319148936,,2627.15531914894,,1899.01489361702,1718.02553191489,1808.03191489362,1671.65319148936,1740.66808510638,1884.7,,1899.01489361702,,2105.77021276596
"441",,,2384.7,,,2378.48,,2263,2009.44,2080.66,2087.5,2550.82,2037.4,2782.54,,2360.74,,2994.94,,2266.78,2085.8,2175.82,2039.44,2108.46,2252.48,,2266.78,,2473.54
"451",,,2320.23333333333,,,2314,,2198.53333333333,1944.93333333333,2016.2,2023.03333333333,2486.33333333333,1972.93333333333,2718.06666666667,,2296.23333333333,,2930.43333333333,,2202.33333333333,2021.33333333333,2111.33333333333,1974.93333333333,2044,2188.03333333333,,2202.33333333333,,2409.1
"452",,,2150.79,,,2144.57,,2029.08,1775.55,1846.76,1853.59,2316.9,1803.49,2548.66,,2126.84,,2761.05,,2032.89,1851.89,1941.89,1805.55,1874.56,2018.58,,2032.89,,2239.66
"459",,,2270.09696969697,,,2263.87878787879,,2148.40303030303,1894.85757575758,1966.06363636364,1972.90303030303,2436.23636363636,1922.8,2667.96363636364,,2246.15757575758,,2880.35454545455,,2152.20303030303,1971.20606060606,2061.22121212121,1924.85757575758,1993.8696969697,2137.89090909091,,2152.20303030303,,2358.9696969697
"460",,,937.481818181818,,,931.252272727273,,815.785606060606,562.218939393939,633.447727272727,640.293181818182,1103.61287878788,775.315151515151,1335.33257575757,,913.52196969697,,1547.71742424243,,1004.72121212121,823.734848484848,728.606818181818,592.218939393939,661.246212121212,805.268939393939,,1004.72121212121,,1026.34318181818
"471",,,1868.63333333333,,,1862.36666666667,,1746.93333333333,1493.36666666667,1564.56666666667,1571.43333333333,2034.76666666667,1979.8,2266.46666666667,,1844.66666666667,,2478.86666666667,,2209.23333333333,2028.23333333333,1659.76666666667,1523.36666666667,1592.36666666667,1736.36666666667,,2209.23333333333,,1957.46666666667
"472",,,1879.02058823529,,,1872.77941176471,,1757.32058823529,1503.77941176471,1574.97941176471,1581.83823529412,2045.17352941177,1531.71470588235,2276.87941176471,,1855.07352941176,,2489.27647058824,,1761.11470588235,1580.12647058823,1670.14411764706,1533.77941176471,1602.77941176471,1746.80882352941,,1761.11470588235,,1967.87941176471
"473",,,1962.36153846154,,,1956.13076923077,,1840.65384615385,1587.1,1658.31538461538,1665.17692307692,2128.49230769231,1615.05384615385,2360.2,,1938.4,,2572.6,,1844.46153846154,1663.47692307692,1753.49230769231,1617.1,1686.10769230769,1830.15384615385,,1844.46153846154,,2051.21538461538
"479",,,1920.075,,,1913.86209677419,,1798.37822580645,1544.81209677419,1616.04919354839,1622.88548387097,2086.20403225807,1654.69758064516,2317.92983870968,,1896.11532258065,,2530.31532258064,,1884.09435483871,1703.10564516129,1711.19435483871,1574.81209677419,1643.85241935484,1787.86693548387,,1884.09435483871,,2008.94758064516
"481",,,2252.68,,,2246.46,,2130.98,1877.44,1948.64,1955.48,2418.82,1905.38,2650.54,,2228.72,,2862.92,,2134.76,1953.8,2043.82,1907.44,1976.46,2120.46,,2134.76,,2341.56
"482",,,2458.45,,,2452.2,,2336.75,2083.2,2154.4,2161.3,2624.6,2111.175,2856.3,,2434.5,,3068.7,,2340.575,2159.575,2249.6,2113.2,2182.2,2326.25,,2340.575,,2547.3
"483",,,2390.25833333334,,,2384.00833333334,,2268.55833333334,2014.975,2086.2,2093.06666666667,2556.36666666667,2042.95833333333,2788.09166666667,,2366.275,,3000.475,,2272.35833333334,2091.36666666667,2181.36666666667,2044.975,2114,2258.05,,2272.35833333334,,2479.1
"484",,,2141.65789473684,,,2135.42631578947,,2019.95789473684,1766.41052631579,1837.62105263158,1844.46315789474,2307.80526315789,1794.35263157895,2539.52105263158,,2117.71052631579,,2751.91052631579,,2023.75789473684,1842.76315789474,1932.76842105263,1796.41052631579,1865.42631578947,2009.44736842105,,2023.75789473684,,2230.52631578947
"485",,,1985.4,,,1979.2,,1863.7,1610.2,1681.4,1688.2,2151.55,1723.05,2383.3,,1961.45,,2595.65,,1952.45,1771.45,1776.5,1640.2,1709.2,1853.2,,1952.45,,2074.3
"486",,,2374.85714285714,,,2368.65,,2253.16428571429,1999.62857142857,2070.85,2077.68571428571,2541.02142857143,2027.55714285714,2772.74285714286,,2350.93571428571,,2985.12857142857,,2256.96428571429,2075.98571428571,2166,2029.62857142857,2098.65,2242.65,,2256.96428571429,,2463.75
"487",,,2382.15,,,2375.95,,2260.45,2006.95,2078.15,2084.95,2548.35,2034.85,2780.05,,2358.25,,2992.45,,2264.25,2083.25,2173.25,2036.95,2105.95,2249.95,,2264.25,,2471.05
"488",,,2234.275,,,2228.05,,2112.575,1858.99375,1930.24375,1937.075,2400.375,1886.975,2632.11875,,2210.2875,,2844.49375,,2116.375,1935.375,2025.375,1888.99375,1958.05,2102.075,,2116.375,,2323.14375
"489",,,2075.79487179487,,,2069.56717948718,,1954.09333333334,1700.53384615385,1771.75512820512,1778.60512820512,2241.92282051282,1732.56076923077,2473.64384615385,,2051.83205128205,,2686.03333333333,,1961.96153846153,1780.97179487179,1866.91512820513,1730.53384615385,1799.55692307692,1943.58615384615,,1961.96153846153,,2164.65615384615
"491",,,1117.63,,,1111.39,,995.92,742.35,813.57,820.43,1283.74,937.16,1515.46,,1093.65,,1727.84,,1166.57,985.57,908.74,772.35,841.38,985.42,,1166.57,,1206.48
"499",,,1273.16842105263,,,1266.92105263158,,1151.46315789474,897.910526315789,969.121052631579,975.978947368421,1439.3,1104.33684210526,1671.01578947368,,1249.2,,1883.41578947368,,1333.74210526316,1152.75263157895,1064.28947368421,927.910526315789,996.921052631579,1140.95263157895,,1333.74210526316,,1362.02105263158
"500",,,2069.7,,,2063.48571428571,,1948.00714285714,1694.46428571429,1765.66428571429,1772.52142857143,2235.85,1722.4,2467.56428571429,,2045.76428571429,,2679.96428571429,,1951.81428571429,1770.82857142857,1860.83571428571,1724.46428571429,1793.47142857143,1937.49285714286,,1951.81428571429,,2158.57142857143
"511",,,2231.40588235294,,,2225.18823529412,,2109.71176470588,1856.16470588235,1927.37647058824,1934.21764705882,2397.55882352941,1884.11176470588,2629.27058823529,,2207.47058823529,,2841.66470588235,,2113.51176470588,1932.52941176471,2022.53529411765,1886.16470588235,1955.17647058824,2099.20588235294,,2113.51176470588,,2320.27058823529
"512",,,2290.3,,,2284.07142857143,,2168.6,1915.05714285714,1986.27142857143,1993.10714285714,2456.43571428571,1942.99285714286,2688.17142857143,,2266.35714285714,,2900.55,,2172.4,1991.4,2081.42142857143,1945.05714285714,2014.07142857143,2158.08571428571,,2172.4,,2379.17142857143
"513",,,2126.53529411765,,,2120.3,,2004.83529411765,1751.27058823529,1822.49411764706,1829.35882352941,2292.66470588235,1779.23529411765,2524.38823529412,,2102.57647058824,,2736.77058823529,,2008.64117647059,1827.64705882353,1917.65882352941,1781.27058823529,1850.28823529412,1994.33529411765,,2008.64117647059,,2215.38823529412
"519",,,2128.74476744186,,,2122.52034883721,,2007.04825581395,1753.48139534884,1824.70813953489,1831.55174418604,2294.87325581395,1781.4476744186,2526.59302325581,,2104.78023255814,,2738.98430232558,,2010.84593023256,1829.8523255814,1919.85813953489,1783.48139534884,1852.50290697674,1996.54360465116,,2010.84593023256,,2217.60406976744
"531",,,550.122222222222,,,543.911111111111,,428.433333333333,174.888888888889,246.1,252.944444444444,716.277777777778,202.822222222222,948,,526.2,,1160.38888888889,,432.211111111111,251.244444444444,341.266666666667,204.888888888889,273.911111111111,417.911111111111,,432.211111111111,,639
"532",,,692,,,685.733333333333,,570.3,316.733333333333,387.933333333333,394.8,858.133333333333,344.7,1089.83333333333,,668.033333333333,,1302.23333333333,,574.1,393.1,483.1,346.733333333333,415.733333333333,559.8,,574.1,,780.833333333333
"539",,,605.1,,,598.881481481482,,483.396296296296,229.851851851852,301.074074074074,307.903703703704,771.240740740741,257.8,1002.95925925926,,581.148148148148,,1215.35555555556,,487.196296296296,306.203703703704,396.214814814815,259.851851851852,328.874074074074,472.888888888889,,487.196296296296,,693.974074074074
"540",,,1964.47636363637,,,1958.24363636364,,1842.77818181818,1589.22,1660.44,1667.28727272727,2130.60727272727,1617.18,2362.32727272727,,1940.51454545454,,2574.72,,1846.57818181818,1665.58727272727,1755.59727272727,1619.22,1688.23818181818,1832.26909090909,,1846.57818181818,,2053.34
"551",,,1326.475,,,1320.2625,,1204.775,951.2125,1022.4375,1029.2875,1492.6125,979.175,1724.3125,,1302.5125,,1936.7125,,1208.575,1027.575,1117.6,981.2125,1050.2375,1194.275,,1208.575,,1415.325
"559",,,1187.4578125,,,1181.2203125,,1065.7546875,812.1921875,883.41171875,890.2671875,1353.5859375,840.15703125,1585.2984375,,1163.4921875,,1797.6921875,,1069.5578125,888.56875,978.575,842.1921875,911.21171875,1055.24375,,1069.5578125,,1276.30625
"560",,,1035.88260869565,,,1029.64782608696,,914.173913043478,660.626086956522,731.84347826087,738.691304347826,1202.01739130435,697.360869565217,1433.73043478261,,1011.92608695652,,1646.12608695652,,926.75652173913,745.765217391304,827,690.626086956522,759.64347826087,903.665217391304,,926.75652173913,,1124.73913043478
