"County","Metropolitan","Town"
"AleutiansEastBorough",0,0
"AleutiansWestCensusArea",0,0
"AnchorageMunicipality",84.981595762126,16.320312234064
"BethelCensusArea",0,2.422159159332
"BristolBayBorough",0,0
"DenaliBorough",0,0
"DillinghamCensusArea",0,0
"FairbanksNorthStarBorough",55.121857435428,6.229985114588
"HainesBorough",0,0
"HoonahAngoonCensusArea",0,0
"JuneauCityandBorough",0,14.02480186667
"KenaiPeninsulaBorough",0,12.52973577176
"KetchikanGatewayBorough",0,5.861661181178
"KodiakIslandBorough",0,3.448812871576
"LakeandPeninsulaBorough",0,0
"MatanuskaSusitnaBorough",0,52.350716508478
"NomeCensusArea",0,1.03953330276
"NorthSlopeBorough",0,0.795045408218
"NorthwestArcticBorough",0,0.938477667994
"PetersburgCensusArea",0,0
"PrinceofWalesHyderCensusArea",0,0
"SitkaCityandBorough",0,4.053736635668
"SkagwayMunicipality",0,0
"SoutheastFairbanksCensusArea",0,0
"ValdezCordovaCensusArea",0,0
"WadeHamptonCensusArea",0,0
"WrangellCityandBorough",0,0
"YakutatCityandBorough",0,0
"YukonKoyukukCensusArea",0,0
