"SCTG","Payload","N"
1,12.2468285097997,2
2,13.9906102244086,2
3,11.0248824756233,4
4,11.2798150119434,1
5,15.3568767024241,9
6,3.09613444413274,12
7,7.60586023173654,15
8,10.2941785681165,4
9,12.5303662811142,0
10,12.7559630168912,3
11,10.7133540099987,13
12,16.1065771379585,132
13,14.57148120894,7
14,19.7343283246373,1
15,21.9759244651015,0
16,14.0428921341034,2
17,24.994038182442,14
18,13.4067978920279,28
19,9.3205966594687,8
20,14.6935220971178,4
21,5.12434471305138,0
22,9.93234871988097,2
23,12.2174191704086,2
24,9.66549316294252,3
25,17.5629107877451,8
26,4.97771540341874,20
27,16.5382555630002,0
28,13.1552492378572,2
29,5.51350467372506,1
30,10.307661585523,3
31,12.5770447399765,42
32,12.2402812906222,5
33,4.13193326149053,48
34,11.2360168041086,29
35,6.91185118160956,4
36,6.30078378551841,14
37,17.1134794135312,8
38,4.51852664992441,0
39,7.06406860103406,9
40,5.4469671735034,160
41,4.8497859092417,36
43,17.2110847829801,66
99,12.1496491079238,17
