"County","FIPS","StateFIPS","CountyFIPS"
"AleutiansEastBorough",2013,2,13
"AleutiansWestCensusArea",2016,2,16
"AnchorageMunicipality",2020,2,20
"BethelCensusArea",2050,2,50
"BristolBayBorough",2060,2,60
"DenaliBorough",2068,2,68
"DillinghamCensusArea",2070,2,70
"FairbanksNorthStarBorough",2090,2,90
"HainesBorough",2100,2,100
"HoonahAngoonCensusArea",2105,2,105
"JuneauCityandBorough",2110,2,110
"KenaiPeninsulaBorough",2122,2,122
"KetchikanGatewayBorough",2130,2,130
"KodiakIslandBorough",2150,2,150
"LakeandPeninsulaBorough",2164,2,164
"MatanuskaSusitnaBorough",2170,2,170
"NomeCensusArea",2180,2,180
"NorthSlopeBorough",2185,2,185
"NorthwestArcticBorough",2188,2,188
"PetersburgCensusArea",2195,2,195
"PrinceofWalesHyderCensusArea",2198,2,198
"SitkaCityandBorough",2220,2,220
"SkagwayMunicipality",2230,2,230
"SoutheastFairbanksCensusArea",2240,2,240
"ValdezCordovaCensusArea",2261,2,261
"WadeHamptonCensusArea",2270,2,270
"WrangellCityandBorough",2275,2,275
"YakutatCityandBorough",2282,2,282
"YukonKoyukukCensusArea",2290,2,290
