"SCTG","PctEmpty","N"
1,0.47860999542537,13
2,0.400625304627411,492
3,0.23660241964195,54
4,0.422420746835349,27
5,0.199516035193507,1
6,0.207755228768538,2
7,0.156565861714231,18
8,0.209453973305391,2
9,0.220797674677544,0
10,0.345868222703136,0
11,0.406653723247503,4
12,0.392434835305073,37
13,0.382289317879428,3
14,0.330631811974,0
15,0.394477968299597,2
16,0.411406611770122,3
17,0.405256894636644,0
18,0.30780628855648,7
19,0.307658966212607,3
20,0.319153846071907,1
21,0.163003296356002,2
22,0.359912634699227,34
23,0.329297413853261,7
24,0.259173648542417,0
25,0.430737531709114,1
26,0.139994644300156,11
27,0.207833893632727,0
28,0.216947168869503,0
29,0.142965266998763,1
30,0.150707615637309,0
31,0.271511304062149,19
32,0.217604044021483,5
33,0.1257865061343,25
34,0.0966433973485141,21
35,0.159588441529491,1
36,0.231076438000727,10
37,0.179037995207116,6
38,0.253528170079209,0
39,0.198651658784435,4
40,0.214868119455567,115
41,0.38267494002305,26
43,0.207212319748489,10
99,0.377666020609811,6
