"FAFZone","AdamsCounty","BarnesCounty","BensonCounty","BillingsCounty","BottineauCounty","BowmanCounty","BurkeCounty","BurleighCounty","CassCounty","CavalierCounty","DickeyCounty","DivideCounty","DunnCounty","EddyCounty","EmmonsCounty","FosterCounty","GoldenValleyCounty","GrandForksCounty","GrantCounty","GriggsCounty","HettingerCounty","KidderCounty","LaMoureCounty","LoganCounty","McHenryCounty","McIntoshCounty","McKenzieCounty","McLeanCounty","MercerCounty","MortonCounty","MountrailCounty","NelsonCounty","OliverCounty","PembinaCounty","PierceCounty","RamseyCounty","RansomCounty","RenvilleCounty","RichlandCounty","RoletteCounty","SargentCounty","SheridanCounty","SiouxCounty","SlopeCounty","StarkCounty","SteeleCounty","StutsmanCounty","TownerCounty","TraillCounty","WalshCounty","WardCounty","WellsCounty","WilliamsCounty"
"63",1513.4,1847.7,1870.9,1595.8,1798.7,1466.6,1725.4,1727,1897.1,1913.3,1708.4,1671.8,1663.5,1868,1641.7,1851.2,1565.2,1957.7,1570.2,1880.5,1531,1773.8,1725.9,1696.5,1777.8,1656.4,1615.2,1747.6,1703.5,1696.6,1697,1923.4,1705,2002.1,1814.2,1908,1767,1748.8,1793.2,1838.9,1751.3,1798.9,1598.2,1493.1,1624.5,1911.1,1814.5,1874.3,1938,1969.8,1733.4,1829.3,1635.2
"64",1507.225,1735.74166666666,1758.96666666666,1483.80833333333,1686.74166666666,1461.93333333333,1613.43333333333,1615.03333333334,1785.19166666667,1801.39166666667,1766.875,1559.85,1551.55833333333,1756.08333333334,1671.84166666666,1739.225,1453.225,1845.775,1599.83333333334,1768.525,1554.95833333334,1661.88333333334,1743.875,1696.68333333333,1665.80833333333,1716.225,1503.24166666666,1635.66666666666,1591.53333333334,1584.63333333334,1585.03333333334,1811.47916666666,1593.07916666667,1890.15833333334,1702.225,1796.05833333333,1785.85,1636.88333333334,1840.59166666666,1726.95833333334,1815.65833333334,1686.93333333333,1652.60833333333,1481.39166666667,1512.55833333333,1799.19166666667,1702.59166666666,1762.38333333334,1826.025,1857.80833333333,1621.43333333333,1717.39166666667,1523.25
"65",1573.75,1801.75,1825,1549.85,1752.75,1527.75,1679.45,1681.05,1851.25,1867.4,1832.9,1625.85,1617.6,1822.15,1737.85,1805.25,1519.25,1911.8,1665.85,1834.55,1606.45,1727.9,1809.9,1762.75,1731.85,1749.75,1569.25,1701.7,1657.55,1650.65,1651.05,1877.5,1659.1,1956.2,1768.25,1862.1,1851.85,1702.9,1906.65,1792.95,1881.7,1752.95,1688.9,1547.4,1578.6,1865.25,1768.65,1828.4,1892.05,1923.85,1687.45,1783.45,1589.3
"69",1480.59838709677,1728.37580645162,1751.61129032258,1476.4564516129,1679.37580645162,1434.95967741936,1606.06935483871,1607.66935483871,1777.85322580646,1794.0435483871,1725.64032258064,1552.48870967742,1544.19516129032,1748.74354838709,1637.00806451613,1731.86935483871,1445.86612903226,1838.40483870968,1565.11451612904,1761.16935483871,1521.52419354839,1654.53387096774,1711.78225806452,1671.26935483871,1658.4564516129,1674.69516129032,1495.87580645162,1628.31129032258,1584.17258064516,1577.27580645162,1577.66935483871,1804.11774193548,1585.72096774194,1882.79516129032,1694.86935483871,1788.69516129032,1757.38548387096,1629.53387096774,1801.88548387096,1719.59193548388,1773.09838709677,1679.56935483871,1612.31129032258,1456.0370967742,1505.19516129032,1791.85322580646,1695.25322580645,1755.03387096774,1818.66935483871,1850.46935483871,1614.06935483871,1710.04677419354,1515.89193548387
"81",586.595833333334,838.983333333333,862.216666666667,634.7875,877.3125,553.295833333334,806.795833333334,739.070833333333,920.2125,951.9375,748.516666666667,753.220833333334,680.220833333334,859.329166666667,688.708333333333,842.479166666667,646.5875,995.554166666667,639.695833333333,871.754166666666,604.220833333334,765.120833333334,772.908333333333,743.5625,841.3375,703.379166666666,696.604166666667,764.329166666666,720.204166666666,713.304166666667,754.004166666666,914.725,721.741666666667,1063.94583333334,850.079166666667,899.308333333333,812.4625,822.945833333333,869.220833333334,897.366666666667,788.695833333333,790.170833333333,662.858333333333,579.854166666667,641.220833333334,902.4375,805.8375,912.920833333333,962.045833333333,961.054166666667,820.5125,820.6375,716.620833333334
"89",708.078846153846,945.934615384615,969.747115384615,757.867307692308,988.79326923077,676.392307692308,928.907692307692,845.440384615385,1018.89038461539,1061.02692307692,861.419230769231,894.361538461538,799.080769230769,966.859615384615,800.586538461538,950.009615384615,778.190384615384,1094.16923076923,757.345192307693,979.303846153846,725.960576923077,872.655769230769,884.557692307692,855.426923076923,952.904807692307,815.257692307692,818.899038461539,876.997115384615,832.26923076923,825.372115384615,872.676923076923,1022.25192307692,833.797115384615,1160.24230769231,957.628846153846,1006.8423076923,924.515384615385,942.349038461538,974.259615384615,1006.16923076923,901.051923076923,897.715384615385,773.071153846154,702.941346153847,759.558653846153,1012.89903846154,913.378846153846,1020.45384615385,1062.14423076923,1072.3173076923,934.2875,928.179807692308,857.759615384615
"91",1885.4,1612.03333333333,1743.46666666667,1878.8,1831.9,1923,1907.9,1740.1,1565.03333333333,1749.6,1621.7,1951.7,1864.7,1704.8,1708.7,1681.53333333333,1897.1,1640.4,1816.46666666667,1649.7,1866,1704.5,1630.3,1708.9,1811.5,1672.6,1933.2,1805.53333333333,1817.6,1774.1,1898.8,1689.96666666667,1789.2,1708.8,1780.1,1727.5,1586,1864.03333333333,1533.86666666667,1804.8,1560.1,1771.2,1804,1904.1,1839.1,1634.43333333333,1657.13333333333,1764.43333333333,1606.9,1683.46666666667,1827.5,1725.8,1921.2
"92",1849.13333333333,1575.73333333333,1707.13333333333,1842.46666666667,1795.56666666667,1886.66666666667,1871.56666666667,1703.83333333333,1528.73333333333,1713.26666666667,1585.4,1915.36666666667,1828.36666666667,1668.46666666667,1672.36666666667,1645.23333333333,1860.76666666667,1604.06666666667,1780.13333333333,1613.36666666667,1829.73333333333,1668.23333333333,1593.93333333333,1672.56666666667,1775.16666666667,1636.23333333333,1896.86666666667,1769.23333333333,1781.3,1737.76666666667,1862.46666666667,1653.63333333333,1752.86666666667,1672.46666666667,1743.76666666667,1691.23333333333,1549.63333333333,1827.73333333333,1497.53333333333,1768.46666666667,1523.8,1734.86666666667,1767.63333333333,1867.73333333333,1802.76666666667,1598.13333333333,1620.83333333333,1728.13333333333,1570.56666666667,1647.13333333333,1791.16666666667,1689.43333333333,1884.86666666667
"99",1909.75,1636.35,1767.75,1903.05,1856.25,1947.25,1932.15,1764.45,1589.35,1773.85,1646.05,1975.95,1888.95,1729.05,1732.95,1705.85,1921.35,1664.65,1840.75,1673.95,1890.35,1728.85,1654.55,1733.15,1835.75,1696.85,1957.45,1829.85,1841.95,1798.35,1923.05,1714.25,1813.45,1733.05,1804.35,1751.85,1610.25,1888.35,1558.15,1829.05,1584.4,1795.45,1828.25,1928.35,1863.35,1658.75,1681.45,1788.75,1631.15,1707.75,1851.8,1750.05,1945.45
"101",1747.525,1474.175,1605.575,1740.875,1694.025,1785.125,1769.975,1602.275,1427.175,1611.725,1483.825,1813.775,1726.825,1566.875,1570.775,1543.675,1759.225,1502.525,1678.575,1511.775,1728.125,1566.625,1492.375,1571.025,1673.625,1534.675,1795.325,1667.675,1679.725,1636.225,1760.925,1552.075,1651.325,1570.875,1642.225,1589.625,1448.075,1726.175,1395.975,1666.875,1422.225,1633.325,1666.075,1766.175,1701.225,1496.575,1519.275,1626.575,1469.025,1545.575,1689.625,1587.875,1783.275
"109",1780.3,1506.9,1638.3,1773.7,1726.8,1817.9,1802.8,1635,1459.9,1644.5,1516.6,1846.6,1759.6,1599.7,1603.6,1576.4,1792,1535.3,1711.3,1544.6,1760.9,1599.4,1525.1,1603.8,1706.4,1567.4,1828.1,1700.4,1712.5,1669,1793.7,1584.8,1684.1,1603.7,1675,1622.4,1480.8,1758.9,1428.7,1699.7,1455,1666.1,1698.8,1798.9,1734,1529.3,1552,1659.3,1501.8,1578.3,1722.4,1620.6,1816.1
"111",1685.1,1411.7,1543.1,1678.4,1631.5,1722.6,1707.5,1539.8,1364.7,1549.2,1421.3,1751.3,1664.3,1504.4,1508.3,1481.2,1696.7,1440,1616.1,1449.3,1665.7,1504.2,1429.9,1508.5,1611.1,1472.2,1732.8,1605.2,1617.3,1573.7,1698.4,1489.6,1588.8,1508.4,1579.7,1527.2,1385.6,1663.7,1333.5,1604.4,1359.7,1570.8,1603.6,1703.7,1638.7,1434.1,1456.8,1564.1,1406.5,1483.1,1627.1,1525.4,1720.8
"121",1977.68333333333,1752.58333333333,1883.98333333333,2019.3,1972.45,2027.96666666667,2048.4,1880.66666666667,1705.58333333333,1890.15,1782.58333333333,2092.2,2005.25,1845.3,1869.56666666667,1822.1,2037.65,1780.93333333333,1956.98333333333,1790.2,2006.55,1845.05,1770.8,1849.43333333333,1952.05,1833.43333333333,2073.75,1946.05,1958.15,1914.65,2039.33333333333,1830.5,1929.73333333333,1849.31666666667,1920.6,1868.05,1726.5,2004.58333333333,1674.4,1945.31666666667,1700.65,1911.73333333333,1893.88333333333,2044.6,1979.6,1774.98333333333,1797.68333333333,1904.98333333333,1747.41666666667,1824,1968.05,1866.3,2061.7
"122",2208.82857142857,1978.27142857143,2109.7,2245,2198.12857142857,2259.12857142857,2274.11428571429,2106.37142857143,1931.27142857143,2115.82857142857,2013.72857142857,2317.91428571429,2230.92857142857,2071.01428571429,2099.32857142857,2047.8,2263.32857142857,2006.62857142857,2182.7,2015.92857142857,2232.24285714286,2070.72857142857,1996.5,2075.12857142857,2177.72857142857,2064.61428571429,2299.42857142857,2171.77142857143,2183.84285714286,2140.32857142857,2265.02857142857,2056.2,2155.42857142857,2075.01428571429,2146.31428571429,2093.72857142857,1952.2,2230.27142857143,1900.1,2171.01428571429,1926.32857142857,2137.42857142857,2125.02857142857,2270.3,2205.31428571429,2000.67142857143,2023.38571428571,2130.68571428571,1973.12857142857,2049.7,2193.72857142857,2092,2287.42857142857
"123",2051.28571428571,1820.7,1952.1,2087.44285714286,2040.58571428571,2101.58571428571,2116.57142857143,1948.8,1773.7,1958.28571428571,1856.18571428571,2160.35714285714,2073.38571428571,1913.45714285714,1941.78571428571,1890.2,2105.78571428571,1849.07142857143,2025.1,1858.37142857143,2074.68571428571,1913.18571428571,1838.92857142857,1917.57142857143,2020.17142857143,1907.05714285714,2141.88571428571,2014.18571428571,2026.28571428571,1982.78571428571,2107.48571428571,1898.61428571429,1997.88571428571,1917.47142857143,1988.77142857143,1936.18571428571,1794.64285714286,2072.7,1742.52857142857,2013.47142857143,1768.78571428571,1979.88571428571,1967.48571428571,2112.75714285714,2047.77142857143,1843.1,1865.8,1973.1,1815.57142857143,1892.11428571429,2036.18571428571,1934.42857142857,2129.87142857143
"124",2074.8,1844.275,1975.7,2111,2064.1,2125.1,2140.1,1972.35,1797.275,1981.8,1879.725,2183.9,2096.9,1937,1965.3,1913.8,2129.3,1872.6,2048.7,1881.9,2098.225,1936.725,1862.5,1941.1,2043.7,1930.6,2165.4,2037.75,2049.85,2006.3,2131,1922.2,2021.4,1941,2012.3,1959.725,1818.2,2096.275,1766.1,2037,1792.325,2003.4,1991,2136.3,2071.3,1866.65,1889.4,1996.65,1839.1,1915.7,2059.725,1958,2153.4
"129",1957.1476744186,1739.0988372093,1870.51511627907,2005.83372093023,1958.97093023256,2007.43372093023,2034.93139534884,1867.18953488372,1692.0988372093,1876.66395348837,1762.04767441861,2078.73372093023,1991.76860465116,1831.83372093023,1847.64302325582,1808.61744186047,2024.16860465116,1767.45697674418,1940.19186046512,1776.74069767442,1979.35,1831.57558139535,1759.79651162791,1833.58953488372,1938.56395348837,1812.90813953489,2060.26860465116,1932.58604651162,1944.67906976745,1901.16860465116,2025.85,1817.02674418605,1916.25697674419,1835.84069767442,1907.1476744186,1854.57558139535,1711.87790697674,1991.0988372093,1660.48720930233,1931.84302325582,1691.48953488372,1898.25697674419,1873.34767441861,2028.73372093023,1966.1476744186,1761.49651162791,1784.2011627907,1891.4988372093,1733.94534883721,1810.52674418605,1954.57325581395,1852.83139534884,2048.24302325582
"131",1644.00256410256,1413.79615384615,1545.19871794872,1680.52435897436,1633.66666666667,1694.27564102564,1709.62435897436,1541.88333333334,1366.79615384615,1551.33974358975,1448.90256410257,1753.42692307693,1666.45256410257,1506.52435897436,1534.48461538462,1483.29871794871,1698.84743589743,1442.14102564102,1618.19871794872,1451.43205128205,1667.77307692307,1506.27307692307,1432.01538461539,1510.64102564102,1613.23974358975,1499.75897435898,1734.95256410257,1607.2782051282,1619.37307692308,1575.84743589743,1700.53974358975,1491.71025641025,1590.94102564103,1510.52948717948,1581.83461538462,1529.27307692307,1387.72435897436,1665.79615384615,1335.60641025641,1606.52948717948,1361.86538461538,1572.94102564103,1560.20256410257,1705.82435897436,1640.83461538462,1436.19615384616,1458.89358974359,1566.19615384616,1408.63461538462,1485.21025641025,1629.26538461539,1527.51538461539,1722.93205128205
"132",1860.66666666667,1633.45,1764.86666666667,1900.16666666667,1853.26666666667,1910.96666666667,1929.26666666667,1761.51666666667,1586.45,1770.96666666667,1665.56666666667,1973.06666666667,1886.06666666667,1726.16666666667,1746.33333333333,1702.96666666667,1918.46666666667,1661.76666666667,1837.86666666667,1671.06666666667,1887.41666666667,1725.91666666667,1651.66666666667,1730.26666666667,1832.86666666667,1716.46666666667,1954.56666666667,1826.91666666667,1839,1795.46666666667,1920.16666666667,1711.36666666667,1810.56666666667,1730.16666666667,1801.46666666667,1748.91666666667,1607.36666666667,1885.45,1555.26666666667,1826.16666666667,1581.48333333333,1792.56666666667,1776.86666666667,1925.46666666667,1860.46666666667,1655.83333333333,1678.56666666667,1785.83333333333,1628.26666666667,1704.86666666667,1848.86666666667,1747.16666666667,1942.56666666667
"139",1753.35921052632,1527.25350877193,1658.66228070175,1793.98771929825,1747.12456140351,1803.30745614035,1823.09210526316,1655.34254385965,1480.25350877193,1664.80526315789,1553.96096491228,1866.88859649123,1779.91578947368,1619.98771929825,1639.33421052632,1596.76315789474,1812.31403508772,1555.60438596491,1731.66228070175,1564.89824561403,1778.88771929825,1619.73421052632,1546.24868421052,1624.10438596491,1726.70526315789,1604.83114035088,1848.41578947368,1720.74385964912,1732.8350877193,1689.31403508772,1814.00438596491,1605.17719298246,1704.40526315789,1623.99780701754,1695.30043859649,1642.73421052632,1501.19385964912,1779.25350877193,1449.07631578947,1719.99780701754,1476.37719298246,1686.40526315789,1670.47587719298,1819.29210526316,1754.30043859649,1549.65350877193,1572.35438596491,1679.65350877193,1522.09868421053,1598.67719298246,1742.72368421053,1640.97938596491,1836.39824561403
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",822.638636363636,1051.85227272727,1070.88863636364,799.927272727273,999.054545454546,777.301136363636,922.159090909091,931.146590909091,1101.325,1113.71363636364,1082.98409090909,869.063636363637,867.668181818182,1068.43409090909,987.952272727273,1055.34772727273,769.340909090909,1157.72727272727,915.94659090909,1084.64090909091,869.681818181818,977.992045454546,1059.98409090909,1012.80681818182,978.129545454545,1030.13863636364,816.277272727273,951.777272727273,907.652272727273,900.752272727272,897.321590909091,1123.47727272727,909.198863636364,1201.5,1014.54318181818,1107.63636363636,1101.96363636364,949.194318181818,1156.72272727273,1039.27272727273,1131.775,1003.04318181818,966.640909090909,797.511363636364,828.668181818182,1115.325,1018.725,1074.69659090909,1142.14318181818,1169.40909090909,933.745454545455,1029.81136363637,835.577272727273
"171",973.165384615384,699.81923076923,831.234615384615,966.542307692308,919.665384615384,1010.7576923077,995.634615384615,827.896153846154,652.81923076923,837.365384615385,709.465384615384,1039.43461538461,952.465384615384,792.542307692308,796.457692307692,769.334615384616,984.865384615385,728.165384615384,904.234615384615,737.457692307692,953.780769230769,792.280769230769,718.034615384616,796.665384615384,899.257692307692,760.342307692307,1020.96538461539,893.288461538461,905.365384615385,861.865384615385,986.557692307693,777.734615384615,876.965384615384,796.546153846153,867.853846153846,815.280769230769,673.742307692308,951.81923076923,621.634615384615,892.546153846153,647.865384615385,858.965384615384,891.742307692308,991.842307692307,926.853846153846,722.234615384615,744.919230769231,852.234615384615,694.653846153846,771.234615384615,915.265384615385,813.534615384616,1008.95769230769
"172",1080.77777777778,885.544444444444,1016.94444444445,1152.27777777778,1105.41666666667,1131.06666666667,1181.37777777778,1013.63333333334,838.544444444444,1023.08888888889,886.244444444444,1225.17777777778,1138.2,978.277777777778,972.144444444444,955.044444444444,1170.58888888889,913.877777777778,1066.04444444445,923.177777777777,1109.18888888889,978.022222222223,903.044444444444,965.366666666667,1084.97777777777,937.111111111111,1206.7,1079.04444444445,1091.12222222222,1047.58888888889,1172.28888888889,963.466666666666,1062.68888888889,982.277777777778,1053.57777777777,1001.02222222222,855.544444444444,1137.54444444445,804.155555555556,1078.27777777778,835.588888888889,1044.68888888889,996.977777777778,1160.3,1112.57777777777,907.944444444445,930.644444444445,1037.94444444444,880.377777777778,956.966666666666,1101.01666666667,999.261111111111,1194.67777777778
"179",1074.26625,825.353125,956.760625,1092.08125,1045.21875,1118.788125,1121.183125,953.443125,778.353125,962.89875,834.203125,1164.983125,1078.0075,918.08125,918.828125,894.865,1110.404375,853.695,1025.580625,862.989375,1073.418125,917.824375,843.773125,920.19375,1024.80125,885.073125,1146.5075,1018.838125,1030.926875,987.40625,1112.09875,903.271875,1002.49625,922.09125,993.389375,940.824375,798.465,1077.35375,746.87125,1018.09125,774.17125,984.49625,992.051875,1114.441875,1052.389375,847.75,870.45125,977.75,820.19125,896.771875,1040.81375,939.074375,1134.490625
"181",1039.88,766.5,897.9,1033.22,986.38,1077.46,1062.32,894.58,719.5,904.08,776.18,1106.12,1019.18,859.22,863.12,836,1051.58,794.86,970.9,804.12,1020.48,858.98,784.72,863.36,965.96,827.02,1087.68,960,972.08,928.58,1053.26,844.42,943.64,863.24,934.54,881.98,740.42,1018.5,688.3,959.24,714.58,925.64,958.42,1058.52,993.54,788.9,811.6,918.9,761.34,837.92,981.98,880.22,1075.64
"182",1184.37222222222,910.983333333333,1042.38888888889,1177.72222222222,1130.85555555556,1221.94444444444,1206.82222222222,1039.08333333333,863.983333333333,1048.54444444444,920.655555555556,1250.62222222222,1163.65555555556,1003.72222222222,1007.62222222222,980.488888888889,1196.04444444444,939.333333333333,1115.38888888889,948.627777777778,1164.96666666667,1003.46666666667,929.205555555556,1007.83333333333,1110.44444444444,971.522222222222,1232.15555555556,1104.48333333333,1116.56666666667,1073.04444444444,1197.73333333333,988.9,1088.13333333333,1007.73333333333,1079.02777777778,1026.46666666667,884.911111111111,1162.98333333333,832.8,1103.72777777778,859.055555555556,1070.13333333333,1102.91111111111,1203.01111111111,1138.02777777778,933.383333333333,956.083333333333,1063.38333333333,905.827777777778,982.4,1126.45555555556,1024.7,1220.12222222222
"183",1151.425,878.025,1009.4375,1144.7625,1097.925,1188.9875,1173.8625,1006.125,831.025,1015.575,887.725,1217.6625,1130.7,970.7625,974.6625,947.5375,1163.1,906.3875,1082.4375,915.6625,1132.025,970.525,896.25,974.8875,1077.4875,938.5625,1199.2,1071.525,1083.625,1040.1,1164.775,955.95,1055.175,974.7625,1046.0625,993.525,851.95,1130.025,799.8375,1070.7625,826.1125,1037.1875,1069.95,1170.05,1105.0625,900.4375,923.1375,1030.4375,872.8625,949.45,1093.525,991.75,1187.1625
"189",1191.49508196721,920.367213114754,1051.77868852459,1187.10491803279,1140.24754098361,1230.09508196721,1216.20163934426,1048.46557377049,873.367213114754,1057.9262295082,930.04262295082,1260,1173.03606557377,1013.10327868852,1017.01639344262,989.87868852459,1205.43606557377,948.726229508197,1124.78032786885,958.014754098361,1174.35573770492,1012.85573770492,938.591803278689,1017.22459016393,1119.8262295082,980.896721311475,1241.53606557377,1113.86557377049,1125.95573770492,1082.43606557377,1207.12459016393,998.291803278689,1097.52950819672,1017.10983606557,1088.41475409836,1035.85409836066,894.304918032787,1172.36721311475,842.185245901639,1113.10983606557,868.445901639344,1079.52950819672,1110.08524590164,1212.4,1147.41475409836,942.772131147541,965.470491803279,1072.77213114754,915.214754098361,991.791803278689,1135.84262295082,1034.08852459016,1229.51639344262
