"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",38001,38,1
"BarnesCounty",38003,38,3
"BensonCounty",38005,38,5
"BillingsCounty",38007,38,7
"BottineauCounty",38009,38,9
"BowmanCounty",38011,38,11
"BurkeCounty",38013,38,13
"BurleighCounty",38015,38,15
"CassCounty",38017,38,17
"CavalierCounty",38019,38,19
"DickeyCounty",38021,38,21
"DivideCounty",38023,38,23
"DunnCounty",38025,38,25
"EddyCounty",38027,38,27
"EmmonsCounty",38029,38,29
"FosterCounty",38031,38,31
"GoldenValleyCounty",38033,38,33
"GrandForksCounty",38035,38,35
"GrantCounty",38037,38,37
"GriggsCounty",38039,38,39
"HettingerCounty",38041,38,41
"KidderCounty",38043,38,43
"LaMoureCounty",38045,38,45
"LoganCounty",38047,38,47
"McHenryCounty",38049,38,49
"McIntoshCounty",38051,38,51
"McKenzieCounty",38053,38,53
"McLeanCounty",38055,38,55
"MercerCounty",38057,38,57
"MortonCounty",38059,38,59
"MountrailCounty",38061,38,61
"NelsonCounty",38063,38,63
"OliverCounty",38065,38,65
"PembinaCounty",38067,38,67
"PierceCounty",38069,38,69
"RamseyCounty",38071,38,71
"RansomCounty",38073,38,73
"RenvilleCounty",38075,38,75
"RichlandCounty",38077,38,77
"RoletteCounty",38079,38,79
"SargentCounty",38081,38,81
"SheridanCounty",38083,38,83
"SiouxCounty",38085,38,85
"SlopeCounty",38087,38,87
"StarkCounty",38089,38,89
"SteeleCounty",38091,38,91
"StutsmanCounty",38093,38,93
"TownerCounty",38095,38,95
"TraillCounty",38097,38,97
"WalshCounty",38099,38,99
"WardCounty",38101,38,101
"WellsCounty",38103,38,103
"WilliamsCounty",38105,38,105
