"County","Metropolitan","Town"
"AdamsCounty",0,0
"BarnesCounty",0,4.750543409312
"BensonCounty",0,0
"BillingsCounty",0,0
"BottineauCounty",0,0
"BowmanCounty",0,0
"BurkeCounty",0,0
"BurleighCounty",29.322980870706,1.181287949346
"CassCounty",52.91428102633,0
"CavalierCounty",0,0
"DickeyCounty",0,0
"DivideCounty",0,0
"DunnCounty",0,0
"EddyCounty",0,0
"EmmonsCounty",0,0
"FosterCounty",0,0
"GoldenValleyCounty",0,0
"GrandForksCounty",20.473443107592,2.051485795252
"GrantCounty",0,0
"GriggsCounty",0,0
"HettingerCounty",0,0
"KidderCounty",0,0
"LaMoureCounty",0,0
"LoganCounty",0,0
"McHenryCounty",0,0
"McIntoshCounty",0,0
"McKenzieCounty",0,0
"McLeanCounty",0,0
"MercerCounty",0,1.382094966322
"MortonCounty",9.434544455536,0
"MountrailCounty",0,0
"NelsonCounty",0,0
"OliverCounty",0,0
"PembinaCounty",0,0
"PierceCounty",0,1.49779390554
"RamseyCounty",0,3.250458760606
"RansomCounty",0,0
"RenvilleCounty",0,0
"RichlandCounty",0,4.530907742204
"RoletteCounty",0,0
"SargentCounty",0,0
"SheridanCounty",0,0
"SiouxCounty",0,0
"SlopeCounty",0,0
"StarkCounty",0,7.556050116976
"SteeleCounty",0,0
"StutsmanCounty",0,9.863754357734
"TownerCounty",0,0
"TraillCounty",0,0
"WalshCounty",0,1.838508457134
"WardCounty",0,26.572228445968
"WellsCounty",0,0
"WilliamsCounty",0,7.153899787346
