"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,0,1
2,0.473499644401482,0.526500355598518,3,0
3,0.254823039137209,0.745176960862791,20,14
4,0.329426802845101,0.670573197154899,2,1
5,0.0763722238391646,0.923627776160835,1,1
6,0.566196106237008,0.433803893762992,11,2
7,0.24839876064426,0.75160123935574,14,27
8,0.292865537491358,0.707134462508642,1,10
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,4,0
11,0.700458032798456,0.299541967201545,21,7
12,0.565560499900141,0.434439500099859,13,10
13,0.574043705293349,0.425956294706651,2,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,1
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,4
18,0.816137697627195,0.183862302372805,8,2
19,0.76410936413832,0.23589063586168,11,2
20,0.153884141884506,0.846115858115494,2,0
21,0.48565728180227,0.51434271819773,0,0
22,0.314594230235506,0.685405769764494,7,6
23,0.220262195048898,0.779737804951102,1,1
24,0.143309869173441,0.856690130826559,2,2
25,0.0420698056223771,0.957930194377623,1,13
26,0.370088015307262,0.629911984692738,11,12
27,0.0664638925860683,0.933536107413932,0,4
28,0.13006920545436,0.86993079454564,2,1
29,0.499509853805331,0.500490146194669,4,0
30,0.122154702334916,0.877845297665084,5,2
31,0.85192744406805,0.14807255593195,87,11
32,0.111509729259209,0.888490270740792,3,4
33,0.559794464132708,0.440205535867292,41,12
34,0.145012554189248,0.854987445810752,13,17
35,0.267488635666556,0.732511364333444,4,2
36,0.530552530308083,0.469447469691916,15,6
37,0.0687078468861626,0.931292153113837,1,4
38,0.301345390186715,0.698654609813286,1,0
39,0.423756614437387,0.576243385562613,17,3
40,0.582718022789161,0.417281977210839,160,73
41,0.729234756782916,0.270765243217084,43,11
43,0.0370144082706946,0.962985591729306,4,23
99,0.646446399835973,0.353553600164027,6,1
