"FAFZone","AlachuaCounty","BakerCounty","BayCounty","BradfordCounty","BrevardCounty","BrowardCounty","CalhounCounty","CharlotteCounty","CitrusCounty","ClayCounty","CollierCounty","ColumbiaCounty","DeSotoCounty","DixieCounty","DuvalCounty","EscambiaCounty","FlaglerCounty","FranklinCounty","GadsdenCounty","GilchristCounty","GladesCounty","GulfCounty","HamiltonCounty","HardeeCounty","HendryCounty","HernandoCounty","HighlandsCounty","HillsboroughCounty","HolmesCounty","IndianRiverCounty","JacksonCounty","JeffersonCounty","LafayetteCounty","LakeCounty","LeeCounty","LeonCounty","LevyCounty","LibertyCounty","MadisonCounty","ManateeCounty","MarionCounty","MartinCounty","MiamiDadeCounty","MonroeCounty","NassauCounty","OkaloosaCounty","OkeechobeeCounty","OrangeCounty","OsceolaCounty","PalmBeachCounty","PascoCounty","PinellasCounty","PolkCounty","PutnamCounty","StJohnsCounty","StLucieCounty","SantaRosaCounty","SarasotaCounty","SeminoleCounty","SumterCounty","SuwanneeCounty","TaylorCounty","UnionCounty","VolusiaCounty","WakullaCounty","WaltonCounty","WashingtonCounty"
"182",867.388888888889,852.044444444444,756.327777777778,863.727777777778,1037.98888888889,1175.52777777778,738.355555555555,1087.72777777778,930.4,884.227777777778,1153.23888888889,828.338888888889,1059,872.05,887.2,726.627777777778,948.733333333333,800.827777777778,755.294444444444,859.527777777778,1096.32777777778,781.927777777778,801.288888888889,1034,1118.45555555556,968.138888888889,1047.83888888889,997.238888888889,701.183333333333,1081.45555555556,713.066666666667,797.838888888889,838.438888888889,946.1,1121.13888888889,781.261111111111,899.522222222222,767.011111111111,795.9,1035.39722222222,907.55,1106.85,1210.44444444444,1318.23888888889,878.494444444444,718.172222222222,1072.05555555556,976.138888888889,993.622222222222,1139.1,981.766666666667,1012.65,1010.13888888889,911.788888888889,930.2,1086.13888888889,712.827777777778,1058.28888888889,981.722222222222,931.644444444444,819.55,825.777777777778,847.338888888889,985.966666666667,798.377777777778,716.711111111111,716.427777777778
"183",969.85625,954.54375,878.8625,966.20625,1144.20625,1278.00625,860.8875,1190.20625,1032.85625,986.70625,1255.70625,930.80625,1161.46875,974.54375,973.41875,849.1625,1036.40625,923.375,877.8375,962.00625,1198.79375,904.4625,903.75625,1136.46875,1220.94375,1070.61875,1150.30625,1099.71875,823.7125,1187.63125,835.6125,900.31875,940.90625,1048.58125,1223.61875,901.3875,1001.98125,889.55,898.35625,1137.89375,1010.04375,1209.34375,1312.91875,1420.71875,954.30625,840.7125,1174.54375,1078.60625,1096.1,1241.56875,1084.24375,1115.14375,1112.61875,1014.25625,1017.88125,1188.61875,835.3625,1160.75625,1084.16875,1034.14375,922.04375,928.24375,949.81875,1073.63125,920.9125,839.25,838.9625
"189",857.895901639344,842.557377049181,751.831147540984,854.238524590164,1027.04508196721,1166.04016393442,733.849180327869,1078.22868852459,920.912295081967,874.738524590164,1143.74180327869,818.843442622951,1049.50819672131,862.568032786885,878.985245901639,722.129508196721,938.669672131148,796.34262295082,748.426229508196,850.040163934426,1086.82704918033,777.427868852459,791.799180327869,1024.50737704918,1108.9762295082,958.651639344262,1038.34508196721,987.746721311476,696.686885245902,1070.50081967213,708.568852459016,788.351639344262,828.945081967213,936.618852459017,1111.65,773.329508196721,890.018852459016,762.514754098361,786.410655737705,1025.91229508197,898.068032786885,1097.36803278689,1200.95819672131,1308.74836065574,872.515573770492,713.673770491803,1062.56639344262,966.640163934426,984.131967213115,1129.60819672131,972.273770491804,1003.16475409836,1000.65163934426,902.299180327869,920.131147540983,1076.65,708.331147540984,1048.81147540984,972.220491803279,922.159016393443,810.068032786885,816.287704918033,837.851639344262,975.89262295082,791.737704918032,712.214754098361,711.927868852459
"190",1274.49090909091,1259.14595959595,1127.78080808081,1270.82878787879,1441.26212121213,1582.62777777778,1109.7994949495,1494.8196969697,1337.50454545454,1291.32878787879,1560.32878787879,1235.42777777777,1466.10151515152,1279.16262626263,1294.60151515152,1061.19444444445,1356.29444444444,1172.29141414142,1126.74545454546,1266.62777777778,1503.42070707071,1153.38181818182,1208.39191919192,1441.10151515152,1525.57424242425,1375.24090909091,1454.92777777777,1404.33686868687,1072.63383838383,1484.7106060606,1084.51767676768,1174.48737373738,1245.52878787878,1353.2106060606,1528.24090909091,1152.70757575757,1306.61262626263,1138.47222222222,1203.00454545454,1442.50404040404,1314.66262626263,1513.95757575758,1617.54595959596,1725.33686868687,1297.69292929293,1089.61666666666,1479.16262626263,1383.22777777777,1400.71868686868,1546.2005050505,1388.87272727273,1419.76212121213,1417.24090909091,1318.89191919192,1337.74595959595,1493.24090909091,1078.59797979798,1465.40656565656,1388.81161616161,1338.74595959595,1226.66262626263,1220.69949494949,1254.43484848484,1393.51262626262,1169.82575757576,1088.1702020202,1087.88080808081
"201",1171.65555555556,1156.32222222222,1011.65555555556,1168.02222222222,1338.43333333333,1479.82222222222,993.7,1392.01111111111,1231.88888888889,1188.52222222222,1457.52222222222,1132.61111111111,1363.27777777778,1151.63333333333,1191.77777777778,920,1253.45555555556,1056.17777777778,1010.64444444444,1162.67777777778,1400.61111111111,1037.25555555556,1103.11111111111,1338.27777777778,1422.74444444444,1267.36666666667,1352.11111111111,1301.52222222222,956.533333333333,1381.88888888889,968.422222222222,1058.56666666667,1139.91111111111,1250.38888888889,1425.42222222222,1036.6,1199.87777777778,1022.34444444444,1097.6,1339.67777777777,1211.83333333333,1411.14444444444,1514.73333333333,1622.52222222222,1189,979.388888888889,1376.33333333333,1280.42222222222,1297.9,1443.37777777778,1281.74444444444,1313.23333333333,1314.42222222222,1216.05555555556,1234.92222222222,1390.42222222222,940.844444444444,1362.56666666667,1285.98888888889,1235.92222222222,1122.83333333333,1095.14444444444,1151.62222222222,1290.68888888889,1053.72222222222,972.044444444444,971.755555555555
"202",1248.4,1233.08333333333,1083.31666666667,1244.75,1415.18333333333,1556.55,1065.33333333333,1468.75,1286.35,1265.25,1534.25,1209.35,1440.01666666667,1209.1,1268.51666666667,947.266666666667,1330.21666666667,1127.83333333333,1082.28333333333,1230.25,1477.35,1108.9,1160.31666666667,1415.01666666667,1499.48333333333,1303.68333333333,1428.85,1378.28333333333,1028.18333333333,1458.63333333333,1040.05,1130.23333333333,1194.25,1327.13333333333,1502.18333333333,1108.25,1245.31666666667,1094,1155.88333333333,1416.43333333333,1288.58333333333,1487.88333333333,1591.48333333333,1699.28333333333,1245.35,1000.46666666667,1453.08333333333,1357.15,1374.65,1520.11666666667,1324.08333333333,1360.38333333333,1391.18333333333,1292.81666666667,1311.68333333333,1467.18333333333,968.133333333333,1439.33333333333,1362.73333333333,1312.68333333333,1191.58333333333,1166.78333333333,1228.36666666667,1367.45,1125.36666666667,1029.31666666667,1043.4
"209",1349.52722222223,1334.18166666667,1186.02055555555,1345.86055555556,1516.29166666667,1657.66388888889,1169.18388888889,1569.85055555555,1400.13944444444,1366.36055555556,1635.36055555556,1310.46055555555,1541.135,1323.05055555556,1369.635,1066.365,1431.32833333334,1231.67722222222,1186.13722222222,1336.775,1578.45166666667,1212.76944444445,1275.36166666666,1516.135,1600.605,1429.25388888888,1529.96055555555,1479.375,1135.47,1559.74277777778,1143.905,1234.07833333334,1308.11611111112,1428.24277777778,1603.27277777777,1212.09166666666,1364.96611111111,1197.85611111111,1267.34722222222,1517.53722222222,1389.69277777778,1588.99388888889,1692.58555555555,1800.375,1353.39611111111,1120.34055555556,1554.19277777778,1458.26277777777,1475.74944444445,1621.23833333334,1445.75277777778,1480.70722222223,1492.27277777777,1393.92833333334,1412.78277777777,1568.27277777777,1087.22944444445,1540.43722222223,1463.84277777778,1413.78277777777,1297.325,1270.65944444444,1329.475,1468.54277777777,1229.22166666666,1138.66055555555,1150.45944444445
"211",768.2375,752.9125,715.15,764.575,947.1125,1076.375,697.1625,988.575,831.2375,785.075,1054.075,729.175,959.8375,772.925,785.1375,700.975,848.1375,759.6625,686.1125,760.375,997.175,740.75,702.1375,934.8375,1019.325,868.9875,948.675,898.0875,670.2875,990.55,671.9,698.6875,739.275,846.9375,1021.9875,705.3375,800.35,722.65,696.7375,936.2625,808.425,1007.725,1111.3125,1219.0875,766.0375,692.525,972.925,876.975,894.45,1039.9375,882.625,913.525,910.9875,812.6375,829.6125,986.9875,687.175,959.1375,882.55,832.5,720.425,726.6375,748.1875,885.35,731.2,691.075,679.5625
"212",746.727272727273,731.363636363636,639.327272727273,743.045454545455,916.790909090909,1054.84545454545,621.345454545455,967.027272727273,809.727272727273,763.545454545455,1032.54545454545,707.636363636364,938.327272727273,751.4,764.372727272727,609.636363636364,827.381818181818,683.845454545455,638.327272727273,738.836363636364,975.636363636364,664.945454545454,680.609090909091,913.327272727273,997.809090909091,847.454545454545,927.136363636364,876.545454545455,584.172727272727,960.227272727273,596.054545454546,677.154545454545,717.745454545455,825.427272727273,1000.45454545455,664.245454545455,778.827272727273,650.027272727273,675.227272727273,914.713636363636,786.9,986.181818181818,1089.75454545455,1197.55454545455,755.281818181818,601.163636363636,951.4,855.445454545454,872.936363636364,1018.42727272727,861.109090909091,891.972727272727,889.454545454545,791.109090909091,808.809090909091,965.454545454545,595.827272727273,937.627272727273,861.027272727273,810.954545454545,698.9,705.109090909091,726.654545454545,864.581818181818,681.372727272727,599.727272727273,599.445454545454
"219",693.217326732673,675.666831683168,620.756435643564,687.381683168317,850.478712871287,991.421287128713,602.773267326733,913.145049504951,755.825742574257,701.706435643564,978.655940594059,654.748514851485,884.19702970297,697.191584158416,695.827722772277,610.225247524752,758.235148514851,664.536633663367,601.853465346535,685.950495049505,920.55297029703,646.354455445545,627.712871287129,859.19702970297,942.705445544555,793.566831683168,872.063861386139,822.661881188119,576.69900990099,893.927227722772,577.49504950495,622.446534653465,664.844554455446,769.309405940594,946.566831683168,620.655445544554,725.620792079208,627.329702970297,622.316831683168,860.833663366337,732.510891089109,923.383663366337,1026.33811881189,1134.1292079208,686.85198019802,602.819306930693,893.922772277228,796.720297029703,815.486633663366,954.995049504951,807.199504950495,838.090594059406,834.373762376238,729.729207920792,739.693564356436,902.030198019802,597.482673267327,883.731683168317,799.406435643564,757.076732673267,645.976732673267,650.992079207921,673.362871287129,795.456930693069,645.821782178218,599.330693069307,585.645544554455
"221",594.188888888889,578.844444444444,390.377777777778,590.522222222222,760.966666666667,902.333333333333,413.722222222222,814.522222222222,632.122222222222,611.022222222222,880.022222222222,555.133333333333,785.8,554.877777777778,614.3,256.933333333333,675.988888888889,473.6,428.055555555556,576.022222222222,823.122222222222,425.677777777778,544.222222222222,760.8,845.266666666667,649.433333333333,774.633333333333,724.033333333333,362.144444444444,804.422222222222,386.433333333333,476.011111111111,540.022222222222,672.922222222222,847.933333333333,454.022222222222,591.077777777778,439.766666666667,501.666666666667,762.205555555556,634.355555555555,833.666666666667,937.255555555555,1045.03333333333,623.166666666667,310.122222222222,798.855555555555,702.933333333333,720.422222222222,865.911111111111,669.866666666667,706.166666666667,736.933333333333,638.577777777778,657.444444444444,812.933333333333,277.788888888889,785.1,708.522222222222,658.444444444444,537.355555555555,512.577777777778,574.133333333333,713.222222222222,471.133333333333,338.977777777778,375.888888888889
"222",732,716.6,528.2,728.3,898.75,1040.1,551.5,952.3,769.9,748.8,1017.8,692.9,923.6,692.7,752.1,394.7,813.8,611.4,565.85,713.8,960.9,563.5,682,898.6,983.05,787.2,912.4,861.8,499.95,942.2,524.2,613.8,677.8,810.7,985.7,591.8,728.9,577.6,639.45,900,772.15,971.45,1075.05,1182.8,761,447.9,936.65,840.7,858.2,1003.7,807.7,843.95,874.7,776.4,795.25,950.7,415.6,922.9,846.3,796.25,675.15,650.4,711.9,851,608.9,476.8,513.7
"223",545.34,530,341.52,541.69,712.11,853.49,364.85,765.67,583.27,562.19,831.19,506.29,736.94,506.02,565.44,208.09,627.13,424.75,379.21,527.19,774.27,376.84,495.35,711.94,796.42,600.6,725.79,675.2,313.31,755.55,337.58,427.15,491.18,624.05,799.1,405.17,542.23,390.92,452.82,713.36,585.52,784.82,888.4,996.2,574.32,261.29,750.02,654.08,671.57,817.05,621.02,657.32,688.1,589.73,608.61,764.1,228.94,736.24,659.65,609.61,488.52,463.72,525.3,664.35,422.3,290.12,327.03
"229",702.403488372093,687.061627906977,498.589534883721,698.75,869.175581395348,1010.5488372093,521.926744186047,922.738372093023,740.338372093024,719.25,988.248837209303,663.346511627907,894.017441860465,663.090697674419,722.517441860465,365.148837209302,784.205813953489,581.812790697674,536.273255813953,684.25,931.338372093024,533.905813953488,652.427906976744,869.017441860465,953.48488372093,757.659302325582,882.846511627907,832.25465116279,470.363953488372,912.627906976744,494.645348837209,584.217441860465,648.25,781.127906976744,956.159302325582,562.238372093024,699.303488372093,547.993023255814,609.875581395348,870.420930232558,742.570930232558,941.873255813954,1045.46395348837,1153.25697674419,731.382558139535,418.344186046511,907.070930232558,811.143023255814,828.636046511628,974.112790697674,778.084883720931,814.373255813954,845.159302325582,746.803488372093,765.666279069768,921.159302325582,386.003488372093,893.312790697674,816.725581395349,766.666279069768,645.570930232558,620.793023255814,682.356976744186,821.427906976744,579.354651162791,447.193023255814,484.098837209302
"230",1431.48125,1395.98125,1589.7375,1406.08125,1524.50625,1679.08125,1571.76875,1647.775,1490.45,1394.7375,1713.275,1422.68125,1616.05,1482.19375,1362.55,1618.7375,1425.54375,1588.65625,1545.621875,1469.68125,1644.575,1615.33125,1447.0625,1591.05,1666.71875,1528.1875,1596.08125,1557.2875,1555.0875,1567.95625,1546.48125,1499.75,1468.08125,1484.8625,1681.1875,1522.575,1465.76875,1572.125,1472.40625,1595.440625,1462.40625,1613.1875,1713.99375,1821.7875,1343.4375,1610.275,1604.90625,1500.96875,1526.46875,1642.65625,1541.81875,1572.69375,1558.3875,1424.31875,1406.99375,1589.6875,1604.9375,1618.35,1493.18125,1491.6875,1449.19375,1492.625,1412.025,1462.76875,1545.08125,1588.73125,1558.48125
"241",834.085714285714,798.585714285714,959.278571428571,808.7,927.1,1081.68571428571,980.407142857143,1050.38571428572,893.064285714285,797.364285714285,1115.88571428572,825.285714285714,1018.66428571429,884.8,765.164285714286,988.278571428571,828.164285714286,991.264285714286,950.785714285714,872.285714285714,1047.18571428571,1023.46428571428,849.685714285715,993.664285714286,1069.34285714286,930.785714285714,998.685714285715,959.9,924.614285714286,970.571428571428,916,902.364285714285,870.685714285715,887.478571428572,1083.78571428572,925.185714285715,868.385714285714,974.764285714286,875.014285714286,998.05,865.014285714286,1015.78571428571,1116.6,1224.38571428572,746.064285714285,979.8,1007.51428571429,903.585714285714,929.085714285714,1045.26428571429,944.435714285715,975.3,960.985714285714,826.935714285715,809.6,992.285714285714,974.478571428572,1020.96428571428,895.785714285714,894.3,851.8,895.264285714286,814.65,865.385714285714,947.7,958.278571428571,928
"242",794.1,758.6,919.02,768.7,887.14,1041.7,934.34,1010.38,853.06,757.34,1075.9,785.3,978.66,844.84,725.16,948.02,788.14,951.26,910.78,832.3,1007.18,973.04,809.68,953.66,1029.34,890.8,958.68,919.9,884.4,930.56,875.78,862.36,830.68,847.48,1043.8,885.18,828.36,934.74,835.04,958.09,825.04,975.8,1076.62,1184.4,706.06,939.58,967.54,863.58,889.08,1005.26,904.44,935.34,921,786.94,769.64,952.3,934.24,980.96,855.8,854.34,811.84,855.24,774.64,825.36,907.7,918.02,887.78
"249",842.779166666666,807.279166666666,975.279166666667,817.391666666666,935.791666666667,1090.38333333334,970.291666666667,1059.05,901.720833333334,806,1124.575,833.970833333333,1027.32083333334,893.491666666667,773.8125,1000.45416666667,836.8,984.570833333333,937.366666666667,880.970833333333,1055.86666666666,1009.275,858.333333333333,1002.3125,1077.99166666666,939.491666666667,1007.39166666667,968.591666666666,936.1375,979.241666666667,934.175,898.895833333333,879.391666666666,896.141666666666,1092.49166666666,917.358333333334,877.033333333334,964.175,870.275,1006.74166666666,873.691666666666,1024.49166666666,1125.29166666667,1233.09166666666,754.7,992.016666666666,1016.19166666667,912.266666666666,937.766666666666,1053.92916666667,953.1,983.991666666667,969.691666666666,835.6,818.291666666667,1000.99166666666,986.654166666667,1029.61666666666,904.470833333333,902.991666666667,860.491666666667,903.9,823.3,874.033333333334,941.033333333334,969.745833333333,939.529166666667
"251",1233.6875,1198.1875,1391.925,1208.2875,1326.7125,1481.275,1373.95,1449.9625,1292.625,1196.925,1515.475,1224.875,1418.225,1284.4125,1164.725,1420.925,1227.725,1390.825,1347.8125,1271.875,1446.7625,1417.525,1249.2375,1393.225,1468.9125,1330.3875,1398.275,1359.4875,1357.3,1370.15,1348.6875,1301.925,1270.275,1287.0625,1483.3875,1324.7625,1267.95,1374.3125,1274.6,1397.65625,1264.6,1415.3875,1516.2,1623.9875,1145.625,1412.475,1407.1,1303.1625,1328.6625,1444.825,1344.0125,1374.9125,1360.5875,1226.5125,1209.2,1391.8875,1407.125,1420.525,1295.375,1293.9,1251.4125,1294.8125,1214.225,1264.95,1347.2875,1390.9125,1360.6875
"259",1219.1,1183.6,1370.88333333333,1193.7,1312.1,1466.7,1352.91666666667,1435.38333333333,1278.06666666667,1182.33333333333,1500.9,1210.3,1403.66666666667,1269.8,1150.16666666667,1399.88333333333,1213.16666666667,1376.26666666667,1326.75,1257.3,1432.2,1396.48333333333,1234.68333333333,1378.66666666667,1454.31666666667,1315.8,1383.7,1344.9,1336.25,1355.58333333333,1327.65,1287.36666666667,1255.7,1272.48333333333,1468.8,1310.2,1253.36666666667,1354.75,1260,1383.05,1250,1400.8,1501.6,1609.4,1131.05,1391.45,1392.5,1288.6,1314.1,1430.26666666667,1329.41666666667,1360.3,1346,1211.91666666667,1194.6,1377.3,1386.1,1405.96666666667,1280.8,1279.3,1236.8,1280.21666666667,1199.61666666667,1250.36666666667,1332.7,1369.86666666667,1339.65
"261",1059.53,1044.19,1012.72,1055.88,1195.34,1349.92,994.78,1279.88,1122.53,1065.57,1345.39,1020.49,1251.14,1064.19,1033.41,983.03,1096.37,1057.26,977.11,1051.68,1288.48,1038.33,993.43,1226.14,1310.61,1160.29,1239.99,1189.39,957.59,1238.82,969.49,989.99,1030.59,1138.28,1313.29,995.38,1091.68,1023.42,988.04,1227.54,1099.69,1284.02,1384.82,1492.62,1014.25,974.59,1264.19,1168.28,1185.78,1313.52,1173.9,1204.79,1202.29,1095.14,1077.82,1260.52,969.23,1250.46,1164.02,1123.79,1011.69,1017.92,1039.49,1133.62,1022.49,973.12,972.82
"262",1121.5875,1106.225,1018.9375,1117.9125,1288.55,1433.35,1000.95,1341.9,1184.6,1140.325,1407.4125,1082.5,1313.2,1126.2375,1136.2875,989.2375,1194.8125,1063.45,1017.9,1113.7125,1350.5,1044.5375,1055.4875,1288.2,1372.6625,1222.325,1302,1251.425,963.7875,1332,975.65,1052.025,1092.6,1200.3,1375.325,1043.85,1153.7,1029.6375,1050.1,1289.5875,1161.7375,1365.725,1468.2625,1576.0625,1117.175,980.7625,1326.2375,1230.3125,1247.8,1396.9375,1235.95,1266.85,1264.325,1165.9875,1176.25,1343.9625,975.4375,1312.4875,1237.925,1185.825,1073.7375,1079.9875,1101.525,1232.025,1060.9875,979.325,979.0375
"269",1226.74538461538,1211.41153846154,1139.15692307692,1223.09384615384,1374.36846153846,1523.05692307692,1121.17538461538,1447.08230769231,1289.75615384616,1236.03,1512.59384615384,1187.69461538461,1418.35615384615,1231.41461538461,1217.00384615384,1109.45230769231,1278.80692307693,1183.66,1131.57307692307,1218.89538461538,1455.68076923077,1164.75538461538,1160.64076923077,1393.35615384615,1477.82538461539,1327.50076923077,1407.19461538461,1356.60230769231,1084.01692307692,1417.82230769231,1095.9,1157.20538461538,1197.79538461539,1305.46538461539,1480.50076923077,1153.79461538462,1258.86692307693,1149.84,1155.25615384616,1394.76461538461,1266.91461538461,1456.09461538461,1557.97,1665.76538461538,1201.41615384615,1101.00153846154,1431.41461538461,1335.49538461538,1352.98230769231,1486.61307692307,1341.12692307692,1372.01615384616,1369.50076923077,1265.04230769231,1260.27153846154,1433.66230769231,1095.65538461538,1417.65615384616,1334.10923076923,1291.01307692308,1178.91461538461,1185.13307692307,1206.70538461538,1316.02692307692,1174.95769230769,1099.54461538462,1099.25538461538
"271",1455.20526315789,1439.88947368421,1331.04736842105,1451.57368421053,1621.99473684211,1763.37368421053,1313.08421052632,1675.56315789474,1518.21578947368,1472.07368421053,1741.07368421053,1416.17368421053,1646.82105263158,1459.88947368421,1475.32105263158,1278.59473684211,1537,1375.55789473684,1330.04210526316,1447.37368421053,1684.16842105263,1356.65263157895,1389.1,1621.82105263158,1706.29473684211,1555.97894736842,1635.67368421053,1585.07894736842,1275.93684210526,1665.43684210526,1287.82105263158,1376.42105263158,1426.27368421053,1533.93684210526,1708.97894736842,1356.01052631579,1487.33684210526,1341.74210526316,1383.71578947368,1623.24210526316,1495.38947368421,1694.69473684211,1798.28947368421,1906.07894736842,1510.09473684211,1292.92105263158,1659.88947368421,1563.97368421053,1581.46315789474,1726.92105263158,1569.59473684211,1600.49473684211,1597.97894736842,1499.6,1518.48947368421,1673.97894736842,1287.54736842105,1646.11052631579,1569.54210526316,1519.48947368421,1407.38947368421,1413.59473684211,1435.17894736842,1574.23157894737,1373.12631578947,1291.44210526316,1291.15263157895
"279",1549.00661764706,1533.66102941176,1417.30073529411,1545.34338235294,1715.77720588236,1857.14191176471,1399.31544117647,1769.33676470588,1612.01544117647,1565.84338235294,1834.84338235294,1509.94338235294,1740.61838235294,1553.67867647059,1569.11838235294,1368.70514705882,1630.8080882353,1461.80661764706,1416.2625,1541.14191176471,1777.93676470589,1442.89926470588,1482.9080882353,1715.61838235294,1800.08602941177,1649.75073529411,1729.44338235294,1678.84926470589,1362.15367647059,1759.22279411764,1374.0330882353,1464.35514705882,1520.04338235294,1627.72279411764,1802.75073529411,1442.2294117647,1581.12573529411,1427.99044117647,1477.51544117647,1717.01911764706,1589.17867647059,1788.46838235294,1892.06102941177,1999.84779411764,1594.19338235294,1379.13455882353,1753.67867647059,1657.74338235294,1675.23823529412,1820.71544117647,1663.38455882353,1694.27720588236,1691.75073529411,1593.4080882353,1612.26102941176,1767.75073529411,1372.0580882353,1739.91397058823,1663.32426470589,1613.26102941176,1501.17867647059,1506.12279411764,1528.94926470589,1668.02573529411,1459.34338235294,1377.68602941177,1377.39926470588
"280",575.270731707318,559.937804878048,389.573170731707,571.619512195122,742.049999999999,883.420731707317,393.456097560976,795.609756097561,613.208536585365,592.120731707318,861.120731707318,536.223170731708,766.887804878048,535.963414634146,595.386585365854,273.793902439024,657.071951219512,454.680487804878,409.14512195122,557.119512195122,804.208536585365,421.623170731707,511.720731707317,741.887804878048,826.356097560976,630.534146341463,755.723170731708,705.130487804878,346.55243902439,785.493902439025,367.210975609756,457.078048780488,521.119512195122,653.993902439025,829.032926829268,435.106097560976,572.174390243903,420.859756097561,482.74512195122,743.296341463414,615.446341463414,814.746951219512,918.339024390243,1026.13170731707,593.140243902439,320.329268292683,779.946341463414,684.021951219513,701.508536585366,846.978048780487,650.952439024391,687.246951219512,718.032926829268,619.674390243903,638.542682926829,794.032926829268,294.117073170732,766.185365853658,689.59512195122,639.542682926829,518.44512195122,493.659756097561,555.228048780487,694.295121951219,452.224390243902,344.539024390244,364.830487804878
"291",1148.63076923077,1133.27692307692,998.930769230769,1144.95384615385,1315.39230769231,1456.76153846154,980.930769230769,1368.94615384615,1209.7,1165.45384615385,1434.45384615385,1109.54615384615,1340.23076923077,1142.73076923077,1168.73076923077,915.761538461538,1230.42307692308,1043.43076923077,997.884615384615,1139.96923076923,1377.53846153846,1024.52307692308,1080.83846153846,1315.23076923077,1399.71538461538,1238.56923076923,1329.04615384615,1278.47692307692,943.784615384615,1358.83076923077,955.653846153846,1045.83076923077,1111.96923076923,1227.33076923077,1402.36923076923,1023.84615384615,1171.50769230769,1009.62307692308,1070.09230769231,1316.63461538462,1188.79230769231,1388.08461538462,1491.67692307692,1599.47692307692,1167.76923076923,964.138461538461,1353.29230769231,1257.36153846154,1274.83846153846,1420.33076923077,1260.03076923077,1291.33846153846,1291.36923076923,1193.03076923077,1211.87692307692,1367.36923076923,936.369230769231,1339.53076923077,1262.93076923077,1212.87692307692,1100.1,1082.42307692308,1128.56923076923,1267.63076923077,1040.97692307692,959.323076923077,959.023076923077
"292",912.325,896.9625,773.45,908.65,1079.075,1220.4625,755.45,1132.6375,975.325,929.15,1198.15,873.2625,1103.925,907.5,932.425,708.475,994.125,817.95,772.3875,904.4625,1141.2375,799.05,846.225,1078.925,1163.4,1013.0625,1092.75,1042.1625,718.2875,1122.525,730.175,822.3375,883.35,991.0375,1166.0625,798.3625,944.425,784.1375,840.825,1080.31875,952.475,1151.7625,1255.3625,1363.1625,935.525,735.2875,1116.975,1021.0625,1038.55,1184.025,1026.6875,1057.575,1055.0625,956.725,975.5625,1131.0625,729.95,1103.225,1026.625,976.5625,864.475,856.7875,892.2625,1031.3375,815.4875,733.825,733.55
"299",997.273404255319,981.932978723404,840.427659574468,993.617021276596,1164.04468085106,1305.41808510638,822.452127659574,1217.60744680851,1050.61595744681,1014.1170212766,1283.11595744681,958.214893617021,1188.88404255319,974.821276595745,1017.38404255319,770.155319148936,1079.07553191489,884.937234042553,839.394680851064,984.779787234043,1226.20744680851,866.027659574468,925.317021276596,1163.88404255319,1248.35744680851,1075.46276595745,1177.7170212766,1127.12446808511,785.287234042553,1207.49893617021,797.16914893617,887.339361702128,954.178723404255,1075.99787234043,1251.02553191489,865.36170212766,1011.10212765957,851.117021276596,913.372340425532,1165.28829787234,1037.44042553191,1236.74468085106,1340.33510638298,1448.12553191489,1005.46595744681,806.818085106383,1201.94042553191,1106.01595744681,1123.50638297872,1268.9829787234,1096.28936170213,1130.07872340426,1140.02659574468,1041.67446808511,1060.5329787234,1216.02553191489,789.857446808511,1188.18723404255,1111.59893617021,1061.5329787234,945.246808510638,923.91914893617,977.225531914894,1116.29468085106,882.479787234043,800.409574468085,800.527659574468
"300",2334.49642857143,2319.14642857143,2198.06071428571,2330.83214285714,2501.26607142857,2642.63392857143,2180.07678571429,2554.82321428571,2397.50357142857,2351.33214285714,2620.33214285714,2295.43571428571,2526.10892857143,2339.16607142857,2354.60892857143,2115.44642857143,2416.29821428571,2242.56964285714,2197.025,2326.63392857143,2563.42678571429,2223.65892857143,2268.39821428571,2501.10892857143,2585.58035714286,2435.23571428571,2514.93571428571,2464.34107142857,2142.91785714286,2544.71785714286,2154.79464285714,2245.14821428571,2305.53035714286,2413.21785714286,2588.23571428571,2222.9875,2366.61607142857,2208.75178571429,2263.00357142857,2502.50982142857,2374.66607142857,2573.96607142857,2677.55178571429,2785.34107142857,2367.06607142857,2159.89464285714,2539.16607142857,2443.23214285714,2460.72678571429,2606.20535714286,2448.87857142857,2479.76607142857,2477.23571428571,2378.89821428571,2397.75357142857,2553.23571428571,2132.44285714286,2525.40714285714,2448.81785714286,2398.75357142857,2286.66785714286,2279.575,2314.4375,2453.51964285714,2240.10178571429,2158.45,2158.15892857143
"311",1344.55,1329.23333333333,1202.15,1340.9,1511.35,1652.7,1184.15,1564.85,1407.55,1361.4,1630.4,1305.48333333333,1536.15,1349.25,1364.65,1108.98333333333,1426.35,1246.65,1201.13333333333,1336.7,1573.46666666667,1227.75,1278.45,1511.15,1595.65,1445.31666666667,1524.98333333333,1474.41666666667,1147.03333333333,1554.75,1158.9,1249.05,1315.58333333333,1423.25,1598.31666666667,1227.06666666667,1376.65,1212.85,1273.05,1512.58333333333,1384.75,1584.03333333333,1687.63333333333,1795.41666666667,1367.75,1163.98333333333,1549.25,1453.31666666667,1470.75,1616.25,1458.95,1489.85,1487.31666666667,1388.95,1407.81666666667,1563.31666666667,1129.85,1535.45,1458.85,1408.81666666667,1296.75,1285.65,1324.51666666667,1463.55,1244.21666666667,1162.55,1162.25
