"SCTG","PctEmpty","N"
1,0.404712182455824,2
2,0.409262159847782,3
3,0.29666833897798,40
4,0.40062253072999,4
5,0.199516035193507,2
6,0.233819993625509,14
7,0.223438345364857,55
8,0.157543904521084,16
9,0.220797674677544,0
10,0.345868222703136,4
11,0.372416989777422,35
12,0.333360856229463,28
13,0.382289317879428,2
14,0.330631811974,0
15,0.394477968299597,1
16,0.411406611770122,0
17,0.405256894636644,6
18,0.118776920982779,11
19,0.141726715721381,13
20,0.319153846071907,4
21,0.163003296356002,0
22,0.414317876360192,15
23,0.329297413853261,2
24,0.259173648542417,5
25,0.416837364787231,16
26,0.432236490082342,29
27,0.207833893632727,5
28,0.216947168869503,4
29,0.142965266998763,4
30,0.150707615637309,8
31,0.45622747421084,101
32,0.217604044021483,9
33,0.130985634175924,68
34,0.248780504975044,35
35,0.159588441529491,7
36,0.444089156344542,24
37,0.179037995207116,6
38,0.253528170079209,1
39,0.185534245792151,27
40,0.193956158994332,272
41,0.264207479627005,65
43,0.17659345382064,36
99,0.377666020609811,8
