Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,Bloomington,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Bloomington,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Bloomington,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Bloomington,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Evansville,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Evansville,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Evansville,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Evansville,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,FortWayne,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,FortWayne,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,FortWayne,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,FortWayne,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Indianapolis,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Indianapolis,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Indianapolis,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Indianapolis,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Kokomo,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Kokomo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Kokomo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Kokomo,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Lafayette,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Lafayette,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Lafayette,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Lafayette,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,LouisvilleJeffersonCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,LouisvilleJeffersonCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,LouisvilleJeffersonCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,LouisvilleJeffersonCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,SouthBend,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,SouthBend,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,SouthBend,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,SouthBend,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,TerreHaute,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,TerreHaute,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,TerreHaute,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,TerreHaute,0,0,0,0,0,0,0,0,0,0,0,0,0
