Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,Lincoln,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Lincoln,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Omaha,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Omaha,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Omaha,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Omaha,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,SiouxCity,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,SiouxCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,SiouxCity,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,SiouxCity,0,0,0,0,0,0,0,0,0,0,0,0,0
