"SCTG","PctEmpty","N"
1,0.404712182455824,6
2,0.398463983235865,63
3,0.247641547619028,47
4,0.257741412967476,20
5,0.199516035193507,7
6,0.130948529383963,12
7,0.189327303367028,63
8,0.24730900885297,12
9,0.220797674677544,0
10,0.345868222703136,5
11,0.482654083395016,11
12,0.428658183546235,81
13,0.310702155385392,12
14,0.330631811974,0
15,0.394477968299597,2
16,0.411406611770122,2
17,0.405256894636644,1
18,0.091441809939033,12
19,0.208409892072855,11
20,0.319153846071907,2
21,0.163003296356002,3
22,0.381398011930285,9
23,0.329297413853261,5
24,0.259173648542417,7
25,0.456258927483306,37
26,0.255568858682218,41
27,0.207833893632727,8
28,0.166096177651324,17
29,0.142965266998763,2
30,0.150707615637309,4
31,0.324271628500931,58
32,0.257275073951522,14
33,0.0370742245044479,77
34,0.31640880825333,42
35,0.159588441529491,5
36,0.332267586662536,34
37,0.179037995207116,6
38,0.253528170079209,2
39,0.146741055925223,21
40,0.201742777881026,264
41,0.290891652727417,67
43,0.119109435551541,41
99,0.377666020609811,7
