"SCTG","Payload","N"
1,12.2468285097997,4
2,13.8407015966163,58
3,9.0463202071194,42
4,13.3126083110215,19
5,15.3568767024241,7
6,9.98843344786069,11
7,17.6773164962839,54
8,9.60384616381842,12
9,12.5303662811142,0
10,12.7559630168912,5
11,10.8157678481961,11
12,16.5997032916311,77
13,11.9028377577715,10
14,19.7343283246373,0
15,21.9759244651015,1
16,14.0428921341034,2
17,24.3515448152176,1
18,7.31271342874134,11
19,6.71699739148592,10
20,14.6935220971178,2
21,5.12434471305138,2
22,9.93234871988097,9
23,12.2174191704086,4
24,9.66549316294252,7
25,18.5726327152103,33
26,8.99660992311634,37
27,16.5382555630002,7
28,20.1577380813115,15
29,5.51350467372506,2
30,10.307661585523,3
31,15.3546071222516,58
32,14.7569285612854,13
33,4.66147480787045,66
34,17.6328489428741,36
35,6.91185118160956,5
36,7.17151593363033,31
37,17.1134794135312,6
38,4.51852664992441,2
39,6.60200882144246,21
40,6.71920683903141,240
41,7.73269812954102,58
43,15.4312347026503,36
99,10.8934974922361,7
