Value,Area,Fwy,Art,Other
BusVmt,Appleton,,,
TruckVmt,Appleton,,,
BusVmt,Duluth,,,
TruckVmt,Duluth,,,
BusVmt,EauClaire,,,
TruckVmt,EauClaire,,,
BusVmt,GreenBay,,,
TruckVmt,GreenBay,,,
BusVmt,Janesville,,,
TruckVmt,Janesville,,,
BusVmt,LaCrosse,,,
TruckVmt,LaCrosse,,,
BusVmt,Madison,,,
TruckVmt,Madison,,,
BusVmt,Milwaukee,,,
TruckVmt,Milwaukee,,,
BusVmt,MinneapolisStPaul,,,
TruckVmt,MinneapolisStPaul,,,
BusVmt,Sheboygan,,,
TruckVmt,Sheboygan,,,
BusVmt,Wausau,,,
TruckVmt,Wausau,,,
