"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,0,4
2,0.567431305456703,0.432568694543297,38,20
3,0.503328687198822,0.496671312801178,28,14
4,0.43853327098115,0.56146672901885,11,8
5,0.0763722238391646,0.923627776160835,0,7
6,0.0956031894693386,0.904396810530661,4,7
7,0.175988139546597,0.824011860453403,11,43
8,0.297914495013753,0.702085504986247,4,8
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,5,0
11,1,0,11,0
12,0.868778570830902,0.131221429169098,66,11
13,0.722854722666044,0.277145277333956,8,2
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,1
16,0.292247289852626,0.707752710147374,1,1
17,0.0512840369554983,0.948715963044502,1,0
18,1,0,11,0
19,0.840815443614057,0.159184556385943,9,1
20,0.153884141884506,0.846115858115494,0,2
21,0.48565728180227,0.51434271819773,1,1
22,0.634547071721447,0.365452928278553,7,2
23,0.220262195048898,0.779737804951102,4,0
24,0.143309869173441,0.856690130826559,5,2
25,0.0840111520252732,0.915988847974727,6,27
26,0.262136353243746,0.737863646756254,16,21
27,0.0664638925860683,0.933536107413932,0,7
28,0.0716264875256004,0.9283735124744,1,14
29,0.499509853805331,0.500490146194669,2,0
30,0.122154702334916,0.877845297665084,3,0
31,0.7013348628996,0.2986651371004,43,15
32,0.177258755183006,0.822741244816995,3,10
33,0.519812231388112,0.480187768611888,49,17
34,0.0200420507448894,0.97995794925511,3,33
35,0.267488635666556,0.732511364333444,5,0
36,0.175910084465361,0.824089915534639,17,14
37,0.0687078468861626,0.931292153113837,1,5
38,0.301345390186715,0.698654609813286,1,1
39,0.141904921062176,0.858095078937824,11,10
40,0.434091114666313,0.565908885333687,155,85
41,0.764160637023461,0.235839362976539,50,8
43,0.0184601984569229,0.981539801543077,1,35
99,0.646446399835973,0.353553600164027,6,1
