"FAFZone","AdamsCounty","AshlandCounty","BarronCounty","BayfieldCounty","BrownCounty","BuffaloCounty","BurnettCounty","CalumetCounty","ChippewaCounty","ClarkCounty","ColumbiaCounty","CrawfordCounty","DaneCounty","DodgeCounty","DoorCounty","DouglasCounty","DunnCounty","EauClaireCounty","FlorenceCounty","FondduLacCounty","ForestCounty","GrantCounty","GreenCounty","GreenLakeCounty","IowaCounty","IronCounty","JacksonCounty","JeffersonCounty","JuneauCounty","KenoshaCounty","KewauneeCounty","LaCrosseCounty","LafayetteCounty","LangladeCounty","LincolnCounty","ManitowocCounty","MarathonCounty","MarinetteCounty","MarquetteCounty","MenomineeCounty","MilwaukeeCounty","MonroeCounty","OcontoCounty","OneidaCounty","OutagamieCounty","OzaukeeCounty","PepinCounty","PierceCounty","PolkCounty","PortageCounty","PriceCounty","RacineCounty","RichlandCounty","RockCounty","RuskCounty","StCroixCounty","SaukCounty","SawyerCounty","ShawanoCounty","SheboyganCounty","TaylorCounty","TrempealeauCounty","VernonCounty","VilasCounty","WalworthCounty","WashburnCounty","WashingtonCounty","WaukeshaCounty","WaupacaCounty","WausharaCounty","WinnebagoCounty","WoodCounty"
"132",1146.66666666667,1349.16666666667,1297.96666666667,1382.46666666667,1167.98333333333,1266.23333333333,1352.66666666667,1135.68333333333,1266.11666666667,1240.46666666667,1097.76666666667,1181.76666666667,1075.65,1109.63333333333,1219.48333333333,1379.21666666667,1273.86666666667,1241.76666666667,1290.48333333333,1115.08333333333,1268.71666666667,1133.75,1064.55,1147.18333333333,1116.91666666667,1321.65,1199.06666666667,1076.16666666667,1150.66666666667,1017.48333333333,1187.78333333333,1206.66666666667,1087.46666666667,1245.08333333333,1237.08333333333,1132.7,1211.06666666667,1228.03333333333,1129.86666666667,1210.13333333333,1052.91666666667,1172.66666666667,1215.58333333333,1271.26666666667,1160.58333333333,1073.23333333333,1266.96666666667,1291.91666666667,1330.46666666667,1172.06666666667,1296.76666666667,1029.58333333333,1139.56666666667,1038.23333333333,1290.98333333333,1308.86666666667,1121.91666666667,1337.96666666667,1206.15,1108.33333333333,1263.86666666667,1228.11666666667,1171.26666666667,1298.86666666667,1042.58333333333,1329.16666666667,1083.38333333333,1067.28333333333,1181.08333333333,1156.06666666667,1139.63333333333,1184.91666666667
"139",1040.5149122807,1242.98771929825,1191.80043859649,1276.30526315789,1064.85263157895,1160.05350877193,1246.51403508772,1032.55526315789,1159.9548245614,1134.30043859649,991.588596491228,1077.86140350877,969.45350877193,1006.50745614035,1116.36096491228,1273.04736842105,1167.66228070175,1135.62456140351,1187.38771929825,1011.93947368421,1165.59824561404,1029.40175438596,958.992105263158,1044.06271929825,1010.73421052632,1215.45263157895,1092.8798245614,960.264473684211,1044.46666666667,914.352631578947,1084.66228070175,1100.50438596491,980.13947368421,1141.96271929825,1130.9350877193,1029.58421052632,1104.85350877193,1124.91666666667,1023.69385964912,1106.99736842105,949.79649122807,1066.48947368421,1112.47543859649,1165.07631578947,1057.46359649123,970.104824561404,1160.80526315789,1185.74385964912,1224.30043859649,1065.85263157895,1190.59868421053,926.463157894737,1033.40526315789,932.054385964912,1184.82105263158,1202.71228070175,1015.73421052632,1231.76315789474,1103.01666666667,1005.20833333333,1157.72368421053,1121.94473684211,1065.12456140351,1192.69956140351,939.467543859649,1222.97850877193,980.25350877193,964.161842105263,1077.97543859649,1051.26140350877,1036.49736842105,1078.73421052632
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",1550.18409090909,1455.45681818182,1406.14318181818,1418.03409090909,1621.19090909091,1450.43636363637,1389.70454545455,1637.97727272727,1451.79545454545,1496.02272727273,1571.57159090909,1495.92272727273,1564.13863636363,1600.29659090909,1679.34772727273,1391.49204545454,1417.40681818182,1441.86136363636,1606.02272727273,1608.43522727273,1564.17954545454,1505.91136363636,1553.01931818182,1599.63181818182,1526.84545454545,1488.20227272728,1483.71136363637,1605.17272727273,1538.86818181818,1645.51363636363,1647.65,1502.75795454546,1520.6125,1582.87045454545,1559.21363636364,1666.13522727273,1529.24545454545,1649.20113636363,1580.08181818182,1601.03409090909,1639.94318181818,1519.31363636363,1618.77954545454,1535.79772727272,1620.78409090909,1648.67954545454,1427.62272727273,1397.01136363636,1377.18181818182,1553.74772727273,1494.27727272727,1642.95681818182,1532.84772727273,1593.15,1443.46363636364,1389.05,1550.10113636363,1452.78977272727,1581.71363636364,1657.57386363636,1506.85,1479.34090909091,1514.42727272727,1553.54090909091,1610.04318181818,1415.47045454546,1636.90454545454,1630.03636363636,1594.61818181818,1576.95454545455,1610.31818181818,1526.23409090909
"171",213.065384615385,415.542307692308,364.342307692307,448.857692307693,237.123076923077,332.611538461538,419.065384615385,204.830769230769,332.515384615385,306.842307692307,164.142307692307,245.269230769231,142.01923076923,153.853846153846,289.353846153846,445.588461538462,340.234615384615,308.165384615384,358.676923076923,178.238461538462,335.3,195.6,128.584615384615,197.884615384615,176.926923076923,388.026923076923,265.434615384615,129.815384615384,217.034615384616,92.0692307692308,257.661538461538,273.065384615385,152.807692307692,301.130769230769,303.465384615384,202.569230769231,277.426923076923,296.246153846154,196.234615384615,271.569230769231,121.630769230769,239.034615384616,279.046153846154,337.634615384615,222.046153846154,143.107692307692,333.357692307693,358.296153846154,396.842307692307,238.426923076923,363.157692307693,104.176923076923,203.388461538462,104.780769230769,357.365384615385,375.265384615385,186.126923076923,404.334615384616,267.607692307692,178.192307692308,330.265384615385,294.496153846154,236.557692307692,365.246153846154,91.2461538461538,395.534615384616,146.346153846154,125.630769230769,241.7,223.011538461538,201.069230769231,251.273076923077
"172",425.066666666667,627.544444444444,576.344444444444,660.844444444444,478.377777777778,532.6,631.077777777778,446.077777777778,544.505555555556,518.844444444444,376.144444444444,398.922222222222,354.011111111111,371.444444444444,529.877777777778,657.6,552.211111111111,520.188888888889,600.922222222222,414.711111111111,573.988888888889,350.394444444445,339.511111111111,414.988888888889,351.777777777778,600.011111111111,477.433333333333,344.044444444444,429.011111111111,327.877777777778,498.177777777778,475.666666666667,323.955555555556,524.044444444444,515.488888888889,443.122222222222,489.411111111111,538.444444444444,408.244444444444,504.322222222222,363.322222222222,451.044444444444,512.644444444445,549.611111111111,454.777777777778,383.633333333333,534.511111111111,548.844444444444,598.372222222222,450.411111111111,575.144444444445,339.977777777778,402.411111111111,316.611111111111,569.388888888889,577.716666666666,400.288888888889,616.311111111111,500.344444444444,418.733333333333,542.288888888889,506.511111111111,416.311111111111,577.244444444444,330.055555555556,607.544444444444,387.166666666667,366.011111111111,472.833333333333,437.666666666667,433.822222222222,463.288888888889
"179",360.813125,560.274375,504.31375,594.40375,406.85375,464.414375,557.699375,376.66375,472.473125,447.005,318.608125,349.474375,295.801875,314.560625,461.8475,585.56,479.5575,448.3325,529.689375,347.925625,505.311875,301.805625,272.235,357.04,307.5525,542.47375,405.586875,287.459375,363.569375,266.29375,430.15,400.67625,277.895625,465.819375,457.95125,375.88125,431.8775,467.219375,350.709375,439.8675,294.855625,379.96625,446.8375,492.0975,390.329375,316.401875,468.58,490.06,533.978125,392.8775,507.884375,276.13375,335.83,259.821875,497.533125,512.696875,331.3075,544.2875,435.89,351.501875,474.955625,431.865625,362.39125,519.715625,270.840625,535.495625,320.00125,300.558125,408.971875,379.895625,369.3675,403.8975
"181",279.78,482.22,431.04,515.58,273.82,399.3,485.78,241.52,399.21,373.54,230.82,322.62,208.7,215.48,325.34,512.3,406.9,374.88,396.38,220.9,374.58,264.7,194.18,253.04,249.98,454.7,332.1,202.8,283.7,123.32,293.62,339.76,224.94,350.94,370.18,238.58,344.1,333.9,262.92,315.98,158.78,305.72,321.48,404.32,266.44,179.1,400.08,425,463.54,305.1,429.84,135.44,272.66,171.3,424.08,441.98,254.98,471,312,214.18,396.98,361.18,304.38,431.94,148.46,462.22,189.22,173.14,286.98,282.78,245.48,317.98
"182",424.244444444444,626.722222222222,575.527777777778,660.044444444444,418.322222222222,543.783333333333,630.255555555556,386.022222222222,543.691666666666,518.027777777778,375.322222222222,467.233333333333,353.183333333333,359.972222222222,469.827777777778,656.777777777778,551.388888888889,519.355555555555,540.855555555555,365.394444444444,519.072222222222,410.411111111111,338.655555555556,397.533333333333,394.461111111111,599.183333333333,476.605555555556,347.283333333333,428.188888888889,267.822222222222,438.133333333333,484.244444444444,369.427777777778,495.427777777778,514.661111111111,383.055555555556,488.583333333333,478.383333333333,407.422222222222,460.461111111111,303.266666666667,450.211111111111,465.955555555556,548.8,410.927777777778,323.577777777778,544.544444444444,569.477777777778,608.027777777778,449.583333333333,574.327777777778,279.927777777778,417.144444444444,315.783333333333,568.555555555556,586.444444444444,399.461111111111,615.488888888889,456.483333333333,358.683333333333,541.455555555556,505.677777777778,448.855555555556,576.433333333333,292.938888888889,606.705555555556,333.711111111111,317.633333333333,431.455555555556,427.244444444444,389.961111111111,462.461111111111
"183",391.3,593.7625,542.5625,627.075,385.3625,510.825,597.3125,353.0625,510.725,485.0625,342.3625,434.15,320.225,327.025,436.8625,623.825,518.4375,486.425,507.925,332.4375,486.125,376.2375,305.725,364.5625,361.525,566.225,443.65,314.325,395.2375,234.8625,405.1625,451.275,336.4625,462.4625,481.725,350.125,455.6375,445.4375,374.4625,427.525,270.325,417.25,433,515.8375,377.9625,290.625,511.5875,536.525,575.0625,416.6375,541.3625,246.9625,384.1875,282.825,535.6125,553.5,366.525,582.5375,423.5375,325.725,508.525,472.725,415.9125,543.4625,259.975,573.75,300.75,284.6625,398.5,394.2875,357.025,429.525
"189",433.637704918033,636.101639344262,584.914754098361,669.426229508197,426.696721311475,553.170491803279,639.637704918033,394.401639344262,553.076229508197,527.413114754098,384.7,469.309836065574,362.567213114754,368.072131147541,478.211475409836,666.16393442623,560.780327868852,528.744262295082,549.24262295082,373.785245901639,527.454098360656,414.306557377049,349.860655737705,405.722950819672,403.854098360656,608.567213114754,485.993442622951,355.660655737705,437.575409836066,276.195081967213,446.513114754098,493.629508196721,377.34262295082,503.804918032787,524.05737704918,391.444262295082,497.972131147541,486.770491803279,416.804918032787,468.850819672131,311.654098360656,459.6,474.331147540984,558.183606557377,419.311475409836,331.960655737705,553.926229508197,578.863934426229,617.414754098361,458.972131147541,583.714754098361,288.313114754098,426.526229508197,325.167213114754,577.945901639344,595.834426229508,408.854098360656,624.87868852459,464.868852459016,367.06393442623,550.84262295082,515.063934426229,458.24262295082,585.808196721312,301.454098360656,616.091803278689,342.098360655738,326.011475409836,439.831147540984,438.998360655738,398.350819672131,471.854098360656
"190",320.897474747475,437.928787878788,333.470202020202,436.209090909091,413.978787878788,268.186363636364,355.189898989899,393.110101010101,325.468686868687,326.461111111111,317.378787878788,214.617171717172,283.297474747474,336.159595959596,477.79898989899,413.631818181818,301.406565656566,298.797474747475,508.460101010101,354.372727272727,471.288383838384,217.867676767677,261.054545454546,350.671717171717,240.491919191919,470.929797979798,297.439898989899,328.353535353535,300.491414141414,359.999494949495,446.10101010101,249.807070707071,231.180303030303,428.781313131313,409.542929292929,426.185353535353,380.071212121212,474.445454545455,336.171717171717,432.929292929293,363.481818181818,276.979292929293,443.29898989899,443.690404040404,390.783838383838,381.446464646465,267.271717171717,267.526262626262,315.79696969697,358.703535353535,406.038888888889,361.077272727273,248.724242424243,302.549494949495,363.735858585859,292.238383838384,287.755555555556,387.724747474747,417.552525252525,400.086868686869,364.791414141414,279.031818181818,248.517171717171,471.309595959596,325.095454545455,359.587373737374,367.868686868687,351.855555555556,391.618686868687,354.917676767677,369.824242424242,336.198484848485
"201",585.422222222222,669.866666666667,561.933333333333,660.8,652.244444444444,499.688888888889,567.411111111111,626.655555555556,566.85,570.977777777778,548.555555555556,449.655555555556,515.311111111111,568.322222222222,715.866666666667,640.822222222222,532.444444444444,531.311111111111,758.222222222222,589.111111111111,716.244444444444,454.633333333333,488.211111111111,619.222222222222,475.722222222222,706.155555555556,551.355555555555,569.944444444444,558.444444444444,588.855555555555,684.177777777778,500.1,460.066666666667,678.188888888889,654.522222222222,681.911111111111,624.544444444444,712.733333333333,599.677777777778,694.922222222222,598.266666666667,530.911111111111,686.3,688.655555555556,629.055555555556,622.422222222222,494.9,488.744444444444,532.777777777778,612.433333333333,650.088888888889,589.366666666667,488.188888888889,542.533333333333,607.222222222222,504.111111111111,521.522222222222,621.5,673.088888888889,657.522222222222,602.144444444445,519.933333333333,486.911111111111,716.277777777778,555.977777777778,584.155555555556,616.277777777778,594.366666666667,648.911111111111,612.211111111111,608.111111111111,591.222222222222
"202",765.2,849.616666666667,741.716666666667,840.55,832.016666666667,679.45,747.166666666667,806.416666666667,746.608333333333,750.75,728.316666666667,629.416666666667,695.066666666667,748.116666666667,895.616666666667,820.616666666667,712.216666666667,711.083333333333,937.983333333333,768.883333333333,896.016666666667,634.416666666667,667.966666666667,799.016666666667,655.483333333333,885.916666666667,731.116666666667,749.716666666667,738.216666666667,768.616666666667,863.933333333333,679.866666666667,639.816666666667,857.95,834.316666666667,861.666666666667,804.316666666667,892.516666666667,779.433333333333,874.7,778.033333333333,710.683333333333,866.05,868.416666666667,808.816666666667,802.2,674.666666666667,668.516666666667,712.533333333333,792.216666666667,829.833333333333,769.116666666667,667.95,722.316666666667,786.983333333333,683.866666666667,701.3,801.25,852.833333333333,837.316666666667,781.916666666667,699.716666666667,666.666666666667,896.033333333333,735.75,763.916666666667,796.033333333333,774.116666666667,828.666666666667,791.966666666667,787.883333333333,771.016666666667
"209",783.112777777778,867.563888888889,759.632777777778,858.482777777778,850.927222222223,697.371666666666,765.090555555556,825.175,764.532222222222,768.670555555555,747.148333333334,647.352777777778,713.492777777778,766.362777777778,914.750555555555,838.523333333333,730.146111111112,729.002777777778,955.905,787.691666666666,913.955,652.332777777777,685.893888888889,817.099444444445,673.405,903.852777777778,749.057222222222,767.331666666666,756.146111111112,784.810555555556,883.048333333334,697.781666666667,657.762777777778,875.872777777778,852.213888888889,879.078333333333,822.245,911.384444444444,797.530555555556,892.812777777777,795.517222222222,728.601666666666,884.875,886.352777777778,827.655,819.599444444445,692.581666666666,686.445,730.470555555556,810.132777777778,847.771666666667,785.961666666666,685.871666666666,739.909444444444,804.905,701.789444444444,719.202777777778,819.181666666667,870.771666666667,854.701666666666,799.841666666666,717.624444444445,684.590555555556,913.970555555556,753.357222222223,781.852777777778,813.657222222223,791.750555555555,846.590555555556,809.892777777777,806.691666666666,788.913888888889
"211",543.8125,746.3125,695.1125,779.6125,537.9125,663.375,749.8125,505.6125,663.2625,637.6125,494.9125,586.7125,472.7625,479.5625,589.4125,776.35,670.975,638.9375,660.4375,485,638.6375,528.7875,458.2375,517.1125,514.0375,718.775,596.2,466.875,547.7875,387.4125,557.7125,603.8125,489.0125,615.0125,634.2375,502.6125,608.1625,597.9625,527.0125,580.0375,422.8375,569.8125,585.5125,668.4,530.5125,443.1625,664.1125,689.05,727.6125,569.1625,693.9125,399.5125,536.7125,435.375,688.1375,706.0125,519.0375,735.1,576.075,478.25,661.0125,625.25,568.4375,696.0125,412.5125,726.3125,453.3125,437.2125,551.0125,546.8125,509.5375,582.0375
"212",546.3,748.772727272727,697.572727272727,782.1,540.372727272727,665.827272727273,752.3,508.072727272727,665.745454545455,640.072727272727,497.372727272727,589.172727272727,475.236363636364,482.027272727273,591.881818181818,778.818181818182,673.472727272727,641.409090909091,662.909090909091,487.472727272727,641.118181818182,531.254545454545,460.7,519.572727272727,516.518181818182,721.236363636364,598.672727272727,469.327272727273,550.254545454545,389.872727272727,560.190909090909,606.290909090909,491.490909090909,617.490909090909,636.709090909091,505.109090909091,610.627272727273,600.436363636364,529.472727272727,582.518181818182,425.318181818182,572.272727272727,588,670.872727272727,532.990909090909,445.627272727273,666.6,691.527272727273,730.072727272727,571.627272727273,696.381818181818,401.990909090909,539.2,437.827272727273,690.609090909091,708.5,521.518181818182,737.545454545455,578.536363636364,480.727272727273,663.5,627.727272727273,570.909090909091,698.490909090909,414.990909090909,728.772727272727,455.772727272727,439.681818181818,553.5,549.3,512.018181818182,584.518181818182
"219",622.493069306931,824.966336633663,773.777227722772,858.287128712871,620.641584158416,742.034653465347,828.493069306931,588.344554455446,741.933663366337,716.277227722772,573.565346534653,655.852475247525,551.432673267327,559.881188118812,672.155445544554,855.023762376238,749.642574257426,717.604950495049,743.180198019802,567.727722772277,721.390594059406,600.768316831683,538.239603960396,598.266831683168,592.712871287129,797.431683168317,674.852475247525,544.486138613861,626.439603960396,470.143564356436,640.456435643564,682.484158415842,565.973267326733,697.708910891089,712.911386138614,585.384158415842,686.830693069307,680.705940594059,605.664356435644,662.790594059406,505.591584158416,648.466336633663,668.272277227723,747.055445544554,613.249504950495,525.89801980198,742.787128712871,767.725742574257,806.277227722772,647.830693069307,772.578217821782,482.249504950495,615.383168316832,514.033663366337,766.80594059406,784.69405940594,597.712871287129,813.742574257426,658.811881188119,560.99900990099,739.70297029703,703.920792079208,647.104950495049,774.673267326733,496.396039603961,804.956435643564,536.045544554456,519.954455445544,633.772277227723,627.964356435643,592.289603960396,660.713861386139
"221",1087.55555555556,1290.01111111111,1238.82222222222,1323.33333333333,1111.91111111111,1207.07777777778,1293.55555555556,1079.58888888889,1206.98333333333,1181.32222222222,1038.58888888889,1074.17777777778,1016.46666666667,1033.9,1163.42222222222,1320.06666666667,1214.67777777778,1182.65555555556,1234.45555555556,1058.97777777778,1212.66666666667,1026.17777777778,1007.15555555556,1077.46666666667,1016.85555555556,1262.46666666667,1139.87777777778,1006.47777777778,1091.47777777778,961.4,1131.71111111111,1147.53333333333,989.522222222222,1186.52222222222,1177.96666666667,1076.65555555556,1151.86666666667,1171.96666666667,1070.67777777778,1154.06666666667,996.855555555556,1113.51111111111,1159.55555555556,1212.07777777778,1104.52222222222,1017.16666666667,1207.83333333333,1152.02777777778,1271.32222222222,1112.86666666667,1237.61111111111,973.522222222222,1080.43333333333,979.066666666667,1231.85555555556,1249.74444444444,1062.75555555556,1278.77777777778,1150.07777777778,1052.26666666667,1204.75555555556,1168.96666666667,1089.25555555556,1239.71111111111,992.522222222222,1269.97777777778,1027.3,1011.22222222222,1125.05555555556,1100.14444444444,1083.56666666667,1125.75555555556
"222",1241.6,1444.1,1341.45,1433.15,1266,1228.625,1296.325,1233.7,1361.05,1335.4,1192.7,1228.3,1170.55,1188,1317.5,1421.5,1261.375,1336.7,1388.5,1213.05,1366.7,1180.25,1161.2,1231.5,1170.9,1416.55,1294,1160.55,1245.55,1115.5,1285.8,1301.6,1143.6,1340.6,1332,1230.7,1305.95,1326.05,1224.8,1308.1,1150.9,1267.6,1313.6,1366.15,1258.6,1171.2,1223.825,1217.725,1261.725,1266.95,1391.7,1127.6,1234.5,1133.1,1385.9,1233.025,1216.8,1432.85,1304.1,1206.3,1358.8,1323,1243.3,1393.8,1146.6,1368.2,1181.4,1165.3,1279.1,1254.2,1237.6,1279.8
"223",1098.85,1301.31,1250.12,1334.63,1123.21,1218.4,1304.85,1090.91,1218.27,1192.62,1049.91,1085.51,1027.8,1045.21,1174.71,1331.4,1226,1193.98,1245.75,1070.31,1223.99,1037.5,1018.47,1088.78,1028.18,1273.8,1151.21,1017.81,1102.81,972.71,1143.02,1158.82,1000.81,1197.81,1189.28,1087.98,1163.2,1183.3,1082.01,1165.39,1008.18,1124.81,1170.85,1223.41,1115.81,1028.5,1219.13,1163.355,1282.62,1124.2,1248.92,984.81,1091.72,990.4,1243.17,1261.04,1074.09,1290.11,1161.4,1063.59,1216.08,1180.3,1100.58,1251.02,1003.83,1281.31,1038.61,1022.52,1136.35,1111.45,1094.89,1137.09
"229",1047.55116279069,1250.01627906977,1184.1488372093,1273.79651162791,1086.60813953488,1128.00930232558,1194.93837209303,1054.30581395349,1162.96627906977,1141.32790697674,998.613953488373,1034.21627906976,976.483720930232,993.917441860465,1138.11395348837,1263.44534883721,1154.46744186046,1137.52093023255,1209.1476744186,1033.69651162791,1187.36162790698,986.194186046512,967.162790697674,1037.46744186046,976.869767441861,1222.48604651163,1099.90581395348,966.506976744186,1051.49534883721,936.109302325581,1106.41860465116,1101.78604651163,949.524418604651,1146.52093023256,1137.96511627907,1051.3523255814,1111.88604651163,1146.67558139535,1030.71627906976,1128.75930232558,971.559302325581,1073.51627906977,1134.23953488372,1172.10581395349,1079.21627906977,991.873255813954,1123.32790697674,1097.26744186047,1152.31976744186,1072.88604651163,1197.62674418605,948.213953488372,1040.43372093023,939.086046511628,1191.85813953488,1122.40348837209,1022.77441860465,1230.98023255814,1124.77558139535,1026.96627906977,1164.76279069767,1123.50813953489,1049.26279069767,1199.72790697675,952.536046511628,1210.76395348837,1002.00930232558,985.918604651162,1093.1,1060.1488372093,1058.25930232558,1085.77441860465
"230",1403.353125,1605.825,1554.628125,1639.146875,1397.428125,1522.903125,1609.353125,1365.11875,1522.7875,1497.128125,1354.428125,1446.221875,1332.303125,1339.096875,1448.934375,1635.890625,1530.509375,1498.465625,1500.284375,1344.515625,1498.190625,1388.309375,1317.784375,1376.628125,1373.590625,1578.303125,1455.709375,1326.403125,1407.309375,1246.928125,1417.234375,1463.334375,1348.528125,1474.528125,1493.790625,1362.184375,1467.703125,1457.496875,1386.521875,1439.590625,1282.384375,1429.325,1445.059375,1527.915625,1390.028125,1302.696875,1523.646875,1548.596875,1587.128125,1428.703125,1553.434375,1259.028125,1396.240625,1294.903125,1547.684375,1565.559375,1378.590625,1594.603125,1435.596875,1337.790625,1520.578125,1484.790625,1427.965625,1555.528125,1272.046875,1585.809375,1312.825,1296.734375,1410.559375,1406.353125,1369.090625,1441.590625
"241",938.414285714285,1140.88571428572,1089.7,1174.2,932.5,1057.95,1144.42142857143,900.2,1057.85,1032.2,889.5,981.3,867.35,874.15,984,1170.95,1065.55,1033.52142857143,1035.32142857143,879.578571428571,1033.22142857143,923.35,852.821428571428,911.7,908.621428571429,1113.35,990.764285714286,861.45,942.35,782,952.3,998.4,883.6,1009.6,1028.82142857143,897.221428571429,1002.75,992.55,921.585714285715,974.621428571429,817.421428571429,964.385714285714,980.107142857143,1062.97142857142,925.1,837.721428571429,1058.7,1083.62142857143,1122.2,963.75,1088.5,794.1,931.3,829.95,1082.72142857143,1100.60714285714,913.621428571429,1129.65,970.65,872.85,1055.62142857143,1019.85,963.021428571428,1090.6,807.1,1120.87142857142,847.885714285714,831.8,945.607142857143,941.414285714285,904.121428571429,976.621428571429
"242",932.5,1134.96,1083.76,1168.28,926.56,1052.06,1138.5,894.26,1051.93,1026.26,883.56,975.36,861.44,868.22,978.06,1165.02,1059.66,1027.6,1029.4,873.66,1027.3,917.46,846.9,905.76,902.72,1107.44,984.86,855.56,936.46,776.06,946.38,992.48,877.68,1003.68,1022.92,891.3,996.86,986.62,915.66,968.72,811.5,958.46,974.2,1057.06,919.18,831.82,1052.78,1077.72,1116.26,957.84,1082.58,788.18,925.38,824.06,1076.8,1094.68,907.72,1123.76,964.76,866.92,1049.7,1013.92,957.1,1084.68,801.18,1114.96,841.96,825.88,939.7,935.5,898.22,970.72
"249",958.033333333333,1160.49166666667,1109.29166666667,1193.80833333333,952.091666666667,1077.575,1164.03333333333,919.791666666667,1077.45833333333,1051.79166666667,909.091666666667,1000.89166666667,886.966666666667,893.766666666667,1003.59166666667,1190.56666666667,1085.175,1053.14166666667,1054.93333333333,899.175,1052.85,942.975,872.441666666667,931.291666666667,928.258333333333,1132.975,1010.38333333333,881.075,961.975,801.591666666667,971.891666666667,1018.00833333333,903.191666666667,1029.19166666667,1048.45,916.841666666667,1022.375,1012.175,941.183333333333,994.258333333333,837.05,983.991666666667,999.716666666667,1082.575,944.691666666667,857.358333333333,1078.30833333333,1103.26666666667,1141.79166666667,983.375,1108.09166666667,813.691666666667,950.908333333333,849.575,1102.34166666667,1120.21666666667,933.258333333333,1149.275,990.266666666667,892.466666666667,1075.25,1039.46666666667,982.641666666667,1110.19166666667,826.708333333333,1140.475,867.491666666667,851.391666666667,965.216666666667,961.033333333333,923.758333333333,996.258333333333
"251",1223.625,1426.1,1374.9,1459.425,1217.7,1343.175,1429.625,1185.4,1343.075,1317.4,1174.7,1266.5,1152.575,1159.3625,1269.2125,1456.1625,1350.7875,1318.75,1320.5375,1164.8,1318.45,1208.575,1138.0375,1196.9,1193.85,1398.575,1276,1146.675,1227.575,1067.2,1237.5,1283.625,1168.8125,1294.8125,1314.05,1182.425,1287.975,1277.775,1206.8,1259.85,1102.65,1249.6,1265.325,1348.1875,1210.3125,1122.975,1343.925,1368.8625,1407.4,1248.975,1373.7125,1079.3125,1216.525,1115.175,1367.925,1385.825,1198.85,1414.8875,1255.875,1158.0625,1340.8375,1305.0625,1248.25,1375.8125,1092.3125,1406.0875,1133.1,1117,1230.825,1226.625,1189.35,1261.85
"259",1172.21666666667,1374.68333333333,1323.48333333333,1408,1166.28333333333,1291.75,1378.21666666667,1133.96666666667,1291.63333333333,1265.98333333333,1123.28333333333,1215.06666666667,1101.15,1107.95,1217.78333333333,1404.75,1299.36666666667,1267.33333333333,1269.13333333333,1113.36666666667,1267.03333333333,1157.15,1086.63333333333,1145.48333333333,1142.43333333333,1347.15,1224.56666666667,1095.25,1176.15,1015.78333333333,1186.08333333333,1232.18333333333,1117.38333333333,1243.38333333333,1262.65,1131.01666666667,1236.55,1226.35,1155.38333333333,1208.43333333333,1051.25,1198.18333333333,1213.91666666667,1296.76666666667,1158.88333333333,1071.55,1292.5,1317.45,1355.98333333333,1197.55,1322.28333333333,1027.88333333333,1165.08333333333,1063.75,1316.51666666667,1334.41666666667,1147.43333333333,1363.46666666667,1204.45,1106.65,1289.41666666667,1253.65,1196.83333333333,1324.38333333333,1040.9,1354.66666666667,1081.68333333333,1065.58333333333,1179.41666666667,1175.21666666667,1137.93333333333,1210.43333333333
"261",497.28,626.665,648.55,641.715,491.35,616.81,703.29,459.04,616.72,591.05,448.35,540.15,426.21,433.01,542.86,702.135,624.42,592.39,497.145,438.44,530.155,482.23,411.7,470.56,467.51,613.425,549.64,420.31,501.23,340.85,511.16,557.27,442.46,551.79,587.71,456.1,561.61,504.625,480.44,533.51,376.31,523.24,516.815,576.095,483.96,396.61,617.57,642.51,681.05,522.61,624.35,352.96,490.17,388.81,641.6,659.48,472.51,688.52,529.51,431.71,614.5,578.71,521.89,572.955,365.98,679.73,406.75,390.66,504.49,500.28,463.01,535.51
"262",414.775,581.325,566.0625,610.2125,373.725,534.3125,620.775,345.35,534.21875,508.5625,365.85,457.6625,343.7125,350.5125,390.7625,635.6,541.925,509.875,467.825,355.95,479.6,399.7375,329.175,388.0625,384.975,564.625,467.15,337.8125,418.7375,258.35,357.9875,474.7625,359.9625,452.3375,505.1875,338.45,479.1125,448.825,397.95,416.425,293.7875,440.7625,421.35,517.8875,368.725,314.1,535.0625,560.0125,598.5625,440.1125,555.1125,270.4625,407.675,306.3125,559.075,576.975,389.975,606.05,412.4625,349.2,531.975,496.2,439.375,529.2,283.475,597.25,324.2625,308.1625,421.975,417.775,380.475,452.975
