"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AlachuaCounty",1070,13,440,3870,4327,2753,12058,2197,1943,3971,2236,6009,594,5517,23572,25780,1799,12024,3081,7745
"BakerCounty",34,0,3,295,121,163,876,897,73,104,6,126,2,161,748,1630,17,453,129,605
"BayCounty",216,38,226,4537,3846,2490,12615,2031,1233,1757,2469,3787,221,5700,5071,10011,1198,13230,2142,3810
"BradfordCounty",72,115,20,161,240,209,1034,703,26,115,69,136,3,155,743,813,26,662,84,749
"BrevardCounty",204,22,239,9856,18650,5499,23832,3238,2269,4726,2321,12260,1957,13673,16981,30242,3170,20322,5859,12301
"BrowardCounty",979,104,1155,36598,25906,45008,107215,22391,19127,33851,20325,51349,8465,73341,60027,94396,13003,81610,28859,39389
"CalhounCounty",219,0,0,254,33,143,403,144,33,58,1,25,5,51,477,612,8,158,29,611
"CharlotteCounty",722,16,52,3135,675,753,7718,496,445,1091,781,1740,222,2772,2536,8857,1239,5306,1625,3035
"CitrusCounty",201,47,1277,2346,410,569,5114,291,330,693,413,1242,36,1986,3050,8256,726,3411,858,1677
"ClayCounty",117,11,463,3726,1293,826,9160,848,1193,1376,817,3906,260,1894,6234,8107,1508,6440,1583,2233
"CollierCounty",4802,8,149,10895,3319,3971,16034,1333,1308,3454,3047,5878,807,7823,9077,16872,8367,18028,5951,5289
"ColumbiaCounty",186,34,72,1299,1889,831,2912,587,110,493,204,574,78,1714,1922,4467,108,2333,400,2375
"DeSotoCounty",1266,5,67,350,290,270,900,859,14,121,77,100,29,267,845,1065,80,546,115,1011
"DixieCounty",128,0,11,66,338,129,214,64,4,29,7,38,5,37,406,154,12,143,57,413
"DuvalCounty",346,133,2196,25273,23163,22370,61630,27799,9677,51381,7994,33740,8312,46637,29765,68224,6338,48198,12879,16398
"EscambiaCounty",154,56,1491,9096,5453,5022,23301,2770,1946,7986,2670,6920,956,10750,10274,21997,1791,19133,4057,6039
"FlaglerCounty",161,8,59,1232,754,323,3086,212,919,537,349,780,38,1886,2563,2486,583,2994,686,1426
"FranklinCounty",19,0,17,177,139,113,416,37,16,68,155,126,2,82,330,157,53,890,61,567
"GadsdenCounty",1951,141,51,901,904,763,1420,215,195,148,45,164,54,875,1134,2758,128,725,154,1168
"GilchristCounty",387,0,21,141,139,87,194,9,12,41,14,76,0,57,470,540,58,73,23,383
"GladesCounty",432,0,52,67,81,20,50,38,21,11,6,24,1,209,284,72,216,60,26,245
"GulfCounty",63,0,63,266,51,21,464,18,81,63,103,147,6,75,357,387,19,436,64,840
"HamiltonCounty",628,0,1,124,540,47,273,119,2,29,3,56,0,43,345,172,24,132,69,371
"HardeeCounty",2263,188,146,211,283,146,768,14,39,150,32,99,8,193,920,916,70,353,89,825
"HendryCounty",4593,3,11,477,472,193,1152,208,60,119,54,461,27,271,1235,934,20,766,175,837
"HernandoCounty",220,60,136,2546,1742,694,6947,1440,197,756,440,1313,297,1772,3420,7908,727,4825,1351,2470
"HighlandsCounty",3250,1,83,971,639,545,3834,267,180,574,322,786,114,2445,2415,5056,588,2184,616,1460
"HillsboroughCounty",11097,288,3160,31603,26605,33305,71392,17435,16544,53027,12553,55550,10673,52208,49083,79381,11251,58675,17207,22773
"HolmesCounty",68,2,28,225,92,36,394,23,25,89,10,91,0,47,692,551,22,271,110,651
"IndianRiverCounty",2296,13,29,3086,1923,835,6980,670,538,1172,1103,2359,134,2340,2882,8646,2283,4885,2055,2585
"JacksonCounty",189,124,141,931,545,374,2198,807,179,340,77,305,26,584,1379,3089,97,1656,253,1796
"JeffersonCounty",310,0,38,163,4,104,284,96,20,42,16,95,6,85,249,283,26,198,118,450
"LafayetteCounty",301,10,5,50,78,57,127,84,7,54,2,29,0,17,162,134,1,53,2,204
"LakeCounty",1787,114,363,6535,3353,1846,14295,2164,1320,1833,1647,2958,192,5863,7102,16501,2454,8558,3040,4539
"LeeCounty",3169,188,830,19439,4734,6806,31122,3777,3326,5049,4832,11797,3549,14611,16758,32178,7384,28149,6987,10530
"LeonCounty",441,23,116,5080,1605,2940,17031,1429,4638,4628,2320,10827,762,6489,18280,17685,1381,15676,5882,34853
"LevyCounty",657,21,57,870,601,203,1424,127,27,195,94,208,46,175,992,772,67,630,132,991
"LibertyCounty",130,5,30,373,292,24,104,17,12,15,0,12,6,8,267,422,2,109,16,526
"MadisonCounty",205,4,78,128,506,132,548,136,20,68,24,62,1,152,730,627,14,373,85,562
"ManateeCounty",6001,5,251,7554,8001,3591,15263,2429,1004,2618,2402,4274,1331,5852,8362,15097,3818,11888,3419,3825
"MarionCounty",2083,94,256,6059,6628,3319,14862,2701,834,2263,1281,3872,299,5486,8889,14682,2033,8976,2603,4895
"MartinCounty",574,29,351,3914,3137,1901,8412,1174,809,1673,863,3205,172,3804,2921,11699,2253,6039,2505,2894
"MiamiDadeCounty",9860,430,2755,35392,35727,68997,141930,62208,20291,49581,23518,69519,10493,71958,88051,145896,14970,113596,37548,54403
"MonroeCounty",106,18,625,1770,228,509,3848,780,426,670,1272,1068,165,1554,1675,2462,941,11762,1341,2590
"NassauCounty",385,0,121,859,1301,498,3366,1120,199,378,249,1270,41,1097,2155,2164,573,4349,573,974
"OkaloosaCounty",96,10,348,4561,3472,1361,13804,1446,1050,2990,1875,7369,401,5576,6084,8544,1323,14140,2546,3326
"OkeechobeeCounty",1024,37,57,579,510,233,1359,309,42,160,63,348,5,531,844,1629,68,996,267,957
"OrangeCounty",2736,162,1997,29618,27737,29392,86496,26912,19253,24518,23881,51668,14905,73875,45492,78826,78252,119239,20486,25692
"OsceolaCounty",331,7,668,4250,1366,2350,13178,1350,467,1090,3324,2407,142,9011,9704,9674,1753,14578,1590,4820
"PalmBeachCounty",7553,56,1559,26877,15556,20870,69030,8824,9879,22583,13701,39625,9763,53976,36174,82174,18127,61424,23497,28618
"PascoCounty",543,59,1096,7657,3574,2812,19448,1334,914,2445,1588,4335,495,6340,12347,20534,1519,11951,3501,5373
"PinellasCounty",124,36,779,18667,30296,15474,50910,5325,7247,19804,9309,31523,14131,29673,28676,71713,8492,43744,12248,18516
"PolkCounty",4290,1146,514,10683,17579,9560,26321,13284,1608,8957,2791,6638,6766,14992,19883,27569,3980,16080,5009,12123
"PutnamCounty",569,63,417,869,1760,297,2674,198,90,349,163,410,7,1193,2347,2429,77,1343,383,1565
"StJohnsCounty",445,1,98,3222,2453,2498,9927,727,509,2123,1172,2770,176,4046,7971,8007,2455,10463,2925,3509
"StLucieCounty",1762,27,1335,3872,2876,2778,8832,1234,526,1247,1104,3720,242,4323,8682,10242,1146,7169,2480,4806
"SantaRosaCounty",325,89,317,3223,653,766,6840,723,673,815,616,1947,68,3031,4077,4426,458,4731,1155,2466
"SarasotaCounty",307,76,355,10143,7298,4275,18428,1562,2060,5010,3201,9960,1043,11614,8992,27706,4812,16748,5723,7282
"SeminoleCounty",194,8,830,14774,6691,9731,29057,2869,4563,11177,3810,11740,2526,15243,12085,19729,2269,17303,6372,6383
"SumterCounty",381,20,508,3303,1142,372,3328,460,62,664,413,708,71,964,1329,3464,266,3114,425,3584
"SuwanneeCounty",650,23,165,489,1563,420,1472,204,67,162,44,206,75,263,844,1438,22,753,279,1092
"TaylorCounty",304,39,13,579,1759,60,756,71,31,48,23,103,2,120,691,640,46,402,116,627
"UnionCounty",81,0,0,167,142,13,171,437,9,21,13,71,0,32,454,310,1,82,25,376
"VolusiaCounty",1485,19,467,9195,9280,4543,23398,1563,1737,3925,3426,7035,1134,8557,15412,27932,3611,20426,5522,7121
"WakullaCounty",46,0,31,280,453,45,737,54,22,66,34,317,0,158,721,322,59,531,133,869
"WaltonCounty",27,35,335,2095,500,421,4669,141,215,259,1054,797,72,1530,1428,1989,339,6928,836,1629
"WashingtonCounty",109,10,12,804,305,150,774,65,16,127,25,252,4,67,635,1000,168,543,67,900
