"County","Metropolitan","Town","Rural"
"MenardCounty",0,0,1
"MidlandCounty",0.8771,0,0.1229
"MilamCounty",0,0.4382,0.5618
"MillsCounty",0,0,1
"MitchellCounty",0,0.6326,0.3674
"MontagueCounty",0,0.4106,0.5894
"MontgomeryCounty",0.6703,0.1024,0.2273
"MooreCounty",0,0.8319,0.1681
"MorrisCounty",0,0.2158,0.7842
"MotleyCounty",0,0,1
"NacogdochesCounty",0,0.5354,0.4646
"NavarroCounty",0,0.4734,0.5266
"NewtonCounty",0,0,1
"NolanCounty",0,0.6734,0.3266
"NuecesCounty",0.8911,0.0444,0.0645
"OchiltreeCounty",0,0.8609,0.1391
"OldhamCounty",0,0,1
"OrangeCounty",0.6483,0,0.3517
"PaloPintoCounty",0,0.4978,0.5022
"PanolaCounty",0,0.2728,0.7272
"ParkerCounty",0.0593,0.3799,0.5608
"ParmerCounty",0,0.3998,0.6002
"PecosCounty",0,0.6022,0.3978
"PolkCounty",0,0.2236,0.7764
"PotterCounty",0.91,0,0.09
"PresidioCounty",0,0.5953,0.4047
"RainsCounty",0,0.0677,0.9323
"RandallCounty",0.7163,0.14,0.1438
"ReaganCounty",0,0.8669,0.1331
"RealCounty",0,0,1
"RedRiverCounty",0,0.2427,0.7573
"ReevesCounty",0,0.855,0.145
"RefugioCounty",0,0.3932,0.6068
"RobertsCounty",0,0,1
"RobertsonCounty",0,0.2615,0.7385
"RockwallCounty",0.8396,0,0.1604
"RunnelsCounty",0,0.5924,0.4076
"RuskCounty",1e-04,0.3412,0.6587
"SabineCounty",0,0,1
"SanAugustineCounty",0,0,1
"SanJacintoCounty",0,0,1
"SanPatricioCounty",0.2606,0.5429,0.1965
"SanSabaCounty",0,0.5064,0.4936
"SchleicherCounty",0,0,1
"ScurryCounty",0,0.683,0.317
"ShackelfordCounty",0,0,1
"ShelbyCounty",0,0.2057,0.7943
"ShermanCounty",0,0,1
"SmithCounty",0.621,0.0629,0.3161
"SomervellCounty",0,0,1
"StarrCounty",0,0.7629,0.2371
"StephensCounty",0,0.6063,0.3937
"SterlingCounty",0,0,1
"StonewallCounty",0,0,1
"SuttonCounty",0,0.812,0.188
"SwisherCounty",0,0.6243,0.3757
"TarrantCounty",0.9869,2e-04,0.0129
"TaylorCounty",0.8397,0,0.1603
"TerrellCounty",0,0,1
"TerryCounty",0,0.7533,0.2467
"ThrockmortonCounty",0,0,1
"TitusCounty",0,0.4944,0.5056
"TomGreenCounty",0.8436,0,0.1564
"TravisCounty",0.9311,0.0143,0.0546
"TrinityCounty",0,0.2276,0.7724
"TylerCounty",0,0.2187,0.7813
"UpshurCounty",0.0804,0.1266,0.793
"UptonCounty",0,0,1
"UvaldeCounty",0,0.6862,0.3138
"ValVerdeCounty",0,0.8984,0.1016
"VanZandtCounty",0,0.2498,0.7502
"VictoriaCounty",0.7337,0,0.2663
"WalkerCounty",0,0.5442,0.4558
"WallerCounty",0.0212,0.3623,0.6164
"WardCounty",0,0.7211,0.2789
"WashingtonCounty",0,0.4651,0.5349
"WebbCounty",0.9418,0.0322,0.026
"WhartonCounty",0,0.501,0.499
"WheelerCounty",0,0,1
"WichitaCounty",0.7486,0.1447,0.1067
"WilbargerCounty",0,0.7811,0.2189
"WillacyCounty",0,0.6542,0.3458
"WilliamsonCounty",0.8413,0.0388,0.1199
"WilsonCounty",0,0.1414,0.8586
"WinklerCounty",0,0.8187,0.1813
"WiseCounty",0,0.2789,0.7211
"WoodCounty",0,0.258,0.742
"YoakumCounty",0,0.6267,0.3733
"YoungCounty",0,0.6643,0.3357
"ZapataCounty",0,0.7647,0.2353
"ZavalaCounty",0,0.6197,0.3803
