"SCTG","Payload","N"
1,7.7265426744186,10
2,11.4169247759867,22
3,14.5184635749122,19
4,14.4758646879958,18
5,18.130860680904,22
6,4.91134507819598,16
7,15.098133209514,52
8,10.2941785681165,8
9,12.5303662811142,1
10,12.7559630168912,4
11,15.9261608736093,18
12,17.6010220476973,43
13,14.57148120894,4
14,19.7343283246373,0
15,21.9759244651015,0
16,12.5682836747422,10
17,24.3515448152176,9
18,18.5759678806904,15
19,7.05845147190139,17
20,18.9601876265583,14
21,5.12434471305138,1
22,9.93234871988097,5
23,17.3891229216528,11
24,9.66549316294252,6
25,17.5629107877451,7
26,10.8570900371975,22
27,16.5382555630002,2
28,13.1552492378572,7
29,5.51350467372506,3
30,10.307661585523,6
31,16.9207048661613,79
32,11.620573996003,11
33,5.75218630812616,46
34,16.3266231451215,40
35,6.91185118160956,3
36,7.89219031278592,28
37,17.1134794135312,3
38,4.51852664992441,0
39,4.73152496698314,10
40,8.33958314974484,218
41,10.6821459251557,35
43,14.8898147716892,102
99,17.0455697792284,15
