"SCTG","PctEmpty","N"
1,0.317479483877978,12
2,0.381892221025467,23
3,0.256234479020634,20
4,0.467953335880572,21
5,0.158109681167319,22
6,0.204177494715957,18
7,0.152452424209982,57
8,0.209453973305391,8
9,0.220797674677544,1
10,0.345868222703136,4
11,0.427538916163539,18
12,0.4385661284048,46
13,0.382289317879428,4
14,0.330631811974,0
15,0.394477968299597,0
16,0.404393406567035,11
17,0.271166037999304,12
18,0.454757578506833,17
19,0.347199224993934,17
20,0.390988892501151,16
21,0.163003296356002,1
22,0.381398011930285,5
23,0.385119411110747,14
24,0.259173648542417,8
25,0.430737531709114,9
26,0.403918378017236,29
27,0.207833893632727,3
28,0.216947168869503,7
29,0.142965266998763,3
30,0.150707615637309,7
31,0.37903833715744,81
32,0.249137471591583,12
33,0.109779174562205,53
34,0.236031043583118,47
35,0.159588441529491,3
36,0.236474561671862,36
37,0.179037995207116,4
38,0.253528170079209,0
39,0.311445368726597,16
40,0.172252132702527,253
41,0.364787260018618,35
43,0.11606351933361,110
99,0.447000346755474,20
