Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Bend,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Bend,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Bend,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Bend,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvallis,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvallis,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvallis,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvallis,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugene,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugene,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugene,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugene,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
