"County","Metropolitan","Town"
"BarbourCounty",0,1.681297375284
"BerkeleyCounty",68.99544670092,0
"BooneCounty",0,4.090430611442
"BraxtonCounty",0,0
"BrookeCounty",10.58143805262,0
"CabellCounty",38.83121829837,0
"CalhounCounty",0,0
"ClayCounty",0,0
"DoddridgeCounty",0,0
"FayetteCounty",12.138315602812,1.665543255378
"GilmerCounty",0,1.67239309096
"GrantCounty",0,1.398073025388
"GreenbrierCounty",0,8.904648418186
"HampshireCounty",0,0
"HancockCounty",13.398108899614,2.534232986872
"HardyCounty",0,1.797871993838
"HarrisonCounty",0,38.144056352686
"JacksonCounty",0,5.823847509604
"JeffersonCounty",0.945095070172,22.237045846216
"KanawhaCounty",84.216949322674,3.543158053582
"LewisCounty",0,2.724618724766
"LincolnCounty",0,0
"LoganCounty",0,8.046852554622
"McDowellCounty",0,1.602485848942
"MarionCounty",0,25.896022530636
"MarshallCounty",7.45529564177,0
"MasonCounty",0,6.568171084184
"MercerCounty",0,31.945219244744
"MineralCounty",1.48035946973,3.986383072278
"MingoCounty",0,1.398820904962
"MonongaliaCounty",37.494887616006,0
"MonroeCounty",0,1.157848083028
"MorganCounty",0,0
"NicholasCounty",0,3.059064138186
"OhioCounty",22.312495968546,0
"PendletonCounty",0,0
"PleasantsCounty",0,1.730738122486
"PocahontasCounty",0,0
"PrestonCounty",0,2.312322020678
"PutnamCounty",25.101878670588,0
"RaleighCounty",48.832176704518,0.004428203838
"RandolphCounty",0,6.12078813305
"RitchieCounty",0,0
"RoaneCounty",0,1.96941556803
"SummersCounty",0,1.825155119464
"TaylorCounty",0,4.60750767629
"TuckerCounty",0,0
"TylerCounty",0,0.2593254083
"UpshurCounty",0,6.18308955177
"WayneCounty",14.54597006831,0.966969678982
"WebsterCounty",0,0
"WetzelCounty",0,3.464281662104
"WirtCounty",0,0
"WoodCounty",37.230379946662,5.824874154822
"WyomingCounty",0,1.639117662294
