"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,7,1
2,0.473499644401482,0.526500355598518,6,2
3,0.508857124574964,0.491142875425035,7,4
4,0.329426802845101,0.670573197154899,6,1
5,0.0763722238391646,0.923627776160835,1,8
6,1,0,10,0
7,0.181825774258031,0.818174225741969,3,6
8,0.233455388714992,0.766544611285008,3,0
9,0.134342821827482,0.865657178172518,0,1
10,0.63202121803736,0.36797878196264,7,3
11,0.532061763030145,0.467938236969855,6,0
12,0.838033944017709,0.161966055982291,48,7
13,0.90072745067063,0.0992725493293696,13,1
14,0.296984478905375,0.703015521094625,1,1
15,0.34285666983259,0.65714333016741,11,19
16,0.292247289852626,0.707752710147374,1,0
17,0.0512840369554983,0.948715963044502,0,3
18,0.595712731390873,0.404287268609127,4,1
19,0.46636182072155,0.53363817927845,6,4
20,0.153884141884506,0.846115858115494,3,1
21,0.48565728180227,0.51434271819773,2,0
22,0.634547071721447,0.365452928278553,1,2
23,0.220262195048898,0.779737804951102,1,3
24,0.143309869173441,0.856690130826559,1,4
25,0.459097120928632,0.540902879071368,42,32
26,0.149392772618031,0.850607227381969,11,31
27,0.0664638925860683,0.933536107413932,0,2
28,0.13006920545436,0.86993079454564,0,1
29,0.499509853805331,0.500490146194669,0,5
30,0.122154702334916,0.877845297665084,0,0
31,0.84473049609964,0.15526950390036,54,6
32,0.0732924470224341,0.926707552977566,3,10
33,0.4120433386106,0.5879566613894,25,10
34,0.154983010654654,0.845016989345346,12,30
35,0.267488635666556,0.732511364333444,2,1
36,0.721390930041428,0.278609069958573,14,5
37,0.0687078468861626,0.931292153113837,3,1
38,0.301345390186715,0.698654609813286,0,1
39,0.187779510082017,0.812220489917983,3,2
40,0.484520995662778,0.515479004337222,82,49
41,0.899573400617066,0.100426599382934,37,3
43,0.0350598620074124,0.964940137992588,2,13
99,0.646446399835973,0.353553600164027,6,0
