"SCTG","Payload","N"
1,12.2468285097997,8
2,13.9906102244086,8
3,7.50957438432804,11
4,11.2798150119434,7
5,15.3568767024241,9
6,1.25836070075059,10
7,12.9775559718195,9
8,10.2941785681165,3
9,12.5303662811142,1
10,15.5649088921644,10
11,14.7601763932821,6
12,12.1792019383054,55
13,12.7509189527001,14
14,19.7343283246373,2
15,20.883173430184,30
16,14.0428921341034,1
17,24.3515448152176,3
18,11.7399553387464,5
19,10.2198675477806,10
20,14.6935220971178,4
21,5.12434471305138,2
22,9.93234871988097,3
23,12.2174191704086,4
24,9.66549316294252,5
25,16.8423277534132,74
26,14.9620924081885,42
27,16.5382555630002,2
28,13.1552492378572,1
29,5.51350467372506,5
30,10.307661585523,0
31,15.7366108307664,60
32,12.1807690174348,13
33,4.91622046297479,35
34,11.0867269885596,42
35,6.91185118160956,3
36,4.32822687854594,19
37,17.1134794135312,4
38,4.51852664992441,1
39,7.06406860103406,5
40,6.53982681605308,131
41,7.66922813682197,40
43,16.4548195837788,15
99,10.8934974922361,6
