"FAFZone","BarbourCounty","BerkeleyCounty","BooneCounty","BraxtonCounty","BrookeCounty","CabellCounty","CalhounCounty","ClayCounty","DoddridgeCounty","FayetteCounty","GilmerCounty","GrantCounty","GreenbrierCounty","HampshireCounty","HancockCounty","HardyCounty","HarrisonCounty","JacksonCounty","JeffersonCounty","KanawhaCounty","LewisCounty","LincolnCounty","LoganCounty","McDowellCounty","MarionCounty","MarshallCounty","MasonCounty","MercerCounty","MineralCounty","MingoCounty","MonongaliaCounty","MonroeCounty","MorganCounty","NicholasCounty","OhioCounty","PendletonCounty","PleasantsCounty","PocahontasCounty","PrestonCounty","PutnamCounty","RaleighCounty","RandolphCounty","RitchieCounty","RoaneCounty","SummersCounty","TaylorCounty","TuckerCounty","TylerCounty","UpshurCounty","WayneCounty","WebsterCounty","WetzelCounty","WirtCounty","WoodCounty","WyomingCounty"
"11",668.83,715.32,560.36,599.87,727.525,540.91,636.38,594.7,664.65,540.53,631.61,685.33,564.28,728.05,738.77,693.63,661.06,610.21,715.87,573.02,631.44,570.17,526.605,482.25,676.26,713.34,587.4,492.67,733.67,502.62,688.78,524.07,724.15,571.27,713.13,649.2,668.03,602.65,700.77,566.05,520.37,645.42,666.09,615.85,518.06,671.44,696.78,693.53,651.06,525.28,605.17,704.63,643.07,644.54,508.09
"12",906.85,946.65,795.2,837.9,965.85,786.2,877.25,831.1,904.1,778.6,869.65,916.7,802.3,959.4,976.35,925,899.1,855.6,947.2,814.75,869.5,815.45,763.5,720.3,914.3,959.3,832.7,730.7,965,739.5,926.8,762.1,955.5,809.3,949.65,880.55,914.3,840.7,938.8,811.3,758.4,883.5,909.25,858.3,756.1,909.5,934.8,939.8,889.1,764,843.2,950.9,885.5,890.8,746.15
"19",724.16,768.863636363636,612.359090909091,655.214545454545,780.687272727273,591.041818181818,687.925454545455,646.101818181818,716.198181818182,597.983636363636,684.738181818182,738.88,621.745454545455,781.592727272727,792.385454545455,747.167272727273,716.392727272727,661.756363636364,769.42,624.565454545454,686.783636363636,620.310909090909,581.890909090909,538.038181818182,731.589090909091,766.281818181818,637.530909090909,550.121818181818,786.790909090909,558.881818181818,744.130909090909,579.101818181818,777.703636363636,628.725454545455,767.818181818182,702.754545454545,719.565454545454,657.68,756.1,616.2,577.830909090909,703.758181818182,717.636363636364,667.385454545455,575.507272727273,726.770909090909,752.130909090909,745.072727272727,706.392727272727,577.523636363636,662.632727272727,756.18,694.623636363636,696.094545454545,563.883636363636
"20",1245.51724137931,1287.15862068966,1203.2724137931,1237.43448275862,1176.61034482759,1167.04137931034,1207.57931034483,1224.63448275862,1215.58620689655,1231.76551724138,1217.56551724138,1276.31034482759,1264.44482758621,1273.68620689655,1168.12068965517,1286.85862068966,1229.8275862069,1177.45517241379,1297.3,1196.51034482759,1229.15172413793,1186.22068965517,1207.67586206897,1246.80344827586,1229.62413793103,1193.04482758621,1161.72068965517,1259.64137931034,1260.09310344828,1208.33103448276,1216.17931034483,1280.21724137931,1273.76551724138,1251.57931034483,1161.26206896552,1298.68620689655,1194.84137931034,1290.26551724138,1235.65517241379,1177.28620689655,1233.2,1265.63103448276,1206.71724137931,1197.52413793103,1252.92068965517,1234.7724137931,1267.78620689655,1211.54827586207,1251.16896551724,1173.18620689655,1273.79655172414,1211.03448275862,1191.79310344828,1175.90862068965,1233.39655172414
"41",2130.55,2245.3,2009.45,2061.65,2059.15,1954.15,2065.95,2042.05,2086.95,2052.95,2081.15,2198.55,2102.85,2210.65,2069.65,2209.15,2108.7,2021.75,2260.75,1999.15,2093.15,1983.45,2005.55,2083.1,2110.45,2052.55,2000.65,2093.5,2189.85,1998.6,2115.25,2124.95,2224.85,2083.2,2042.95,2193.55,2055.25,2142.25,2145,1979.35,2055.15,2139.95,2073.45,2039.05,2111.6,2133.15,2158.55,2080.8,2112.75,1963.55,2117.15,2080,2050.65,2026.4,2044.85
"42",2114.7,2267.25,1993.65,2045.75,2043.25,1938.3,2050.075,2026.25,2071.1,2037.1,2065.35,2182.7,2116.2,2194.8,2053.8,2245.55,2092.85,2005.9,2267.8,1983.275,2077.35,1967.6,2015.8,2034.2,2094.6,2036.7,1984.8,2044.6,2174.05,1998.5,2099.4,2076,2209,2067.35,2027.075,2201.1,2039.45,2154.6,2129.15,1963.45,2072.3,2124.075,2057.55,2023.25,2070,2117.3,2142.65,2064.95,2096.95,1947.7,2101.25,2064.15,2034.8,2010.55,2060
"49",2079.96818181819,2203.07272727273,1958.86818181818,2011.02272727272,2008.53636363636,1903.56818181819,2015.34090909091,1991.48636363637,2036.36818181818,2002.36818181818,2030.59545454546,2147.96818181819,2058.27272727273,2160.04090909091,2019.04090909091,2170.85454545455,2058.09545454546,1971.16818181819,2214.48181818182,1948.54090909091,2042.57727272728,1932.84090909091,1960.16363636364,2007.64545454545,2059.86818181818,2001.96818181819,1950.05,2018.08181818182,2139.29545454545,1950.35454545455,2064.66818181819,2049.48181818182,2174.26818181818,2032.60454545455,1992.34090909091,2147.39090909091,2004.69545454546,2097.4,2094.39545454546,1928.73181818182,2011.61818181818,2089.34090909091,2022.83181818181,1988.48636363637,2032.87272727273,2082.56818181818,2107.93181818182,2030.20454545455,2062.18636363637,1912.96818181819,2066.51818181818,2029.41818181818,2000.05,1975.80909090909,2000.77272727273
"50",885.692,1011.62866666667,764.608666666667,816.752666666667,878.921333333333,709.300666666667,821.079333333333,797.211333333333,855.716666666667,818.986,836.324666666667,953.699333333333,852.224666666667,1002.66866666667,889.42,973.108,877.792666666667,776.900666666667,1014.61933333333,754.272666666667,848.31,738.579333333333,752.482,781.980666666667,892.575333333333,872.347333333333,755.794,795.132666666667,966.243333333333,738.455333333333,904.106,826.538,1012.602,838.347333333333,862.72,938.63,831.048666666667,891.582,917.89,734.463333333333,807.21,895.079333333333,842.176666666667,794.211333333333,814.447333333333,888.300666666667,913.663333333333,856.554,867.920666666667,718.692,872.252666666667,866.391333333333,821.856666666667,807.136666666667,795.200666666667
"61",2458.72,2573.46,2337.62,2389.76,2387.31,2282.32,2394.1,2370.22,2415.12,2381.12,2409.34,2526.72,2431,2538.82,2397.82,2537.32,2436.86,2349.92,2588.92,2327.32,2421.32,2311.6,2333.74,2392.22,2438.62,2380.72,2328.82,2402.66,2518.04,2326.74,2443.42,2434.08,2553.02,2411.36,2371.1,2521.72,2383.46,2470.42,2473.16,2307.5,2383.32,2468.1,2401.6,2367.22,2413.42,2461.32,2486.7,2408.96,2440.92,2291.72,2445.26,2408.2,2378.82,2354.56,2373.02
"62",2569.6,2648.07142857143,2471.64285714286,2523.77142857143,2479.34285714286,2416.3,2513.6,2504.21428571429,2519.91428571429,2515.11428571429,2528.85714285714,2631.5,2564.98571428571,2627.48571428571,2466.38571428571,2647.6,2541.67142857143,2467.61428571429,2663.54285714286,2461.28571428571,2555.34285714286,2445.6,2467.74285714286,2520.27142857143,2543.41428571429,2485.5,2443.6,2557.67142857143,2606.75714285714,2460.75714285714,2539.71428571429,2589.08571428571,2627.61428571429,2545.37142857143,2475.9,2655.7,2488.25714285714,2604.4,2569.45714285714,2441.48571428571,2517.28571428571,2602.1,2506.38571428571,2501.21428571429,2547.4,2561.4,2620.68571428571,2513.77142857143,2574.95714285714,2425.7,2579.27142857143,2512.97142857143,2483.6,2459.37142857143,2507
"63",2492.9,2607.6,2371.8,2423.9,2421.45,2316.5,2428.3,2404.4,2449.3,2415.3,2443.5,2560.9,2465.1,2572.9,2431.9,2571.5,2471,2384.1,2623.1,2361.4,2455.5,2345.8,2367.9,2425.7,2472.8,2414.9,2363,2436.1,2552.2,2360.9,2477.6,2467.5,2587.2,2445.5,2405.3,2555.9,2417.6,2504.6,2507.3,2341.6,2417.4,2502.3,2435.7,2401.4,2447.6,2495.5,2520.8,2443.1,2475.1,2325.9,2479.4,2442.3,2413,2388.7,2407.2
"64",2677.29166666667,2759.33333333333,2575.13333333334,2627.27916666667,2589.16666666667,2519.83333333333,2619.84166666666,2607.74166666666,2628.69166666666,2618.63333333334,2635.09166666666,2740.25833333334,2668.48333333333,2737.6,2578.1625,2755.4,2650.40833333334,2575.31666666666,2774.825,2564.8,2658.84166666666,2549.1,2571.25,2625.27083333333,2652.19166666666,2594.28333333334,2551.55,2655.925,2716.85833333333,2564.25,2649.19166666666,2687.325,2738.90833333334,2648.86666666666,2584.65833333334,2759.19166666666,2597.01666666667,2707.91666666667,2678.925,2544.98333333333,2620.8,2705.6,2615.15,2604.74166666666,2650.91666666667,2670.56666666666,2724.18333333334,2622.525,2678.44166666666,2529.21666666666,2682.77916666667,2621.74166666666,2592.38333333334,2568.12916666667,2610.5
"65",2613.85,2728.6,2492.8,2544.9,2542.45,2437.5,2549.25,2525.4,2570.3,2536.3,2564.5,2681.85,2586.15,2693.95,2552.95,2692.45,2592,2505.1,2744.1,2482.45,2576.5,2466.75,2488.9,2547.4,2593.8,2535.85,2483.95,2557.8,2673.2,2481.9,2598.6,2589.2,2708.15,2566.5,2526.25,2676.85,2538.6,2625.55,2628.3,2462.65,2538.45,2623.25,2556.7,2522.4,2568.55,2616.5,2641.85,2564.1,2596.1,2446.85,2600.4,2563.3,2533.95,2509.7,2528.15
"69",2620.32580645161,2709.12903225807,2511.39032258065,2563.54193548387,2535.93387096774,2456.08709677419,2561.68387096774,2543.9935483871,2572.4064516129,2554.8870967742,2576.90806451612,2684.27096774194,2604.76451612903,2685.18387096774,2529.00161290322,2698.66774193548,2594.12258064516,2516.12258064516,2724.60161290323,2501.07096774194,2595.08709677419,2485.37096774193,2507.50322580645,2563.51612903226,2595.9064516129,2538.0064516129,2492.96451612903,2591.32580645161,2664.41935483871,2500.50967741936,2594.94838709678,2622.74677419355,2688.69032258064,2585.12258064516,2528.39032258065,2695.46451612903,2540.72903225806,2644.17419354839,2624.67096774193,2481.26451612903,2557.07096774194,2641.87096774193,2558.87741935484,2540.9935483871,2587.17419354839,2615.27096774194,2660.46129032258,2566.23870967742,2614.70161290322,2465.48387096774,2619.04193548387,2565.46935483871,2536.1064516129,2511.83709677419,2546.77741935484
"81",1500.45416666667,1606.775,1383.70833333333,1435.84166666667,1422.04583333333,1328.39583333334,1440.14583333334,1416.30416666666,1450.77916666666,1427.17916666666,1455.40833333333,1570.85416666666,1477.04583333333,1573.2625,1430.6625,1583.12083333333,1472.525,1391.07916666667,1622.26666666667,1373.34583333334,1467.40416666666,1357.64583333334,1379.80833333333,1432.34166666667,1474.27916666666,1416.39583333334,1367.0625,1469.725,1552.55,1372.81666666667,1479.07916666667,1501.1375,1586.32916666667,1457.43333333333,1406.74583333333,1567.74583333333,1419.125,1516.45416666667,1508.81666666667,1353.54583333333,1429.34583333334,1514.14583333334,1437.24583333333,1413.30416666666,1459.45416666667,1492.25416666667,1532.74583333333,1444.625,1487.01666666667,1337.75416666667,1491.34166666667,1443.84166666667,1414.4625,1390.22916666667,1419.05416666666
"89",1579.61346153846,1684.97884615385,1464.3423076923,1516.475,1500.7173076923,1409.0326923077,1519.68173076923,1496.94423076923,1529.93076923077,1507.8326923077,1534.93846153846,1649.12115384615,1557.6826923077,1651.82692307693,1508.28461538461,1662.05384615384,1551.65961538461,1470.94807692307,1700.46153846154,1453.99711538461,1548.04615384615,1438.29711538462,1460.45576923077,1512.975,1553.43076923077,1495.53461538461,1446.93461538461,1550.37019230769,1631.09423076923,1453.46153846154,1557.34615384616,1581.77307692307,1664.54038461538,1538.06442307692,1485.9,1648.39807692307,1498.25961538462,1597.10961538462,1587.07307692307,1434.1826923077,1509.99711538461,1594.79711538462,1516.38461538462,1493.94423076923,1540.10961538462,1571.425,1613.38269230769,1523.77307692307,1567.65384615384,1418.42307692307,1571.975,1522.97692307693,1493.625,1469.37019230769,1499.70961538462
"91",547.7,389.166666666667,689.7,596.466666666667,523.333333333333,702.166666666667,622.2,637.1,565.4,654.166666666667,590.5,487.1,615.7,447.1,521.866666666667,470.7,545.6,653.1,404.633333333333,661.8,563.4,693.366666666667,719.1,712.166666666667,527.8,549.7,667.4,671.266666666667,457.133333333333,730.4,514.366666666667,623,408.7,628.266666666667,537.7,512.033333333333,596.766666666667,571.066666666667,502.466666666667,682.2,659.866666666667,546.2,591.366666666667,636.533333333333,647.8,531.3,506.5,597.466666666667,568.8,727,615.5,569.166666666667,637.4,614.966666666667,689.266666666667
"92",504.766666666667,346.266666666667,646.766666666667,553.566666666667,485.033333333333,659.266666666667,579.266666666667,594.166666666667,522.466666666667,611.266666666667,547.566666666667,444.166666666667,572.766666666667,404.166666666667,485.533333333333,427.766666666667,502.7,610.166666666667,361.7,618.866666666667,520.466666666667,650.466666666667,676.233333333333,669.266666666667,484.933333333333,506.766666666667,624.466666666667,628.366666666667,414.266666666667,687.466666666667,471.466666666667,580.066666666667,365.766666666667,585.366666666667,494.766666666667,469.166666666667,553.866666666667,528.166666666667,459.566666666667,639.266666666667,616.966666666667,503.266666666667,548.466666666667,593.666666666667,604.866666666667,488.366666666667,463.566666666667,554.566666666667,525.9,684.066666666667,572.566666666667,526.266666666667,594.466666666667,572.066666666667,646.366666666667
"99",568.85,410.35,710.85,617.65,546.7,723.35,643.35,658.3,586.6,675.35,611.65,508.25,636.85,468.35,552.8,491.85,566.85,674.25,425.85,682.95,584.55,714.55,740.35,733.35,549.05,570.85,688.6,692.45,478.35,751.55,535.55,644.15,429.85,649.45,558.85,533.25,617.95,592.25,523.65,703.35,681.05,567.35,612.55,657.75,668.95,552.45,527.65,618.65,590.05,748.15,636.65,590.35,658.55,636.15,710.45
"101",327.7,169.15,469.7,376.45,341.125,482.15,402.2,417.1,345.4,423.6,370.5,258.9,371.15,209.95,352.825,231.85,325.6,433.1,150.35,441.8,343.4,473.4,487.8,467.65,307.85,358.375,447.4,426.7,237.15,496.9,294.4,378.45,188.7,408.25,346.325,278,376.8,332.2,282.45,462.2,415.3,309.55,371.4,416.55,403.25,311.3,286.5,377.45,348.85,507,378.05,349.2,417.4,394.95,444.75
"109",344.6,186,486.5,393.3,361.8,499,419,434,362.3,429.9,387.4,267.6,382.4,224,376.2,243.1,342.5,450,167.2,458.6,360.2,490.2,493.3,478.8,324.7,376.8,464.3,437.9,254,508.1,311.2,389.6,205.6,425.1,367,289.15,393.6,343.4,299.3,479,426.5,320.7,388.2,433.4,414.5,328.1,303.3,394.3,365.7,523.9,377.5,366,434.3,411.8,455.9
"111",249.3,90.8,365.3,298,266.6,403.8,323.8,338.7,267,307.2,292.1,162.3,259.6,125.3,281,137.8,247.2,354.7,72,363.4,265,395,370.5,356.1,229.4,281.5,369,315.2,158.8,385.4,216,266.9,110.3,308.7,271.8,183.95,298.4,238.2,204.1,383.8,303.8,215.5,293,338.1,291.7,232.9,194.4,299.1,237.9,428.6,272.2,270.8,339,316.5,333.2
