Value,Area,Fwy,Art,Other
BusVmt,Cumberland,,,
TruckVmt,Cumberland,,,
BusVmt,Hagerstown,,,
TruckVmt,Hagerstown,,,
BusVmt,Philadelphia,,,
TruckVmt,Philadelphia,,,
BusVmt,Salisbury,,,
TruckVmt,Salisbury,,,
