County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
DistrictofColumbia,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
