County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AdairCounty,3428,1609,2443,5942,2375,2859
AllenCounty,4000,1421,2275,6784,2545,2931
AndersonCounty,4475,1469,2286,7933,2679,2579
BallardCounty,1486,543,811,2817,1142,1450
BarrenCounty,8405,2812,4843,14346,5267,6500
BathCounty,2381,760,1196,4007,1541,1706
BellCounty,5034,1986,3381,9836,3946,4508
BooneCounty,28317,7927,13769,44352,13133,11313
BourbonCounty,3933,1334,2076,6937,2656,3049
BoydCounty,8726,3003,5515,17319,6737,8242
BoyleCounty,4975,2192,3519,9339,3799,4608
BrackenCounty,1796,583,916,2971,1063,1159
BreathittCounty,2499,1103,1557,4918,1935,1866
BreckinridgeCounty,4016,1299,2031,6703,2879,3131
BullittCounty,15386,5296,8508,27691,9151,8287
ButlerCounty,2429,778,1566,4291,1621,2005
CaldwellCounty,2347,841,1341,4235,1906,2314
CallowayCounty,5552,3307,8121,10301,4290,5620
CampbellCounty,17074,6538,13640,30834,10693,11557
CarlisleCounty,950,309,543,1644,693,965
CarrollCounty,2251,742,1376,3737,1310,1395
CarterCounty,5299,2032,3346,9318,3606,4119
CaseyCounty,3081,1018,1831,5223,2229,2573
ChristianCounty,18372,4967,14965,21433,6625,7593
ClarkCounty,6864,2273,3902,12793,4735,5046
ClayCounty,3760,1633,2857,8259,2599,2622
ClintonCounty,1989,693,1052,3447,1388,1703
CrittendenCounty,1758,554,988,3024,1304,1687
CumberlandCounty,1252,464,676,2214,941,1309
DaviessCounty,19742,6360,11950,32411,12075,14118
EdmonsonCounty,2135,901,1346,4050,1706,2023
ElliottCounty,1325,442,996,2892,1063,1134
EstillCounty,2750,938,1523,5195,2019,2247
FayetteCounty,53086,20711,56940,102058,31870,31138
FlemingCounty,2865,978,1505,4966,1916,2118
FloydCounty,7305,2622,4652,13977,5544,5351
FranklinCounty,8911,3347,6311,17034,6800,6882
FultonCounty,1132,384,867,2243,964,1223
GallatinCounty,1872,663,976,3062,1037,979
GarrardCounty,3183,1134,1678,6180,2274,2463
GrantCounty,5751,1822,2966,8811,2664,2648
GravesCounty,7495,2453,4254,12035,4739,6145
GraysonCounty,5051,1721,2867,8777,3446,3884
GreenCounty,2091,711,1096,3863,1551,1946
GreenupCounty,6807,2401,3685,12645,5084,6288
HancockCounty,1826,588,824,2971,1160,1196
HardinCounty,22872,7352,15617,36661,11433,11608
HarlanCounty,5488,1974,3424,9876,4337,4179
HarrisonCounty,3742,1315,1892,6628,2457,2812
HartCounty,3729,1303,1961,6129,2364,2713
HendersonCounty,9129,2809,5636,16005,6120,6551
HenryCounty,3132,1048,1558,5372,2116,2190
HickmanCounty,859,297,461,1570,696,1019
HopkinsCounty,9008,2963,5383,16013,6309,7244
JacksonCounty,2606,928,1499,4824,1775,1862
JeffersonCounty,143316,47427,102735,257122,91401,99095
JessamineCounty,10431,3660,6498,16992,5511,5494
JohnsonCounty,4316,1524,2700,8164,3351,3301
KentonCounty,33487,10240,22278,57271,18591,17853
KnottCounty,2884,1232,1931,5807,2309,2183
KnoxCounty,6456,2377,3884,10552,3964,4650
LarueCounty,2759,956,1649,4824,1791,2214
LaurelCounty,11923,3846,7022,21065,7416,7577
LawrenceCounty,3034,1088,1791,5481,2221,2245
LeeCounty,1243,469,1049,3008,1075,1043
LeslieCounty,1994,715,1324,4175,1499,1603
LetcherCounty,4471,1538,2826,8592,3616,3476
LewisCounty,2699,955,1454,4871,1848,2043
LincolnCounty,5031,1661,2688,8612,3070,3680
LivingstonCounty,1610,562,912,3219,1491,1725
LoganCounty,5418,1792,3028,8928,3467,4202
LyonCounty,1042,384,796,2930,1420,1742
McCrackenCounty,12162,3946,7229,22111,9116,11001
McCrearyCounty,3339,1339,2268,6884,2227,2249
McLeanCounty,1826,629,1007,3195,1263,1611
MadisonCounty,15004,7181,15183,27121,9115,9312
MagoffinCounty,2655,925,1486,4828,1718,1721
MarionCounty,4008,1316,2422,7158,2336,2580
MarshallCounty,5324,1938,3052,10513,4555,6066
MartinCounty,2270,808,1785,5029,1585,1452
MasonCounty,3563,1109,1892,5946,2335,2645
MeadeCounty,6554,1981,3846,10103,3143,2975
MenifeeCounty,1167,495,698,2044,897,1005
MercerCounty,4074,1441,2160,7314,2947,3395
MetcalfeCounty,1990,680,1107,3396,1282,1644
MonroeCounty,2068,753,1105,3669,1488,1880
MontgomeryCounty,5432,1704,3129,9525,3316,3393
MorganCounty,2296,844,1941,5268,1764,1810
MuhlenbergCounty,5647,2021,3670,10836,4215,5110
NelsonCounty,9368,3026,5060,15527,5359,5097
NicholasCounty,1419,463,714,2507,922,1110
OhioCounty,4946,1600,2701,7872,3041,3682
OldhamCounty,13677,4374,5299,23946,7447,5573
OwenCounty,2198,725,1081,3813,1454,1570
OwsleyCounty,854,312,552,1561,679,797
PendletonCounty,2946,1154,1663,5433,1854,1827
PerryCounty,5099,1895,3460,10443,3970,3845
PikeCounty,11696,4253,7550,23425,9178,8922
PowellCounty,2563,857,1474,4406,1671,1642
PulaskiCounty,11918,3966,6855,21539,8544,10241
RobertsonCounty,389,173,224,743,326,427
RockcastleCounty,3232,1151,1833,6110,2201,2529
RowanCounty,3805,2462,4955,6822,2429,2860
RussellCounty,3221,1089,1869,5924,2412,3050
ScottCounty,10660,3438,6027,17593,5088,4367
ShelbyCounty,8663,2790,4956,15183,5422,5060
SimpsonCounty,3560,1095,2004,6022,2175,2471
SpencerCounty,3606,1194,1638,6788,2087,1748
TaylorCounty,4579,1814,3423,7688,3085,3923
ToddCounty,2873,807,1498,4125,1385,1772
TriggCounty,2652,927,1282,4562,2189,2727
TrimbleCounty,1798,592,945,3176,1158,1140
UnionCounty,2789,1432,2217,4586,1926,2057
WarrenCounty,21615,9860,21306,36483,12088,12440
WashingtonCounty,2259,838,1253,4039,1466,1862
WayneCounty,3889,1348,2305,7000,2945,3326
WebsterCounty,2638,886,1580,4611,1846,2060
WhitleyCounty,6937,2899,4552,11729,4436,5084
WolfeCounty,1462,483,729,2548,988,1145
WoodfordCounty,4878,1705,2517,9026,3572,3241
