Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Bellingham,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellingham,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellingham,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellingham,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
KennewickPasco,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
KennewickPasco,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
KennewickPasco,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
KennewickPasco,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewiston,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewiston,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewiston,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewiston,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Longview,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
MountVernon,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
MountVernon,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
MountVernon,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
MountVernon,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
OlympiaLacey,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
OlympiaLacey,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
OlympiaLacey,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
OlympiaLacey,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Spokane,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Spokane,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Spokane,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Spokane,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenatchee,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenatchee,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenatchee,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenatchee,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakima,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakima,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakima,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakima,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
