Msa,Fwy,Art
BloomingtonNormal,0,0
Champaign,0,0
Chicago,0,0
Danville,0,0
Davenport,0,0
Decatur,0,0
Dubuque,0,0
Kankakee,0,0
Peoria,0,0
Rockford,0,0
Springfield,0,0
StLouis,0,0
